YYYYMMDD, C072, G072,TmaxDay_C
20081105,-9999,64,6.4
20081106,-9999,99,9.9
20081107,-9999,79,7.9
20081108,-9999,108,10.8
20081109,-9999,103,10.3
20081110,-9999,121,12.1
20081111,-9999,82,8.2
20081112,-9999,52,5.2
20081113,-9999,42,4.2
20081114,-9999,57,5.7
20081115,-9999,60,6
20081116,-9999,56,5.6
20081117,-9999,46,4.6
20081118,-9999,56,5.6
20081119,-9999,55,5.5
20081120,-9999,58,5.8
20081121,-9999,72,7.2
20081122,-9999,72,7.2
20081123,-9999,75,7.5
20081124,-9999,53,5.3
20081125,-9999,0,0
20081126,-9999,-10,-1
20081127,-9999,-2,-0.2
20081128,-9999,13,1.3
20081129,-9999,14,1.4
20081130,-9999,12,1.2
20081201,-9999,-14,-1.4
20081202,-9999,-6,-0.6
20081203,-9999,33,3.3
20081204,-9999,64,6.4
20081205,-9999,78,7.8
20081206,-9999,60,6
20081207,-9999,69,6.9
20081208,-9999,71,7.1
20081209,-9999,34,3.4
20081210,-9999,-4,-0.4
20081211,-9999,14,1.4
20081212,-9999,37,3.7
20081213,-9999,15,1.5
20081214,-9999,2,0.2
20081215,-9999,11,1.1
20081216,-9999,27,2.7
20081217,-9999,51,5.1
20081218,-9999,33,3.3
20081219,-9999,43,4.3
20081220,-9999,47,4.7
20081221,-9999,100,10
20081222,-9999,170,17
20081223,-9999,155,15.5
20081224,-9999,99,9.9
20081225,-9999,75,7.5
20081226,-9999,-2,-0.2
20081227,-9999,26,2.6
20081228,-9999,48,4.8
20081229,-9999,17,1.7
20081230,-9999,30,3
20081231,-9999,62,6.2
20090101,83,-9999,8.3
20090102,104,-9999,10.4
20090103,41,-9999,4.1
20090104,-1,-9999,-0.1
20090105,-2,-9999,-0.2
20090106,-12,-9999,-1.2
20090107,-43,-9999,-4.3
20090108,-43,-9999,-4.3
20090109,-7,-9999,-0.7
20090110,-7,-9999,-0.7
20090111,12,-9999,1.2
20090112,30,-9999,3
20090113,16,-9999,1.6
20090114,12,-9999,1.2
20090115,45,-9999,4.5
20090116,37,-9999,3.7
20090117,72,-9999,7.2
20090118,92,-9999,9.2
20090119,92,-9999,9.2
20090120,24,-9999,2.4
20090121,4,-9999,0.4
20090122,92,-9999,9.2
20090123,103,-9999,10.3
20090124,98,-9999,9.8
20090125,64,-9999,6.4
20090126,14,-9999,1.4
20090127,42,-9999,4.2
20090128,76,-9999,7.6
20090129,124,-9999,12.4
20090130,106,-9999,10.6
20090131,68,-9999,6.8
20090201,30,-9999,3
20090202,34,-9999,3.4
20090203,31,-9999,3.1
20090204,59,-9999,5.9
20090205,53,-9999,5.3
20090206,12,-9999,1.2
20090207,-6,-9999,-0.6
20090208,38,-9999,3.8
20090209,84,-9999,8.4
20090210,55,-9999,5.5
20090211,54,-9999,5.4
20090212,43,-9999,4.3
20090213,56,-9999,5.6
20090214,42,-9999,4.2
20090215,50,-9999,5
20090216,38,-9999,3.8
20090217,51,-9999,5.1
20090218,21,-9999,2.1
20090219,57,-9999,5.7
20090220,59,-9999,5.9
20090221,65,-9999,6.5
20090222,23,-9999,2.3
20090223,36,-9999,3.6
20090224,16,-9999,1.6
20090225,138,-9999,13.8
20090226,128,-9999,12.8
20090227,145,-9999,14.5
20090228,128,-9999,12.8
20090301,52,-9999,5.2
20090302,25,-9999,2.5
20090303,64,-9999,6.4
20090304,35,-9999,3.5
20090305,-9,-9999,-0.9
20090306,47,-9999,4.7
20090307,53,-9999,5.3
20090308,67,-9999,6.7
20090309,72,-9999,7.2
20090310,122,-9999,12.2
20090311,83,-9999,8.3
20090312,190,-9999,19
20090313,200,-9999,20
20090314,130,-9999,13
20090315,72,-9999,7.2
20090316,136,-9999,13.6
20090317,158,-9999,15.8
20090318,184,-9999,18.4
20090319,179,-9999,17.9
20090320,147,-9999,14.7
20090321,97,-9999,9.7
20090322,82,-9999,8.2
20090323,91,-9999,9.1
20090324,-9999,-9999,NA
20090325,91,-9999,9.1
20090326,148,-9999,14.8
20090327,110,-9999,11
20090328,54,-9999,5.4
20090329,54,-9999,5.4
20090330,54,-9999,5.4
20090331,30,-9999,3
20090401,55,-9999,5.5
20090402,73,-9999,7.3
20090403,122,-9999,12.2
20090404,94,-9999,9.4
20090405,105,-9999,10.5
20090406,165,-9999,16.5
20090407,70,-9999,7
20090408,96,-9999,9.6
20090409,156,-9999,15.6
20090410,102,-9999,10.2
20090411,32,-9999,3.2
20090412,56,-9999,5.6
20090413,137,-9999,13.7
20090414,104,-9999,10.4
20090415,73,-9999,7.3
20090416,84,-9999,8.4
20090417,105,-9999,10.5
20090418,124,-9999,12.4
20090419,94,-9999,9.4
20090420,66,-9999,6.6
20090421,94,-9999,9.4
20090422,139,-9999,13.9
20090423,202,-9999,20.2
20090424,217,-9999,21.7
20090425,36,-9999,3.6
20090426,64,-9999,6.4
20090427,109,-9999,10.9
20090428,104,-9999,10.4
20090429,117,-9999,11.7
20090430,101,-9999,10.1
20090501,78,-9999,7.8
20090502,109,-9999,10.9
20090503,139,-9999,13.9
20090504,70,-9999,7
20090505,109,-9999,10.9
20090506,237,-9999,23.7
20090507,192,-9999,19.2
20090508,85,-9999,8.5
20090509,213,-9999,21.3
20090510,180,-9999,18
20090511,184,-9999,18.4
20090512,197,-9999,19.7
20090513,197,-9999,19.7
20090514,105,-9999,10.5
20090515,126,-9999,12.6
20090516,193,-9999,19.3
20090517,146,-9999,14.6
20090518,125,-9999,12.5
20090519,131,-9999,13.1
20090520,234,-9999,23.4
20090521,113,-9999,11.3
20090522,192,-9999,19.2
20090523,203,-9999,20.3
20090524,121,-9999,12.1
20090525,166,-9999,16.6
20090526,95,-9999,9.5
20090527,114,-9999,11.4
20090528,167,-9999,16.7
20090529,266,-9999,26.6
20090530,231,-9999,23.1
20090531,190,-9999,19
20090601,194,-9999,19.4
20090602,200,-9999,20
20090603,239,-9999,23.9
20090604,177,-9999,17.7
20090605,138,-9999,13.8
20090606,173,-9999,17.3
20090607,158,-9999,15.8
20090608,159,-9999,15.9
20090609,161,-9999,16.1
20090610,201,-9999,20.1
20090611,155,-9999,15.5
20090612,237,-9999,23.7
20090613,285,-9999,28.5
20090614,232,-9999,23.2
20090615,146,-9999,14.6
20090616,156,-9999,15.6
20090617,269,-9999,26.9
20090618,241,-9999,24.1
20090619,129,-9999,12.9
20090620,136,-9999,13.6
20090621,149,-9999,14.9
20090622,182,-9999,18.2
20090623,210,-9999,21
20090624,198,-9999,19.8
20090625,204,-9999,20.4
20090626,183,-9999,18.3
20090627,237,-9999,23.7
20090628,268,-9999,26.8
20090629,281,-9999,28.1
20090630,274,-9999,27.4
20090701,271,-9999,27.1
20090702,173,-9999,17.3
20090703,229,-9999,22.9
20090704,160,-9999,16
20090705,191,-9999,19.1
20090706,132,-9999,13.2
20090707,150,-9999,15
20090708,154,-9999,15.4
20090709,166,-9999,16.6
20090710,177,-9999,17.7
20090711,285,-9999,28.5
20090712,247,-9999,24.7
20090713,198,-9999,19.8
20090714,213,-9999,21.3
20090715,225,-9999,22.5
20090716,296,-9999,29.6
20090717,161,-9999,16.1
20090718,205,-9999,20.5
20090719,217,-9999,21.7
20090720,289,-9999,28.9
20090721,329,-9999,32.9
20090722,284,-9999,28.4
20090723,227,-9999,22.7
20090724,217,-9999,21.7
20090725,218,-9999,21.8
20090726,299,-9999,29.9
20090727,166,-9999,16.6
20090728,257,-9999,25.7
20090729,204,-9999,20.4
20090730,183,-9999,18.3
20090731,245,-9999,24.5
20090801,204,-9999,20.4
20090802,140,-9999,14
20090803,222,-9999,22.2
20090804,272,-9999,27.2
20090805,249,-9999,24.9
20090806,196,-9999,19.6
20090807,129,-9999,12.9
20090808,128,-9999,12.8
20090809,137,-9999,13.7
20090810,140,-9999,14
20090811,161,-9999,16.1
20090812,204,-9999,20.4
20090813,207,-9999,20.7
20090814,262,-9999,26.2
20090815,321,-9999,32.1
20090816,274,-9999,27.4
20090817,182,-9999,18.2
20090818,294,-9999,29.4
20090819,304,-9999,30.4
20090820,223,-9999,22.3
20090821,157,-9999,15.7
20090822,216,-9999,21.6
20090823,320,-9999,32
20090824,159,-9999,15.9
20090825,136,-9999,13.6
20090826,248,-9999,24.8
20090827,283,-9999,28.3
20090828,146,-9999,14.6
20090829,165,-9999,16.5
20090830,212,-9999,21.2
20090831,297,-9999,29.7
20090901,170,-9999,17
20090902,214,-9999,21.4
20090903,179,-9999,17.9
20090904,154,-9999,15.4
20090905,156,-9999,15.6
20090906,272,-9999,27.2
20090907,275,-9999,27.5
20090908,304,-9999,30.4
20090909,221,-9999,22.1
20090910,240,-9999,24
20090911,199,-9999,19.9
20090912,189,-9999,18.9
20090913,177,-9999,17.7
20090914,144,-9999,14.4
20090915,133,-9999,13.3
20090916,108,-9999,10.8
20090917,176,-9999,17.6
20090918,137,-9999,13.7
20090919,141,-9999,14.1
20090920,113,-9999,11.3
20090921,117,-9999,11.7
20090922,124,-9999,12.4
20090923,220,-9999,22
20090924,190,-9999,19
20090925,153,-9999,15.3
20090926,156,-9999,15.6
20090927,178,-9999,17.8
20090928,179,-9999,17.9
20090929,207,-9999,20.7
20090930,221,-9999,22.1
20091001,149,-9999,14.9
20091002,124,-9999,12.4
20091003,171,-9999,17.1
20091004,242,-9999,24.2
20091005,238,-9999,23.8
20091006,235,-9999,23.5
20091007,202,-9999,20.2
20091008,176,-9999,17.6
20091009,168,-9999,16.8
20091010,164,-9999,16.4
20091011,139,-9999,13.9
20091012,125,-9999,12.5
20091013,112,-9999,11.2
20091014,118,-9999,11.8
20091015,96,-9999,9.6
20091016,67,-9999,6.7
20091017,80,-9999,8
20091018,95,-9999,9.5
20091019,109,-9999,10.9
20091020,103,-9999,10.3
20091021,101,-9999,10.1
20091022,103,-9999,10.3
20091023,123,-9999,12.3
20091024,182,-9999,18.2
20091025,149,-9999,14.9
20091026,205,-9999,20.5
20091027,208,-9999,20.8
20091028,174,-9999,17.4
20091029,216,-9999,21.6
20091030,214,-9999,21.4
20091031,186,-9999,18.6
20091101,176,-9999,17.6
20091102,90,-9999,9
20091103,138,-9999,13.8
20091104,109,-9999,10.9
20091105,46,-9999,4.6
20091106,101,-9999,10.1
20091107,94,-9999,9.4
20091108,52,-9999,5.2
20091109,45,-9999,4.5
20091110,95,-9999,9.5
20091111,110,-9999,11
20091112,132,-9999,13.2
20091113,125,-9999,12.5
20091114,132,-9999,13.2
20091115,159,-9999,15.9
20091116,170,-9999,17
20091117,164,-9999,16.4
20091118,126,-9999,12.6
20091119,126,-9999,12.6
20091120,121,-9999,12.1
20091121,130,-9999,13
20091122,102,-9999,10.2
20091123,95,-9999,9.5
20091124,125,-9999,12.5
20091125,84,-9999,8.4
20091126,98,-9999,9.8
20091127,68,-9999,6.8
20091128,71,-9999,7.1
20091129,65,-9999,6.5
20091130,25,-9999,2.5
20091201,45,-9999,4.5
20091202,104,-9999,10.4
20091203,66,-9999,6.6
20091204,84,-9999,8.4
20091205,98,-9999,9.8
20091206,88,-9999,8.8
20091207,117,-9999,11.7
20091208,92,-9999,9.2
20091209,114,-9999,11.4
20091210,106,-9999,10.6
20091211,151,-9999,15.1
20091212,78,-9999,7.8
20091213,-4,-9999,-0.4
20091214,-34,-9999,-3.4
20091215,-14,-9999,-1.4
20091216,-31,-9999,-3.1
20091217,-13,-9999,-1.3
20091218,-8,-9999,-0.8
20091219,-33,-9999,-3.3
20091220,-23,-9999,-2.3
20091221,70,-9999,7
20091222,74,-9999,7.4
20091223,10,-9999,1
20091224,104,-9999,10.4
20091225,67,-9999,6.7
20091226,22,-9999,2.2
20091227,42,-9999,4.2
20091228,93,-9999,9.3
20091229,112,-9999,11.2
20091230,100,-9999,10
20091231,60,-9999,6
20100101,47,-9999,4.7
20100102,44,-9999,4.4
20100103,41,-9999,4.1
20100104,79,-9999,7.9
20100105,25,-9999,2.5
20100106,14,-9999,1.4
20100107,-19,-9999,-1.9
20100108,-40,-9999,-4
20100109,-26,-9999,-2.6
20100110,-23,-9999,-2.3
20100111,-4,-9999,-0.4
20100112,26,-9999,2.6
20100113,35,-9999,3.5
20100114,63,-9999,6.3
20100115,53,-9999,5.3
20100116,83,-9999,8.3
20100117,67,-9999,6.7
20100118,57,-9999,5.7
20100119,111,-9999,11.1
20100120,89,-9999,8.9
20100121,55,-9999,5.5
20100122,118,-9999,11.8
20100123,71,-9999,7.1
20100124,41,-9999,4.1
20100125,7,-9999,0.7
20100126,-12,-9999,-1.2
20100127,-24,-9999,-2.4
20100128,26,-9999,2.6
20100129,34,-9999,3.4
20100130,12,-9999,1.2
20100131,-2,-9999,-0.2
20100201,23,-9999,2.3
20100202,60,-9999,6
20100203,49,-9999,4.9
20100204,64,-9999,6.4
20100205,81,-9999,8.1
20100206,63,-9999,6.3
20100207,50,-9999,5
20100208,41,-9999,4.1
20100209,9,-9999,0.9
20100210,-6,-9999,-0.6
20100211,-37,-9999,-3.7
20100212,-25,-9999,-2.5
20100213,-44,-9999,-4.4
20100214,-21,-9999,-2.1
20100215,-13,-9999,-1.3
20100216,7,-9999,0.7
20100217,23,-9999,2.3
20100218,37,-9999,3.7
20100219,26,-9999,2.6
20100220,41,-9999,4.1
20100221,32,-9999,3.2
20100222,87,-9999,8.7
20100223,80,-9999,8
20100224,92,-9999,9.2
20100225,105,-9999,10.5
20100226,89,-9999,8.9
20100227,148,-9999,14.8
20100228,87,-9999,8.7
20100301,88,-9999,8.8
20100302,120,-9999,12
20100303,65,-9999,6.5
20100304,64,-9999,6.4
20100305,42,-9999,4.2
20100306,73,-9999,7.3
20100307,19,-9999,1.9
20100308,-22,-9999,-2.2
20100309,-9,-9999,-0.9
20100310,-28,-9999,-2.8
20100311,-22,-9999,-2.2
20100312,11,-9999,1.1
20100313,8,-9999,0.8
20100314,19,-9999,1.9
20100315,84,-9999,8.4
20100316,138,-9999,13.8
20100317,151,-9999,15.1
20100318,129,-9999,12.9
20100319,130,-9999,13
20100320,146,-9999,14.6
20100321,90,-9999,9
20100322,127,-9999,12.7
20100323,129,-9999,12.9
20100324,126,-9999,12.6
20100325,95,-9999,9.5
20100326,81,-9999,8.1
20100327,129,-9999,12.9
20100328,134,-9999,13.4
20100329,115,-9999,11.5
20100330,101,-9999,10.1
20100331,85,-9999,8.5
20100401,69,-9999,6.9
20100402,84,-9999,8.4
20100403,116,-9999,11.6
20100404,71,-9999,7.1
20100405,138,-9999,13.8
20100406,157,-9999,15.7
20100407,69,-9999,6.9
20100408,81,-9999,8.1
20100409,113,-9999,11.3
20100410,192,-9999,19.2
20100411,115,-9999,11.5
20100412,61,-9999,6.1
20100413,76,-9999,7.6
20100414,107,-9999,10.7
20100415,92,-9999,9.2
20100416,137,-9999,13.7
20100417,132,-9999,13.2
20100418,151,-9999,15.1
20100419,149,-9999,14.9
20100420,163,-9999,16.3
20100421,193,-9999,19.3
20100422,131,-9999,13.1
20100423,111,-9999,11.1
20100424,201,-9999,20.1
20100425,150,-9999,15
20100426,197,-9999,19.7
20100427,223,-9999,22.3
20100428,248,-9999,24.8
20100429,219,-9999,21.9
20100430,100,-9999,10
20100501,92,-9999,9.2
20100502,66,-9999,6.6
20100503,36,-9999,3.6
20100504,12,-9999,1.2
20100505,31,-9999,3.1
20100506,59,-9999,5.9
20100507,98,-9999,9.8
20100508,116,-9999,11.6
20100509,142,-9999,14.2
20100510,142,-9999,14.2
20100511,99,-9999,9.9
20100512,55,-9999,5.5
20100513,32,-9999,3.2
20100514,95,-9999,9.5
20100515,75,-9999,7.5
20100516,86,-9999,8.6
20100517,132,-9999,13.2
20100518,174,-9999,17.4
20100519,132,-9999,13.2
20100520,150,-9999,15
20100521,204,-9999,20.4
20100522,224,-9999,22.4
20100523,246,-9999,24.6
20100524,257,-9999,25.7
20100525,208,-9999,20.8
20100526,181,-9999,18.1
20100527,148,-9999,14.8
20100528,106,-9999,10.6
20100529,175,-9999,17.5
20100530,172,-9999,17.2
20100531,201,-9999,20.1
20100601,188,-9999,18.8
20100602,156,-9999,15.6
20100603,221,-9999,22.1
20100604,217,-9999,21.7
20100605,264,-9999,26.4
20100606,107,-9999,10.7
20100607,227,-9999,22.7
20100608,169,-9999,16.9
20100609,164,-9999,16.4
20100610,107,-9999,10.7
20100611,127,-9999,12.7
20100612,117,-9999,11.7
20100613,122,-9999,12.2
20100614,96,-9999,9.6
20100615,90,-9999,9
20100616,92,-9999,9.2
20100617,86,-9999,8.6
20100618,140,-9999,14
20100619,147,-9999,14.7
20100620,110,-9999,11
20100621,133,-9999,13.3
20100622,184,-9999,18.4
20100623,198,-9999,19.8
20100624,229,-9999,22.9
20100625,246,-9999,24.6
20100626,241,-9999,24.1
20100627,185,-9999,18.5
20100628,208,-9999,20.8
20100629,220,-9999,22
20100630,240,-9999,24
20100701,302,-9999,30.2
20100702,250,-9999,25
20100703,160,-9999,16
20100704,157,-9999,15.7
20100705,179,-9999,17.9
20100706,178,-9999,17.8
20100707,282,-9999,28.2
20100708,312,-9999,31.2
20100709,207,-9999,20.7
20100710,272,-9999,27.2
20100711,188,-9999,18.8
20100712,182,-9999,18.2
20100713,234,-9999,23.4
20100714,166,-9999,16.6
20100715,225,-9999,22.5
20100716,198,-9999,19.8
20100717,139,-9999,13.9
20100718,216,-9999,21.6
20100719,231,-9999,23.1
20100720,200,-9999,20
20100721,128,-9999,12.8
20100722,125,-9999,12.5
20100723,151,-9999,15.1
20100724,190,-9999,19
20100725,169,-9999,16.9
20100726,186,-9999,18.6
20100727,226,-9999,22.6
20100728,229,-9999,22.9
20100729,163,-9999,16.3
20100730,210,-9999,21
20100731,225,-9999,22.5
20100801,146,-9999,14.6
20100802,129,-9999,12.9
20100803,168,-9999,16.8
20100804,196,-9999,19.6
20100805,159,-9999,15.9
20100806,197,-9999,19.7
20100807,220,-9999,22
20100808,167,-9999,16.7
20100809,162,-9999,16.2
20100810,230,-9999,23
20100811,222,-9999,22.2
20100812,162,-9999,16.2
20100813,119,-9999,11.9
20100814,136,-9999,13.6
20100815,150,-9999,15
20100816,180,-9999,18
20100817,228,-9999,22.8
20100818,222,-9999,22.2
20100819,219,-9999,21.9
20100820,267,-9999,26.7
20100821,330,-9999,33
20100822,259,-9999,25.9
20100823,287,-9999,28.7
20100824,168,-9999,16.8
20100825,301,-9999,30.1
20100826,309,-9999,30.9
20100827,229,-9999,22.9
20100828,164,-9999,16.4
20100829,186,-9999,18.6
20100830,184,-9999,18.4
20100831,224,-9999,22.4
20100901,220,-9999,22
20100902,209,-9999,20.9
20100903,237,-9999,23.7
20100904,217,-9999,21.7
20100905,308,-9999,30.8
20100906,265,-9999,26.5
20100907,174,-9999,17.4
20100908,198,-9999,19.8
20100909,178,-9999,17.8
20100910,220,-9999,22
20100911,250,-9999,25
20100912,136,-9999,13.6
20100913,169,-9999,16.9
20100914,218,-9999,21.8
20100915,260,-9999,26
20100916,166,-9999,16.6
20100917,114,-9999,11.4
20100918,125,-9999,12.5
20100919,187,-9999,18.7
20100920,230,-9999,23
20100921,235,-9999,23.5
20100922,227,-9999,22.7
20100923,194,-9999,19.4
20100924,134,-9999,13.4
20100925,100,-9999,10
20100926,82,-9999,8.2
20100927,124,-9999,12.4
20100928,143,-9999,14.3
20100929,199,-9999,19.9
20100930,113,-9999,11.3
20101001,210,-9999,21
20101002,232,-9999,23.2
20101003,173,-9999,17.3
20101004,137,-9999,13.7
20101005,190,-9999,19
20101006,190,-9999,19
20101007,203,-9999,20.3
20101008,222,-9999,22.2
20101009,174,-9999,17.4
20101010,105,-9999,10.5
20101011,105,-9999,10.5
20101012,109,-9999,10.9
20101013,115,-9999,11.5
20101014,98,-9999,9.8
20101015,70,-9999,7
20101016,68,-9999,6.8
20101017,55,-9999,5.5
20101018,72,-9999,7.2
20101019,85,-9999,8.5
20101020,82,-9999,8.2
20101021,147,-9999,14.7
20101022,131,-9999,13.1
20101023,144,-9999,14.4
20101024,113,-9999,11.3
20101025,53,-9999,5.3
20101026,142,-9999,14.2
20101027,170,-9999,17
20101028,188,-9999,18.8
20101029,137,-9999,13.7
20101030,94,-9999,9.4
20101031,110,-9999,11
20101101,82,-9999,8.2
20101102,99,-9999,9.9
20101103,151,-9999,15.1
20101104,152,-9999,15.2
20101105,126,-9999,12.6
20101106,96,-9999,9.6
20101107,83,-9999,8.3
20101108,78,-9999,7.8
20101109,86,-9999,8.6
20101110,34,-9999,3.4
20101111,82,-9999,8.2
20101112,120,-9999,12
20101113,106,-9999,10.6
20101114,106,-9999,10.6
20101115,58,-9999,5.8
20101116,86,-9999,8.6
20101117,65,-9999,6.5
20101118,70,-9999,7
20101119,51,-9999,5.1
20101120,74,-9999,7.4
20101121,44,-9999,4.4
20101122,45,-9999,4.5
20101123,40,-9999,4
20101124,37,-9999,3.7
20101125,46,-9999,4.6
20101126,15,-9999,1.5
20101127,12,-9999,1.2
20101128,8,-9999,0.8
20101129,-3,-9999,-0.3
20101130,-4,-9999,-0.4
20101201,-6,-9999,-0.6
20101202,-6,-9999,-0.6
20101203,-11,-9999,-1.1
20101204,7,-9999,0.7
20101205,49,-9999,4.9
20101206,137,-9999,13.7
20101207,108,-9999,10.8
20101208,111,-9999,11.1
20101209,31,-9999,3.1
20101210,109,-9999,10.9
20101211,108,-9999,10.8
20101212,140,-9999,14
20101213,77,-9999,7.7
20101214,10,-9999,1
20101215,-16,-9999,-1.6
20101216,9,-9999,0.9
20101217,-6,-9999,-0.6
20101218,9,-9999,0.9
20101219,33,-9999,3.3
20101220,54,-9999,5.4
20101221,48,-9999,4.8
20101222,67,-9999,6.7
20101223,47,-9999,4.7
20101224,-10,-9999,-1
20101225,-21,-9999,-2.1
20101226,23,-9999,2.3
20101227,22,-9999,2.2
20101228,70,-9999,7
20101229,56,-9999,5.6
20101230,48,-9999,4.8
20101231,44,-9999,4.4
20110101,89,-9999,8.9
20110102,41,-9999,4.1
20110103,12,-9999,1.2
20110104,56,-9999,5.6
20110105,89,-9999,8.9
20110106,121,-9999,12.1
20110107,115,-9999,11.5
20110108,105,-9999,10.5
20110109,64,-9999,6.4
20110110,50,-9999,5
20110111,81,-9999,8.1
20110112,125,-9999,12.5
20110113,111,-9999,11.1
20110114,129,-9999,12.9
20110115,98,-9999,9.8
20110116,103,-9999,10.3
20110117,103,-9999,10.3
20110118,54,-9999,5.4
20110119,41,-9999,4.1
20110120,28,-9999,2.8
20110121,-10,-9999,-1
20110122,-27,-9999,-2.7
20110123,-13,-9999,-1.3
20110124,-9,-9999,-0.9
20110125,-8,-9999,-0.8
20110126,18,-9999,1.8
20110127,15,-9999,1.5
20110128,16,-9999,1.6
20110129,22,-9999,2.2
20110130,2,-9999,0.2
20110131,-15,-9999,-1.5
20110201,-9,-9999,-0.9
20110202,20,-9999,2
20110203,57,-9999,5.7
20110204,96,-9999,9.6
20110205,138,-9999,13.8
20110206,164,-9999,16.4
20110207,162,-9999,16.2
20110208,132,-9999,13.2
20110209,117,-9999,11.7
20110210,125,-9999,12.5
20110211,109,-9999,10.9
20110212,65,-9999,6.5
20110213,71,-9999,7.1
20110214,41,-9999,4.1
20110215,75,-9999,7.5
20110216,54,-9999,5.4
20110217,48,-9999,4.8
20110218,73,-9999,7.3
20110219,58,-9999,5.8
20110220,111,-9999,11.1
20110221,89,-9999,8.9
20110222,88,-9999,8.8
20110223,74,-9999,7.4
20110224,86,-9999,8.6
20110225,146,-9999,14.6
20110226,82,-9999,8.2
20110227,32,-9999,3.2
20110228,14,-9999,1.4
20110301,-10,-9999,-1
20110302,3,-9999,0.3
20110303,-4,-9999,-0.4
20110304,19,-9999,1.9
20110305,95,-9999,9.5
20110306,95,-9999,9.5
20110307,138,-9999,13.8
20110308,82,-9999,8.2
20110309,123,-9999,12.3
20110310,121,-9999,12.1
20110311,138,-9999,13.8
20110312,92,-9999,9.2
20110313,98,-9999,9.8
20110314,100,-9999,10
20110315,99,-9999,9.9
20110316,66,-9999,6.6
20110317,57,-9999,5.7
20110318,93,-9999,9.3
20110319,79,-9999,7.9
20110320,62,-9999,6.2
20110321,96,-9999,9.6
20110322,103,-9999,10.3
20110323,118,-9999,11.8
20110324,70,-9999,7
20110325,128,-9999,12.8
20110326,141,-9999,14.1
20110327,115,-9999,11.5
20110328,111,-9999,11.1
20110329,105,-9999,10.5
20110330,108,-9999,10.8
20110331,184,-9999,18.4
20110401,209,-9999,20.9
20110402,186,-9999,18.6
20110403,70,-9999,7
20110404,70,-9999,7
20110405,223,-9999,22.3
20110406,264,-9999,26.4
20110407,246,-9999,24.6
20110408,269,-9999,26.9
20110409,229,-9999,22.9
20110410,88,-9999,8.8
20110411,75,-9999,7.5
20110412,73,-9999,7.3
20110413,170,-9999,17
20110414,111,-9999,11.1
20110415,91,-9999,9.1
20110416,147,-9999,14.7
20110417,190,-9999,19
20110418,202,-9999,20.2
20110419,198,-9999,19.8
20110420,157,-9999,15.7
20110421,159,-9999,15.9
20110422,138,-9999,13.8
20110423,135,-9999,13.5
20110424,95,-9999,9.5
20110425,90,-9999,9
20110426,114,-9999,11.4
20110427,160,-9999,16
20110428,149,-9999,14.9
20110429,161,-9999,16.1
20110430,170,-9999,17
20110501,144,-9999,14.4
20110502,155,-9999,15.5
20110503,98,-9999,9.8
20110504,158,-9999,15.8
20110505,207,-9999,20.7
20110506,194,-9999,19.4
20110507,133,-9999,13.3
20110508,180,-9999,18
20110509,227,-9999,22.7
20110510,241,-9999,24.1
20110511,215,-9999,21.5
20110512,127,-9999,12.7
20110513,205,-9999,20.5
20110514,111,-9999,11.1
20110515,99,-9999,9.9
20110516,146,-9999,14.6
20110517,182,-9999,18.2
20110518,219,-9999,21.9
20110519,185,-9999,18.5
20110520,151,-9999,15.1
20110521,208,-9999,20.8
20110522,114,-9999,11.4
20110523,239,-9999,23.9
20110524,135,-9999,13.5
20110525,278,-9999,27.8
20110526,142,-9999,14.2
20110527,76,-9999,7.6
20110528,161,-9999,16.1
20110529,258,-9999,25.8
20110530,213,-9999,21.3
20110531,94,-9999,9.4
20110601,106,-9999,10.6
20110602,117,-9999,11.7
20110603,165,-9999,16.5
20110604,177,-9999,17.7
20110605,181,-9999,18.1
20110606,137,-9999,13.7
20110607,90,-9999,9
20110608,106,-9999,10.6
20110609,156,-9999,15.6
20110610,89,-9999,8.9
20110611,155,-9999,15.5
20110612,210,-9999,21
20110613,170,-9999,17
20110614,206,-9999,20.6
20110615,197,-9999,19.7
20110616,124,-9999,12.4
20110617,225,-9999,22.5
20110618,142,-9999,14.2
20110619,202,-9999,20.2
20110620,239,-9999,23.9
20110621,217,-9999,21.7
20110622,132,-9999,13.2
20110623,144,-9999,14.4
20110624,183,-9999,18.3
20110625,258,-9999,25.8
20110626,333,-9999,33.3
20110627,322,-9999,32.2
20110628,141,-9999,14.1
20110629,97,-9999,9.7
20110630,114,-9999,11.4
20110701,182,-9999,18.2
20110702,243,-9999,24.3
20110703,210,-9999,21
20110704,209,-9999,20.9
20110705,221,-9999,22.1
20110706,138,-9999,13.8
20110707,148,-9999,14.8
20110708,238,-9999,23.8
20110709,190,-9999,19
20110710,150,-9999,15
20110711,226,-9999,22.6
20110712,142,-9999,14.2
20110713,128,-9999,12.8
20110714,172,-9999,17.2
20110715,210,-9999,21
20110716,211,-9999,21.1
20110717,148,-9999,14.8
20110718,192,-9999,19.2
20110719,119,-9999,11.9
20110720,186,-9999,18.6
20110721,133,-9999,13.3
20110722,120,-9999,12
20110723,141,-9999,14.1
20110724,144,-9999,14.4
20110725,172,-9999,17.2
20110726,158,-9999,15.8
20110727,134,-9999,13.4
20110728,173,-9999,17.3
20110729,188,-9999,18.8
20110730,185,-9999,18.5
20110731,214,-9999,21.4
20110801,283,-9999,28.3
20110802,203,-9999,20.3
20110803,192,-9999,19.2
20110804,246,-9999,24.6
20110805,192,-9999,19.2
