YYYYMMDD, C072, G072,TmaxDay_C
20110806,234,-9999,23.4
20110807,201,-9999,20.1
20110808,158,-9999,15.8
20110809,153,-9999,15.3
20110810,208,-9999,20.8
20110811,216,-9999,21.6
20110812,187,-9999,18.7
20110813,246,-9999,24.6
20110814,225,-9999,22.5
20110815,175,-9999,17.5
20110816,246,-9999,24.6
20110817,236,-9999,23.6
20110818,245,-9999,24.5
20110819,275,-9999,27.5
20110820,333,-9999,33.3
20110821,323,-9999,32.3
20110822,238,-9999,23.8
20110823,209,-9999,20.9
20110824,147,-9999,14.7
20110825,252,-9999,25.2
20110826,193,-9999,19.3
20110827,165,-9999,16.5
20110828,216,-9999,21.6
20110829,152,-9999,15.2
20110830,231,-9999,23.1
20110831,239,-9999,23.9
20110901,246,-9999,24.6
20110902,241,-9999,24.1
20110903,155,-9999,15.5
20110904,140,-9999,14
20110905,160,-9999,16
20110906,241,-9999,24.1
20110907,215,-9999,21.5
20110908,239,-9999,23.9
20110909,295,-9999,29.5
20110910,288,-9999,28.8
20110911,216,-9999,21.6
20110912,241,-9999,24.1
20110913,233,-9999,23.3
20110914,179,-9999,17.9
20110915,302,-9999,30.2
20110916,200,-9999,20
20110917,141,-9999,14.1
20110918,105,-9999,10.5
20110919,145,-9999,14.5
20110920,209,-9999,20.9
20110921,214,-9999,21.4
20110922,133,-9999,13.3
20110923,253,-9999,25.3
20110924,185,-9999,18.5
20110925,240,-9999,24
20110926,265,-9999,26.5
20110927,274,-9999,27.4
20110928,259,-9999,25.9
20110929,260,-9999,26
20110930,251,-9999,25.1
20111001,248,-9999,24.8
20111002,264,-9999,26.4
20111003,249,-9999,24.9
20111004,220,-9999,22
20111005,200,-9999,20
20111006,182,-9999,18.2
20111007,114,-9999,11.4
20111008,91,-9999,9.1
20111009,105,-9999,10.5
20111010,222,-9999,22.2
20111011,231,-9999,23.1
20111012,195,-9999,19.5
20111013,126,-9999,12.6
20111014,167,-9999,16.7
20111015,209,-9999,20.9
20111016,200,-9999,20
20111017,234,-9999,23.4
20111018,165,-9999,16.5
20111019,111,-9999,11.1
20111020,78,-9999,7.8
20111021,128,-9999,12.8
20111022,163,-9999,16.3
20111023,176,-9999,17.6
20111024,142,-9999,14.2
20111025,94,-9999,9.4
20111026,128,-9999,12.8
20111027,128,-9999,12.8
20111028,89,-9999,8.9
20111029,173,-9999,17.3
20111030,174,-9999,17.4
20111031,174,-9999,17.4
20111101,142,-9999,14.2
20111102,152,-9999,15.2
20111103,122,-9999,12.2
20111104,112,-9999,11.2
20111105,68,-9999,6.8
20111106,78,-9999,7.8
20111107,86,-9999,8.6
20111108,145,-9999,14.5
20111109,128,-9999,12.8
20111110,130,-9999,13
20111111,153,-9999,15.3
20111112,148,-9999,14.8
20111113,132,-9999,13.2
20111114,128,-9999,12.8
20111115,115,-9999,11.5
20111116,111,-9999,11.1
20111117,117,-9999,11.7
20111118,104,-9999,10.4
20111119,118,-9999,11.8
20111120,135,-9999,13.5
20111121,116,-9999,11.6
20111122,91,-9999,9.1
20111123,94,-9999,9.4
20111124,139,-9999,13.9
20111125,103,-9999,10.3
20111126,95,-9999,9.5
20111127,80,-9999,8
20111128,56,-9999,5.6
20111129,97,-9999,9.7
20111130,84,-9999,8.4
20111201,99,-9999,9.9
20111202,77,-9999,7.7
20111203,65,-9999,6.5
20111204,71,-9999,7.1
20111205,72,-9999,7.2
20111206,87,-9999,8.7
20111207,96,-9999,9.6
20111208,109,-9999,10.9
20111209,87,-9999,8.7
20111210,80,-9999,8
20111211,76,-9999,7.6
20111212,93,-9999,9.3
20111213,95,-9999,9.5
20111214,95,-9999,9.5
20111215,74,-9999,7.4
20111216,91,-9999,9.1
20111217,19,-9999,1.9
20111218,13,-9999,1.3
20111219,36,-9999,3.6
20111220,82,-9999,8.2
20111221,79,-9999,7.9
20111222,66,-9999,6.6
20111223,87,-9999,8.7
20111224,38,-9999,3.8
20111225,56,-9999,5.6
20111226,63,-9999,6.3
20111227,76,-9999,7.6
20111228,72,-9999,7.2
20111229,40,-9999,4
20111230,60,-9999,6
20111231,89,-9999,8.9
20120101,73,-9999,7.3
20120102,90,-9999,9
20120103,63,-9999,6.3
20120104,69,-9999,6.9
20120105,99,-9999,9.9
20120106,67,-9999,6.7
20120107,66,-9999,6.6
20120108,52,-9999,5.2
20120109,48,-9999,4.8
20120110,57,-9999,5.7
20120111,64,-9999,6.4
20120112,66,-9999,6.6
20120113,32,-9999,3.2
20120114,36,-9999,3.6
20120115,77,-9999,7.7
20120116,35,-9999,3.5
20120117,71,-9999,7.1
20120118,93,-9999,9.3
20120119,99,-9999,9.9
20120120,70,-9999,7
20120121,77,-9999,7.7
20120122,62,-9999,6.2
20120123,60,-9999,6
20120124,50,-9999,5
20120125,95,-9999,9.5
20120126,65,-9999,6.5
20120127,22,-9999,2.2
20120128,27,-9999,2.7
20120129,6,-9999,0.6
20120130,58,-9999,5.8
20120131,49,-9999,4.9
20120201,39,-9999,3.9
20120202,-31,-9999,-3.1
20120203,-27,-9999,-2.7
20120204,-17,-9999,-1.7
20120205,46,-9999,4.6
20120206,15,-9999,1.5
20120207,-10,-9999,-1
20120208,-33,-9999,-3.3
20120209,-25,-9999,-2.5
20120210,-2,-9999,-0.2
20120211,-21,-9999,-2.1
20120212,-33,-9999,-3.3
20120213,6,-9999,0.6
20120214,11,-9999,1.1
20120215,25,-9999,2.5
20120216,20,-9999,2
20120217,20,-9999,2
20120218,73,-9999,7.3
20120219,33,-9999,3.3
20120220,31,-9999,3.1
20120221,56,-9999,5.6
20120222,79,-9999,7.9
20120223,107,-9999,10.7
20120224,105,-9999,10.5
20120225,72,-9999,7.2
20120226,64,-9999,6.4
20120227,71,-9999,7.1
20120228,160,-9999,16
20120229,161,-9999,16.1
20120301,138,-9999,13.8
20120302,145,-9999,14.5
20120303,122,-9999,12.2
20120304,117,-9999,11.7
20120305,46,-9999,4.6
20120306,37,-9999,3.7
20120307,90,-9999,9
20120308,54,-9999,5.4
20120309,79,-9999,7.9
20120310,97,-9999,9.7
20120311,77,-9999,7.7
20120312,109,-9999,10.9
20120313,180,-9999,18
20120314,208,-9999,20.8
20120315,213,-9999,21.3
20120316,150,-9999,15
20120317,119,-9999,11.9
20120318,67,-9999,6.7
20120319,37,-9999,3.7
20120320,39,-9999,3.9
20120321,24,-9999,2.4
20120322,112,-9999,11.2
20120323,156,-9999,15.6
20120324,176,-9999,17.6
20120325,199,-9999,19.9
20120326,196,-9999,19.6
20120327,186,-9999,18.6
20120328,186,-9999,18.6
20120329,188,-9999,18.8
20120330,166,-9999,16.6
20120331,145,-9999,14.5
20120401,124,-9999,12.4
20120402,145,-9999,14.5
20120403,62,-9999,6.2
20120404,72,-9999,7.2
20120405,40,-9999,4
20120406,76,-9999,7.6
20120407,51,-9999,5.1
20120408,81,-9999,8.1
20120409,185,-9999,18.5
20120410,110,-9999,11
20120411,93,-9999,9.3
20120412,63,-9999,6.3
20120413,68,-9999,6.8
20120414,52,-9999,5.2
20120415,28,-9999,2.8
20120416,56,-9999,5.6
20120417,126,-9999,12.6
20120418,76,-9999,7.6
20120419,69,-9999,6.9
20120420,94,-9999,9.4
20120421,126,-9999,12.6
20120422,95,-9999,9.5
20120423,99,-9999,9.9
20120424,98,-9999,9.8
20120425,128,-9999,12.8
20120426,95,-9999,9.5
20120427,65,-9999,6.5
20120428,52,-9999,5.2
20120429,97,-9999,9.7
20120430,117,-9999,11.7
20120501,127,-9999,12.7
20120502,165,-9999,16.5
20120503,157,-9999,15.7
20120504,125,-9999,12.5
20120505,130,-9999,13
20120506,103,-9999,10.3
20120507,154,-9999,15.4
20120508,194,-9999,19.4
20120509,214,-9999,21.4
20120510,266,-9999,26.6
20120511,257,-9999,25.7
20120512,110,-9999,11
20120513,122,-9999,12.2
20120514,158,-9999,15.8
20120515,123,-9999,12.3
20120516,198,-9999,19.8
20120517,212,-9999,21.2
20120518,94,-9999,9.4
20120519,83,-9999,8.3
20120520,64,-9999,6.4
20120521,79,-9999,7.9
20120522,98,-9999,9.8
20120523,199,-9999,19.9
20120524,198,-9999,19.8
20120525,274,-9999,27.4
20120526,172,-9999,17.2
20120527,195,-9999,19.5
20120528,189,-9999,18.9
20120529,248,-9999,24.8
20120530,180,-9999,18
20120531,220,-9999,22
20120601,306,-9999,30.6
20120602,267,-9999,26.7
20120603,130,-9999,13
20120604,176,-9999,17.6
20120605,241,-9999,24.1
20120606,203,-9999,20.3
20120607,211,-9999,21.1
20120608,123,-9999,12.3
20120609,166,-9999,16.6
20120610,180,-9999,18
20120611,174,-9999,17.4
20120612,131,-9999,13.1
20120613,144,-9999,14.4
20120614,252,-9999,25.2
20120615,253,-9999,25.3
20120616,224,-9999,22.4
20120617,262,-9999,26.2
20120618,120,-9999,12
20120619,167,-9999,16.7
20120620,248,-9999,24.8
20120621,183,-9999,18.3
20120622,145,-9999,14.5
20120623,177,-9999,17.7
20120624,224,-9999,22.4
20120625,248,-9999,24.8
20120626,264,-9999,26.4
20120627,313,-9999,31.3
20120628,250,-9999,25
20120629,176,-9999,17.6
20120630,163,-9999,16.3
20120701,127,-9999,12.7
20120702,192,-9999,19.2
20120703,234,-9999,23.4
20120704,192,-9999,19.2
20120705,149,-9999,14.9
20120706,182,-9999,18.2
20120707,247,-9999,24.7
20120708,175,-9999,17.5
20120709,152,-9999,15.2
20120710,128,-9999,12.8
20120711,109,-9999,10.9
20120712,188,-9999,18.8
20120713,266,-9999,26.6
20120714,159,-9999,15.9
20120715,169,-9999,16.9
20120716,225,-9999,22.5
20120717,298,-9999,29.8
20120718,293,-9999,29.3
20120719,188,-9999,18.8
20120720,133,-9999,13.3
20120721,161,-9999,16.1
20120722,191,-9999,19.1
20120723,219,-9999,21.9
20120724,285,-9999,28.5
20120725,301,-9999,30.1
20120726,316,-9999,31.6
20120727,232,-9999,23.2
20120728,141,-9999,14.1
20120729,150,-9999,15
20120730,203,-9999,20.3
20120731,303,-9999,30.3
20120801,238,-9999,23.8
20120802,181,-9999,18.1
20120803,199,-9999,19.9
20120804,158,-9999,15.8
20120805,127,-9999,12.7
20120806,193,-9999,19.3
20120807,273,-9999,27.3
20120808,322,-9999,32.2
20120809,341,-9999,34.1
20120810,377,-9999,37.7
20120811,231,-9999,23.1
20120812,214,-9999,21.4
20120813,235,-9999,23.5
20120814,291,-9999,29.1
20120815,227,-9999,22.7
20120816,283,-9999,28.3
20120817,347,-9999,34.7
20120818,344,-9999,34.4
20120819,314,-9999,31.4
20120820,275,-9999,27.5
20120821,267,-9999,26.7
20120822,173,-9999,17.3
20120823,218,-9999,21.8
20120824,277,-9999,27.7
20120825,152,-9999,15.2
20120826,214,-9999,21.4
20120827,299,-9999,29.9
20120828,279,-9999,27.9
20120829,166,-9999,16.6
20120830,147,-9999,14.7
20120831,143,-9999,14.3
20120901,151,-9999,15.1
20120902,162,-9999,16.2
20120903,145,-9999,14.5
20120904,134,-9999,13.4
20120905,176,-9999,17.6
20120906,222,-9999,22.2
20120907,295,-9999,29.5
20120908,276,-9999,27.6
20120909,249,-9999,24.9
20120910,262,-9999,26.2
20120911,236,-9999,23.6
20120912,147,-9999,14.7
20120913,147,-9999,14.7
20120914,175,-9999,17.5
20120915,213,-9999,21.3
20120916,292,-9999,29.2
20120917,209,-9999,20.9
20120918,134,-9999,13.4
20120919,120,-9999,12
20120920,241,-9999,24.1
20120921,258,-9999,25.8
20120922,265,-9999,26.5
20120923,242,-9999,24.2
20120924,182,-9999,18.2
20120925,158,-9999,15.8
20120926,140,-9999,14
20120927,144,-9999,14.4
20120928,120,-9999,12
20120929,110,-9999,11
20120930,104,-9999,10.4
20121001,153,-9999,15.3
20121002,186,-9999,18.6
20121003,184,-9999,18.4
20121004,200,-9999,20
20121005,226,-9999,22.6
20121006,188,-9999,18.8
20121007,214,-9999,21.4
20121008,262,-9999,26.2
20121009,231,-9999,23.1
20121010,199,-9999,19.9
20121011,196,-9999,19.6
20121012,96,-9999,9.6
20121013,137,-9999,13.7
20121014,114,-9999,11.4
20121015,103,-9999,10.3
20121016,146,-9999,14.6
20121017,145,-9999,14.5
20121018,130,-9999,13
20121019,97,-9999,9.7
20121020,105,-9999,10.5
20121021,108,-9999,10.8
20121022,176,-9999,17.6
20121023,168,-9999,16.8
20121024,151,-9999,15.1
20121025,151,-9999,15.1
20121026,123,-9999,12.3
20121027,98,-9999,9.8
20121028,37,-9999,3.7
20121029,113,-9999,11.3
20121030,89,-9999,8.9
20121031,107,-9999,10.7
20121101,108,-9999,10.8
20121102,138,-9999,13.8
20121103,113,-9999,11.3
20121104,109,-9999,10.9
20121105,94,-9999,9.4
20121106,63,-9999,6.3
20121107,79,-9999,7.9
20121108,78,-9999,7.8
20121109,102,-9999,10.2
20121110,92,-9999,9.2
20121111,49,-9999,4.9
20121112,59,-9999,5.9
20121113,136,-9999,13.6
20121114,156,-9999,15.6
20121115,139,-9999,13.9
20121116,106,-9999,10.6
20121117,97,-9999,9.7
20121118,86,-9999,8.6
20121119,109,-9999,10.9
20121120,114,-9999,11.4
20121121,92,-9999,9.2
20121122,98,-9999,9.8
20121123,92,-9999,9.2
20121124,126,-9999,12.6
20121125,88,-9999,8.8
20121126,87,-9999,8.7
20121127,27,-9999,2.7
20121128,29,-9999,2.9
20121129,17,-9999,1.7
20121130,14,-9999,1.4
20121201,1,-9999,0.1
20121202,59,-9999,5.9
20121203,82,-9999,8.2
20121204,38,-9999,3.8
20121205,25,-9999,2.5
20121206,62,-9999,6.2
20121207,81,-9999,8.1
20121208,33,-9999,3.3
20121209,57,-9999,5.7
20121210,45,-9999,4.5
20121211,31,-9999,3.1
20121212,-3,-9999,-0.3
20121213,70,-9999,7
20121214,118,-9999,11.8
20121215,92,-9999,9.2
20121216,88,-9999,8.8
20121217,95,-9999,9.5
20121218,77,-9999,7.7
20121219,92,-9999,9.2
20121220,100,-9999,10
20121221,110,-9999,11
20121222,123,-9999,12.3
20121223,145,-9999,14.5
20121224,129,-9999,12.9
20121225,119,-9999,11.9
20121226,90,-9999,9
20121227,76,-9999,7.6
20121228,94,-9999,9.4
20121229,86,-9999,8.6
20121230,58,-9999,5.8
20121231,70,-9999,7
20130101,59,-9999,5.9
20130102,42,-9999,4.2
20130103,77,-9999,7.7
20130104,145,-9999,14.5
20130105,125,-9999,12.5
20130106,149,-9999,14.9
20130107,115,-9999,11.5
20130108,67,-9999,6.7
20130109,48,-9999,4.8
20130110,71,-9999,7.1
20130111,78,-9999,7.8
20130112,79,-9999,7.9
20130113,13,-9999,1.3
20130114,27,-9999,2.7
20130115,46,-9999,4.6
20130116,70,-9999,7
20130117,60,-9999,6
20130118,107,-9999,10.7
20130119,94,-9999,9.4
20130120,34,-9999,3.4
20130121,41,-9999,4.1
20130122,25,-9999,2.5
20130123,37,-9999,3.7
20130124,29,-9999,2.9
20130125,46,-9999,4.6
20130126,81,-9999,8.1
20130127,81,-9999,8.1
20130128,80,-9999,8
20130129,87,-9999,8.7
20130130,118,-9999,11.8
20130131,131,-9999,13.1
20130201,94,-9999,9.4
20130202,25,-9999,2.5
20130203,32,-9999,3.2
20130204,68,-9999,6.8
20130205,98,-9999,9.8
20130206,9,-9999,0.9
20130207,7,-9999,0.7
20130208,16,-9999,1.6
20130209,33,-9999,3.3
20130210,34,-9999,3.4
20130211,8,-9999,0.8
20130212,23,-9999,2.3
20130213,57,-9999,5.7
20130214,64,-9999,6.4
20130215,60,-9999,6
20130216,77,-9999,7.7
20130217,76,-9999,7.6
20130218,102,-9999,10.2
20130219,86,-9999,8.6
20130220,121,-9999,12.1
20130221,98,-9999,9.8
20130222,52,-9999,5.2
20130223,-31,-9999,-3.1
20130224,-8,-9999,-0.8
20130225,0,-9999,0
20130226,3,-9999,0.3
20130227,3,-9999,0.3
20130228,15,-9999,1.5
20130301,28,-9999,2.8
20130302,51,-9999,5.1
20130303,93,-9999,9.3
20130304,66,-9999,6.6
20130305,118,-9999,11.8
20130306,150,-9999,15
20130307,137,-9999,13.7
20130308,123,-9999,12.3
20130309,96,-9999,9.6
20130310,77,-9999,7.7
20130311,106,-9999,10.6
20130312,68,-9999,6.8
20130313,-14,-9999,-1.4
20130314,4,-9999,0.4
20130315,46,-9999,4.6
20130316,45,-9999,4.5
20130317,42,-9999,4.2
20130318,78,-9999,7.8
20130319,87,-9999,8.7
20130320,98,-9999,9.8
20130321,100,-9999,10
20130322,110,-9999,11
20130323,128,-9999,12.8
20130324,116,-9999,11.6
20130325,65,-9999,6.5
20130326,95,-9999,9.5
20130327,96,-9999,9.6
20130328,92,-9999,9.2
20130329,112,-9999,11.2
20130330,87,-9999,8.7
20130331,129,-9999,12.9
20130401,113,-9999,11.3
20130402,89,-9999,8.9
20130403,131,-9999,13.1
20130404,55,-9999,5.5
20130405,16,-9999,1.6
20130406,8,-9999,0.8
20130407,59,-9999,5.9
20130408,94,-9999,9.4
20130409,70,-9999,7
20130410,129,-9999,12.9
20130411,118,-9999,11.8
20130412,112,-9999,11.2
20130413,173,-9999,17.3
20130414,223,-9999,22.3
20130415,199,-9999,19.9
20130416,192,-9999,19.2
20130417,242,-9999,24.2
20130418,79,-9999,7.9
20130419,79,-9999,7.9
20130420,86,-9999,8.6
20130421,103,-9999,10.3
20130422,75,-9999,7.5
20130423,121,-9999,12.1
20130424,206,-9999,20.6
20130425,212,-9999,21.2
20130426,127,-9999,12.7
20130427,36,-9999,3.6
20130428,28,-9999,2.8
20130429,48,-9999,4.8
20130430,64,-9999,6.4
20130501,112,-9999,11.2
20130502,60,-9999,6
20130503,80,-9999,8
20130504,130,-9999,13
20130505,181,-9999,18.1
20130506,202,-9999,20.2
20130507,182,-9999,18.2
20130508,139,-9999,13.9
20130509,94,-9999,9.4
20130510,101,-9999,10.1
20130511,108,-9999,10.8
20130512,88,-9999,8.8
20130513,142,-9999,14.2
20130514,152,-9999,15.2
20130515,68,-9999,6.8
20130516,80,-9999,8
20130517,102,-9999,10.2
20130518,82,-9999,8.2
20130519,87,-9999,8.7
20130520,89,-9999,8.9
20130521,66,-9999,6.6
20130522,78,-9999,7.8
20130523,64,-9999,6.4
20130524,88,-9999,8.8
20130525,78,-9999,7.8
20130526,154,-9999,15.4
20130527,124,-9999,12.4
20130528,101,-9999,10.1
20130529,90,-9999,9
20130530,80,-9999,8
20130531,70,-9999,7
20130601,82,-9999,8.2
20130602,75,-9999,7.5
20130603,118,-9999,11.8
20130604,178,-9999,17.8
20130605,238,-9999,23.8
20130606,207,-9999,20.7
20130607,172,-9999,17.2
20130608,103,-9999,10.3
20130609,114,-9999,11.4
20130610,174,-9999,17.4
20130611,212,-9999,21.2
20130612,262,-9999,26.2
20130613,120,-9999,12
20130614,226,-9999,22.6
20130615,157,-9999,15.7
20130616,270,-9999,27
20130617,160,-9999,16
20130618,99,-9999,9.9
20130619,89,-9999,8.9
20130620,103,-9999,10.3
20130621,113,-9999,11.3
20130622,200,-9999,20
20130623,103,-9999,10.3
20130624,128,-9999,12.8
20130625,141,-9999,14.1
20130626,145,-9999,14.5
20130627,147,-9999,14.7
20130628,158,-9999,15.8
20130629,173,-9999,17.3
20130630,177,-9999,17.7
20130701,147,-9999,14.7
20130702,186,-9999,18.6
20130703,176,-9999,17.6
20130704,198,-9999,19.8
20130705,222,-9999,22.2
20130706,239,-9999,23.9
20130707,237,-9999,23.7
20130708,252,-9999,25.2
20130709,268,-9999,26.8
20130710,249,-9999,24.9
20130711,249,-9999,24.9
20130712,280,-9999,28
20130713,243,-9999,24.3
20130714,215,-9999,21.5
20130715,234,-9999,23.4
20130716,210,-9999,21
20130717,220,-9999,22
20130718,220,-9999,22
20130719,271,-9999,27.1
20130720,276,-9999,27.6
20130721,269,-9999,26.9
20130722,288,-9999,28.8
20130723,184,-9999,18.4
20130724,241,-9999,24.1
20130725,226,-9999,22.6
20130726,268,-9999,26.8
20130727,203,-9999,20.3
20130728,218,-9999,21.8
20130729,227,-9999,22.7
20130730,249,-9999,24.9
20130731,314,-9999,31.4
20130801,329,-9999,32.9
20130802,288,-9999,28.8
20130803,195,-9999,19.5
20130804,222,-9999,22.2
20130805,177,-9999,17.7
20130806,166,-9999,16.6
20130807,138,-9999,13.8
20130808,151,-9999,15.1
20130809,203,-9999,20.3
20130810,196,-9999,19.6
20130811,234,-9999,23.4
20130812,167,-9999,16.7
20130813,156,-9999,15.6
20130814,189,-9999,18.9
20130815,239,-9999,23.9
20130816,196,-9999,19.6
20130817,229,-9999,22.9
20130818,237,-9999,23.7
20130819,148,-9999,14.8
20130820,202,-9999,20.2
20130821,298,-9999,29.8
20130822,249,-9999,24.9
20130823,176,-9999,17.6
20130824,153,-9999,15.3
20130825,188,-9999,18.8
20130826,151,-9999,15.1
20130827,158,-9999,15.8
20130828,158,-9999,15.8
20130829,180,-9999,18
20130830,197,-9999,19.7
20130831,180,-9999,18
20130901,177,-9999,17.7
20130902,205,-9999,20.5
20130903,280,-9999,28
20130904,295,-9999,29.5
20130905,268,-9999,26.8
20130906,175,-9999,17.5
20130907,127,-9999,12.7
20130908,110,-9999,11
20130909,192,-9999,19.2
20130910,146,-9999,14.6
20130911,116,-9999,11.6
20130912,160,-9999,16
20130913,169,-9999,16.9
20130914,192,-9999,19.2
20130915,148,-9999,14.8
20130916,168,-9999,16.8
20130917,120,-9999,12
20130918,166,-9999,16.6
20130919,134,-9999,13.4
20130920,156,-9999,15.6
20130921,180,-9999,18
20130922,263,-9999,26.3
20130923,261,-9999,26.1
20130924,270,-9999,27
20130925,253,-9999,25.3
20130926,259,-9999,25.9
20130927,242,-9999,24.2
20130928,168,-9999,16.8
20130929,201,-9999,20.1
20130930,217,-9999,21.7
20131001,183,-9999,18.3
20131002,212,-9999,21.2
20131003,222,-9999,22.2
20131004,196,-9999,19.6
20131005,150,-9999,15
20131006,133,-9999,13.3
20131007,144,-9999,14.4
20131008,138,-9999,13.8
20131009,127,-9999,12.7
20131010,130,-9999,13
20131011,88,-9999,8.8
20131012,132,-9999,13.2
20131013,141,-9999,14.1
20131014,162,-9999,16.2
20131015,156,-9999,15.6
20131016,208,-9999,20.8
20131017,194,-9999,19.4
20131018,218,-9999,21.8
20131019,184,-9999,18.4
20131020,176,-9999,17.6
20131021,168,-9999,16.8
20131022,153,-9999,15.3
20131023,169,-9999,16.9
20131024,184,-9999,18.4
20131025,169,-9999,16.9
20131026,156,-9999,15.6
20131027,150,-9999,15
20131028,134,-9999,13.4
20131029,77,-9999,7.7
20131030,84,-9999,8.4
20131031,134,-9999,13.4
20131101,125,-9999,12.5
20131102,139,-9999,13.9
20131103,102,-9999,10.2
20131104,110,-9999,11
20131105,158,-9999,15.8
20131106,155,-9999,15.5
20131107,138,-9999,13.8
20131108,126,-9999,12.6
20131109,93,-9999,9.3
20131110,109,-9999,10.9
20131111,86,-9999,8.6
20131112,92,-9999,9.2
20131113,91,-9999,9.1
20131114,69,-9999,6.9
20131115,43,-9999,4.3
20131116,45,-9999,4.5
20131117,45,-9999,4.5
20131118,49,-9999,4.9
20131119,51,-9999,5.1
20131120,15,-9999,1.5
20131121,32,-9999,3.2
20131122,27,-9999,2.7
20131123,22,-9999,2.2
20131124,24,-9999,2.4
20131125,22,-9999,2.2
20131126,3,-9999,0.3
20131127,2,-9999,0.2
20131128,50,-9999,5
20131129,31,-9999,3.1
20131130,40,-9999,4
20131201,18,-9999,1.8
20131202,25,-9999,2.5
20131203,95,-9999,9.5
20131204,71,-9999,7.1
20131205,49,-9999,4.9
20131206,43,-9999,4.3
20131207,83,-9999,8.3
20131208,106,-9999,10.6
20131209,19,-9999,1.9
20131210,-5,-9999,-0.5
20131211,0,-9999,0
20131212,50,-9999,5
20131213,84,-9999,8.4
20131214,78,-9999,7.8
20131215,75,-9999,7.5
20131216,15,-9999,1.5
20131217,45,-9999,4.5
20131218,62,-9999,6.2
20131219,71,-9999,7.1
20131220,35,-9999,3.5
20131221,29,-9999,2.9
20131222,78,-9999,7.8
20131223,78,-9999,7.8
20131224,97,-9999,9.7
20131225,52,-9999,5.2
20131226,65,-9999,6.5
20131227,112,-9999,11.2
20131228,78,-9999,7.8
20131229,56,-9999,5.6
20131230,48,-9999,4.8
20131231,69,-9999,6.9
