YYYYMMDD, C024, G024,TminDay_C
20060628,-9999,114,11.4
20060629,-9999,108,10.8
20060630,-9999,148,14.8
20060701,-9999,126,12.6
20060702,-9999,122,12.2
20060703,-9999,110,11
20060704,-9999,78,7.8
20060705,-9999,75,7.5
20060706,-9999,89,8.9
20060707,-9999,72,7.2
20060708,-9999,67,6.7
20060709,-9999,105,10.5
20060710,-9999,93,9.3
20060711,-9999,127,12.7
20060712,-9999,128,12.8
20060713,-9999,116,11.6
20060714,-9999,94,9.4
20060715,-9999,151,15.1
20060716,-9999,116,11.6
20060717,-9999,114,11.4
20060718,-9999,147,14.7
20060719,-9999,140,14
20060720,-9999,136,13.6
20060721,-9999,158,15.8
20060722,-9999,137,13.7
20060723,-9999,138,13.8
20060724,-9999,122,12.2
20060725,-9999,139,13.9
20060726,-9999,130,13
20060727,-9999,104,10.4
20060728,-9999,94,9.4
20060729,-9999,57,5.7
20060730,-9999,122,12.2
20060731,-9999,116,11.6
20060801,-9999,86,8.6
20060802,-9999,101,10.1
20060803,-9999,98,9.8
20060804,-9999,98,9.8
20060805,-9999,102,10.2
20060806,-9999,94,9.4
20060807,-9999,110,11
20060808,-9999,118,11.8
20060809,-9999,88,8.8
20060810,-9999,94,9.4
20060811,-9999,84,8.4
20060812,-9999,83,8.3
20060813,-9999,79,7.9
20060814,-9999,19,1.9
20060815,-9999,39,3.9
20060816,-9999,41,4.1
20060817,-9999,86,8.6
20060818,-9999,73,7.3
20060819,-9999,59,5.9
20060820,-9999,33,3.3
20060821,-9999,23,2.3
20060822,-9999,28,2.8
20060823,-9999,65,6.5
20060824,-9999,78,7.8
20060825,-9999,73,7.3
20060826,-9999,95,9.5
20060827,-9999,95,9.5
20060828,-9999,121,12.1
20060829,-9999,104,10.4
20060830,-9999,46,4.6
20060831,-9999,23,2.3
20060901,-9999,133,13.3
20060902,-9999,91,9.1
20060903,-9999,61,6.1
20060904,-9999,96,9.6
20060905,-9999,126,12.6
20060906,-9999,162,16.2
20060907,-9999,139,13.9
20060908,-9999,92,9.2
20060909,-9999,101,10.1
20060910,-9999,131,13.1
20060911,-9999,116,11.6
20060912,-9999,115,11.5
20060913,-9999,108,10.8
20060914,-9999,70,7
20060915,-9999,65,6.5
20060916,-9999,65,6.5
20060917,-9999,60,6
20060918,-9999,56,5.6
20060919,-9999,27,2.7
20060920,-9999,124,12.4
20060921,-9999,118,11.8
20060922,-9999,78,7.8
20060923,-9999,77,7.7
20060924,-9999,61,6.1
20060925,-9999,68,6.8
20060926,-9999,42,4.2
20060927,-9999,19,1.9
20060928,-9999,64,6.4
20060929,-9999,79,7.9
20060930,-9999,100,10
20061001,-9999,87,8.7
20061002,-9999,105,10.5
20061003,-9999,52,5.2
20061004,-9999,36,3.6
20061005,-9999,30,3
20061006,-9999,15,1.5
20061007,-9999,60,6
20061008,-9999,60,6
20061009,-9999,121,12.1
20061010,-9999,112,11.2
20061011,-9999,55,5.5
20061012,-9999,57,5.7
20061013,-9999,4,0.4
20061014,-9999,87,8.7
20061015,-9999,80,8
20061016,-9999,91,9.1
20061017,-9999,86,8.6
20061018,-9999,88,8.8
20061019,-9999,76,7.6
20061020,-9999,52,5.2
20061021,-9999,79,7.9
20061022,-9999,100,10
20061023,-9999,90,9
20061024,-9999,57,5.7
20061025,-9999,93,9.3
20061026,-9999,81,8.1
20061027,-9999,42,4.2
20061028,-9999,93,9.3
20061029,-9999,64,6.4
20061030,-9999,49,4.9
20061031,-9999,66,6.6
20061101,-9999,44,4.4
20061102,-9999,5,0.5
20061103,-9999,43,4.3
20061104,-9999,41,4.1
20061105,-9999,62,6.2
20061106,-9999,46,4.6
20061107,-9999,52,5.2
20061108,-9999,70,7
20061109,-9999,33,3.3
20061110,-9999,16,1.6
20061111,-9999,11,1.1
20061112,-9999,52,5.2
20061113,-9999,-11,-1.1
20061114,-9999,-15,-1.5
20061115,-9999,46,4.6
20061116,-9999,30,3
20061117,-9999,5,0.5
20061118,-9999,55,5.5
20061119,-9999,57,5.7
20061120,-9999,23,2.3
20061121,-9999,53,5.3
20061122,-9999,64,6.4
20061123,-9999,74,7.4
20061124,-9999,72,7.2
20061125,-9999,36,3.6
20061126,-9999,-5,-0.5
20061127,-9999,19,1.9
20061128,-9999,29,2.9
20061129,-9999,-30,-3
20061130,-9999,-52,-5.2
20061201,-9999,9,0.9
20061202,-9999,30,3
20061203,-9999,0,0
20061204,-9999,63,6.3
20061205,-9999,2,0.2
20061206,-9999,-21,-2.1
20061207,-9999,-26,-2.6
20061208,-9999,-3,-0.3
20061209,-9999,-24,-2.4
20061210,-9999,-43,-4.3
20061211,-9999,-64,-6.4
20061212,-9999,-50,-5
20061213,-9999,-72,-7.2
20061214,-9999,-70,-7
20061215,-9999,1,0.1
20061216,-9999,-37,-3.7
20061217,-9999,-50,-5
20061218,-9999,-40,-4
20061219,-9999,-52,-5.2
20061220,-9999,-53,-5.3
20061221,-9999,-20,-2
20061222,-9999,-54,-5.4
20061223,-9999,-58,-5.8
20061224,-9999,-76,-7.6
20061225,-9999,-50,-5
20061226,-9999,-55,-5.5
20061227,-9999,-28,-2.8
20061228,-9999,-28,-2.8
20061229,-9999,-27,-2.7
20061230,-9999,22,2.2
20061231,-9999,16,1.6
20070101,-9999,45,4.5
20070102,-9999,27,2.7
20070103,-9999,-28,-2.8
20070104,-9999,-18,-1.8
20070105,-9999,50,5
20070106,-9999,8,0.8
20070107,-9999,9,0.9
20070108,-9999,43,4.3
20070109,-9999,6,0.6
20070110,-9999,-20,-2
20070111,-9999,-30,-3
20070112,-9999,14,1.4
20070113,-9999,0,0
20070114,-9999,-6,-0.6
20070115,-9999,-5,-0.5
20070116,-9999,-6,-0.6
20070117,-9999,11,1.1
20070118,-9999,37,3.7
20070119,-9999,5,0.5
20070120,-9999,-12,-1.2
20070121,-9999,4,0.4
20070122,-9999,-11,-1.1
20070123,-9999,-30,-3
20070124,-9999,-29,-2.9
20070125,-9999,-63,-6.3
20070126,-9999,-81,-8.1
20070127,-9999,-80,-8
20070128,-9999,-130,-13
20070129,-9999,-31,-3.1
20070130,-9999,-26,-2.6
20070131,-9999,5,0.5
20070201,-9999,-16,-1.6
20070202,-9999,-21,-2.1
20070203,-9999,-19,-1.9
20070204,-9999,-40,-4
20070205,-9999,10,1
20070206,-9999,7,0.7
20070207,-9999,27,2.7
20070208,-9999,16,1.6
20070209,-9999,-3,-0.3
20070210,-9999,30,3
20070211,-9999,74,7.4
20070212,-9999,10,1
20070213,-9999,-23,-2.3
20070214,-9999,-16,-1.6
20070215,-9999,-36,-3.6
20070216,-9999,48,4.8
20070217,-9999,26,2.6
20070218,-9999,29,2.9
20070219,-9999,-5,-0.5
20070220,-9999,-9999,NA
20070221,-9999,-9999,NA
20070222,-9999,-9999,NA
20070223,-9999,-9999,NA
20070224,-9999,-9999,NA
20070225,-9999,-9999,NA
20070226,-9999,-9999,NA
20070227,-9999,-9999,NA
20070228,-9999,-9999,NA
20070301,-9999,31,3.1
20070302,-9999,65,6.5
20070303,-9999,83,8.3
20070304,-9999,50,5
20070305,-9999,18,1.8
20070306,-9999,44,4.4
20070307,-9999,11,1.1
20070308,-9999,8,0.8
20070309,-9999,10,1
20070310,-9999,3,0.3
20070311,-9999,-17,-1.7
20070312,-9999,-13,-1.3
20070313,-9999,-23,-2.3
20070314,-9999,-8,-0.8
20070315,-9999,-11,-1.1
20070316,-9999,30,3
20070317,-9999,17,1.7
20070318,-9999,23,2.3
20070319,-9999,-24,-2.4
20070320,-9999,-23,-2.3
20070321,-9999,-33,-3.3
20070322,-9999,-31,-3.1
20070323,-9999,0,0
20070324,-9999,-2,-0.2
20070325,-9999,-5,-0.5
20070326,-9999,5,0.5
20070327,-9999,7,0.7
20070328,-9999,6,0.6
20070329,-9999,11,1.1
20070330,-9999,-6,-0.6
20070331,-9999,1,0.1
20070401,-9999,-2,-0.2
20070402,-9999,3,0.3
20070403,-9999,-6,-0.6
20070404,-9999,-9,-0.9
20070405,-9999,-11,-1.1
20070406,-9999,20,2
20070407,-9999,7,0.7
20070408,-9999,33,3.3
20070409,-9999,24,2.4
20070410,-9999,33,3.3
20070411,-9999,32,3.2
20070412,-9999,48,4.8
20070413,-9999,61,6.1
20070414,-9999,54,5.4
20070415,-9999,63,6.3
20070416,-9999,69,6.9
20070417,-9999,50,5
20070418,-9999,35,3.5
20070419,-9999,39,3.9
20070420,-9999,72,7.2
20070421,-9999,44,4.4
20070422,-9999,58,5.8
20070423,-9999,72,7.2
20070424,-9999,97,9.7
20070425,-9999,78,7.8
20070426,-9999,81,8.1
20070427,-9999,67,6.7
20070428,-9999,77,7.7
20070429,-9999,78,7.8
20070430,-9999,35,3.5
20070501,-9999,6,0.6
20070502,-9999,-8,-0.8
20070503,-9999,37,3.7
20070504,-9999,66,6.6
20070505,-9999,41,4.1
20070506,-9999,52,5.2
20070507,-9999,50,5
20070508,-9999,32,3.2
20070509,-9999,35,3.5
20070510,-9999,89,8.9
20070511,-9999,42,4.2
20070512,-9999,46,4.6
20070513,-9999,88,8.8
20070514,-9999,43,4.3
20070515,-9999,41,4.1
20070516,-9999,66,6.6
20070517,-9999,77,7.7
20070518,-9999,119,11.9
20070519,-9999,110,11
20070520,-9999,89,8.9
20070521,-9999,86,8.6
20070522,-9999,78,7.8
20070523,-9999,107,10.7
20070524,-9999,89,8.9
20070525,-9999,83,8.3
20070526,-9999,53,5.3
20070527,-9999,35,3.5
20070528,-9999,25,2.5
20070529,-9999,33,3.3
20070530,-9999,53,5.3
20070531,-9999,50,5
20070601,-9999,61,6.1
20070602,-9999,68,6.8
20070603,-9999,72,7.2
20070604,-9999,82,8.2
20070605,-9999,60,6
20070606,-9999,46,4.6
20070607,-9999,69,6.9
20070608,-9999,95,9.5
20070609,-9999,134,13.4
20070610,-9999,84,8.4
20070611,-9999,67,6.7
20070612,-9999,92,9.2
20070613,-9999,114,11.4
20070614,-9999,123,12.3
20070615,-9999,80,8
20070616,-9999,56,5.6
20070617,-9999,116,11.6
20070618,-9999,84,8.4
20070619,-9999,103,10.3
20070620,-9999,72,7.2
20070621,-9999,46,4.6
20070622,-9999,38,3.8
20070623,-9999,56,5.6
20070624,-9999,90,9
20070625,-9999,76,7.6
20070626,-9999,75,7.5
20070627,-9999,43,4.3
20070628,-9999,28,2.8
20070629,-9999,66,6.6
20070630,-9999,51,5.1
20070701,-9999,70,7
20070702,-9999,81,8.1
20070703,-9999,70,7
20070704,-9999,87,8.7
20070705,-9999,74,7.4
20070706,-9999,56,5.6
20070707,-9999,110,11
20070708,-9999,89,8.9
20070709,-9999,80,8
20070710,-9999,77,7.7
20070711,-9999,95,9.5
20070712,-9999,46,4.6
20070713,-9999,125,12.5
20070714,-9999,149,14.9
20070715,-9999,151,15.1
20070716,-9999,86,8.6
20070717,-9999,79,7.9
20070718,-9999,118,11.8
20070719,-9999,97,9.7
20070720,-9999,84,8.4
20070721,-9999,58,5.8
20070722,-9999,44,4.4
20070723,-9999,84,8.4
20070724,-9999,59,5.9
20070725,-9999,42,4.2
20070726,-9999,73,7.3
20070727,-9999,64,6.4
20070728,-9999,80,8
20070729,-9999,127,12.7
20070730,-9999,86,8.6
20070731,-9999,55,5.5
20070801,-9999,133,13.3
20070802,-9999,79,7.9
20070803,-9999,96,9.6
20070804,-9999,76,7.6
20070805,-9999,166,16.6
20070806,-9999,100,10
20070807,-9999,91,9.1
20070808,-9999,36,3.6
20070809,-9999,29,2.9
20070810,-9999,48,4.8
20070811,-9999,29,2.9
20070812,-9999,75,7.5
20070813,-9999,61,6.1
20070814,-9999,142,14.2
20070815,-9999,115,11.5
20070816,-9999,89,8.9
20070817,-9999,44,4.4
20070818,-9999,25,2.5
20070819,-9999,91,9.1
20070820,-9999,85,8.5
20070821,-9999,80,8
20070822,-9999,80,8
20070823,-9999,104,10.4
20070824,-9999,113,11.3
20070825,-9999,120,12
20070826,-9999,152,15.2
20070827,-9999,192,19.2
20070828,-9999,167,16.7
20070829,-9999,105,10.5
20070830,-9999,92,9.2
20070831,-9999,91,9.1
20070901,-9999,96,9.6
20070902,-9999,90,9
20070903,-9999,103,10.3
20070904,-9999,93,9.3
20070905,-9999,70,7
20070906,-9999,34,3.4
20070907,-9999,108,10.8
20070908,-9999,70,7
20070909,-9999,51,5.1
20070910,-9999,101,10.1
20070911,-9999,97,9.7
20070912,-9999,102,10.2
20070913,-9999,98,9.8
20070914,-9999,124,12.4
20070915,-9999,123,12.3
20070916,-9999,138,13.8
20070917,-9999,123,12.3
20070918,-9999,75,7.5
20070919,-9999,22,2.2
20070920,-9999,10,1
20070921,-9999,115,11.5
20070922,-9999,123,12.3
20070923,-9999,97,9.7
20070924,-9999,79,7.9
20070925,-9999,67,6.7
20070926,-9999,61,6.1
20070927,-9999,38,3.8
20070928,-9999,11,1.1
20070929,-9999,84,8.4
20070930,-9999,87,8.7
20071001,-9999,117,11.7
20071002,-9999,132,13.2
20071003,-9999,138,13.8
20071004,-9999,106,10.6
20071005,-9999,119,11.9
20071006,-9999,108,10.8
20071007,-9999,108,10.8
20071008,-9999,100,10
20071009,-9999,94,9.4
20071010,-9999,75,7.5
20071011,-9999,63,6.3
20071012,-9999,28,2.8
20071013,-9999,9,0.9
20071014,-9999,44,4.4
20071015,-9999,88,8.8
20071016,-9999,100,10
20071017,-9999,54,5.4
20071018,-9999,58,5.8
20071019,-9999,21,2.1
20071020,-9999,3,0.3
20071021,-9999,-25,-2.5
20071022,-9999,-6,-0.6
20071023,-9999,83,8.3
20071024,-9999,50,5
20071025,-9999,38,3.8
20071026,-9999,45,4.5
20071027,-9999,1,0.1
20071028,-9999,-4,-0.4
20071029,-9999,13,1.3
20071030,-9999,44,4.4
20071031,-9999,38,3.8
20071101,-9999,25,2.5
20071102,-9999,32,3.2
20071103,-9999,33,3.3
20071104,-9999,48,4.8
20071105,-9999,40,4
20071106,-9999,32,3.2
20071107,-9999,-23,-2.3
20071108,-9999,-42,-4.2
20071109,-9999,19,1.9
20071110,-9999,-23,-2.3
20071111,-9999,-50,-5
20071112,-9999,-39,-3.9
20071113,-9999,36,3.6
20071114,-9999,31,3.1
20071115,-9999,-31,-3.1
20071116,-9999,-101,-10.1
20071117,-9999,-111,-11.1
20071118,-9999,-77,-7.7
20071119,-9999,23,2.3
20071120,-9999,28,2.8
20071121,-9999,5,0.5
20071122,-9999,27,2.7
20071123,-9999,20,2
20071124,-9999,5,0.5
20071125,-9999,-5,-0.5
20071126,-9999,32,3.2
20071127,-9999,13,1.3
20071128,-9999,10,1
20071129,-9999,9,0.9
20071130,-9999,-20,-2
20071201,-9999,-26,-2.6
20071202,-9999,-27,-2.7
20071203,-9999,32,3.2
20071204,-9999,-9,-0.9
20071205,-9999,-16,-1.6
20071206,-9999,23,2.3
20071207,-9999,2,0.2
20071208,-9999,33,3.3
20071209,-9999,33,3.3
20071210,-9999,9,0.9
20071211,-9999,-7,-0.7
20071212,-9999,-52,-5.2
20071213,-9999,-66,-6.6
20071214,-9999,-88,-8.8
20071215,-9999,-63,-6.3
20071216,-9999,-82,-8.2
20071217,-9999,-100,-10
20071218,-9999,-23,-2.3
20071219,-9999,4,0.4
20071220,-9999,7,0.7
20071221,-9999,23,2.3
20071222,-9999,-5,-0.5
20071223,-9999,-17,-1.7
20071224,-9999,-36,-3.6
20071225,-9999,-44,-4.4
20071226,-9999,-38,-3.8
20071227,-9999,-66,-6.6
20071228,-9999,-70,-7
20071229,-9999,-61,-6.1
20071230,-9999,10,1
20071231,-9999,-58,-5.8
20080101,-9999,-76,-7.6
20080102,-9999,-12,-1.2
20080103,-9999,-5,-0.5
20080104,-9999,-27,-2.7
20080105,-9999,18,1.8
20080106,-9999,52,5.2
20080107,-9999,50,5
20080108,-9999,47,4.7
20080109,-9999,11,1.1
20080110,-9999,32,3.2
20080111,-9999,-6,-0.6
20080112,-9999,-23,-2.3
20080113,-9999,-31,-3.1
20080114,-9999,-13,-1.3
20080115,-9999,26,2.6
20080116,-9999,1,0.1
20080117,-9999,5,0.5
20080118,-9999,66,6.6
20080119,-9999,-14,-1.4
20080120,-9999,-27,-2.7
20080121,-9999,-39,-3.9
20080122,-9999,11,1.1
20080123,-9999,18,1.8
20080124,-9999,26,2.6
20080125,-9999,-33,-3.3
20080126,-9999,-41,-4.1
20080127,-9999,-39,-3.9
20080128,-9999,-58,-5.8
20080129,-9999,-80,-8
20080130,-9999,-56,-5.6
20080131,-9999,-9,-0.9
20080201,-9999,-8,-0.8
20080202,-9999,-25,-2.5
20080203,-9999,-11,-1.1
20080204,-9999,-3,-0.3
20080205,-9999,33,3.3
20080206,-9999,-15,-1.5
20080207,-9999,-26,-2.6
20080208,-9999,52,5.2
20080209,-9999,27,2.7
20080210,-9999,22,2.2
20080211,-9999,11,1.1
20080212,-9999,7,0.7
20080213,-9999,9,0.9
20080214,-9999,14,1.4
20080215,-9999,-21,-2.1
20080216,-9999,-43,-4.3
20080217,-9999,16,1.6
20080218,-9999,13,1.3
20080219,-9999,32,3.2
20080220,-9999,33,3.3
20080221,-9999,1,0.1
20080222,-9999,-5,-0.5
20080223,-9999,1,0.1
20080224,-9999,48,4.8
20080225,-9999,50,5
20080226,-9999,4,0.4
20080227,-9999,12,1.2
20080228,-9999,63,6.3
20080229,-9999,69,6.9
20080301,-9999,54,5.4
20080302,-9999,12,1.2
20080303,-9999,16,1.6
20080304,-9999,-16,-1.6
20080305,-9999,-28,-2.8
20080306,-9999,-20,-2
20080307,-9999,-9,-0.9
20080308,-9999,-10,-1
20080309,-9999,-22,-2.2
20080310,-9999,-26,-2.6
20080311,-9999,36,3.6
20080312,-9999,43,4.3
20080313,-9999,10,1
20080314,-9999,33,3.3
20080315,-9999,56,5.6
20080316,-9999,14,1.4
20080317,-9999,-14,-1.4
20080318,-9999,17,1.7
20080319,-9999,-6,-0.6
20080320,-9999,-25,-2.5
20080321,-9999,-13,-1.3
20080322,-9999,-22,-2.2
20080323,-9999,-24,-2.4
20080324,-9999,-9,-0.9
20080325,-9999,25,2.5
20080326,-9999,-5,-0.5
20080327,-9999,-6,-0.6
20080328,-9999,46,4.6
20080329,-9999,2,0.2
20080330,-9999,22,2.2
20080331,-9999,11,1.1
20080401,-9999,34,3.4
20080402,-9999,31,3.1
20080403,-9999,19,1.9
20080404,-9999,33,3.3
20080405,-9999,-36,-3.6
20080406,-9999,-43,-4.3
20080407,-9999,-3,-0.3
20080408,-9999,45,4.5
20080409,-9999,71,7.1
20080410,-9999,3,0.3
20080411,-9999,4,0.4
20080412,-9999,-9,-0.9
20080413,-9999,-13,-1.3
20080414,-9999,-27,-2.7
20080415,-9999,-59,-5.9
20080416,-9999,52,5.2
20080417,-9999,35,3.5
20080418,-9999,43,4.3
20080419,-9999,34,3.4
20080420,-9999,28,2.8
20080421,-9999,39,3.9
20080422,-9999,40,4
20080423,-9999,53,5.3
20080424,-9999,27,2.7
20080425,-9999,13,1.3
20080426,-9999,41,4.1
20080427,-9999,72,7.2
20080428,-9999,41,4.1
20080429,-9999,14,1.4
20080430,-9999,-4,-0.4
20080501,-9999,-6,-0.6
20080502,-9999,59,5.9
20080503,-9999,97,9.7
20080504,-9999,103,10.3
20080505,-9999,67,6.7
20080506,-9999,52,5.2
20080507,-9999,106,10.6
20080508,-9999,77,7.7
20080509,-9999,68,6.8
20080510,-9999,71,7.1
20080511,-9999,71,7.1
20080512,-9999,37,3.7
20080513,-9999,68,6.8
20080514,-9999,75,7.5
20080515,-9999,65,6.5
20080516,-9999,66,6.6
20080517,-9999,65,6.5
20080518,-9999,64,6.4
20080519,-9999,60,6
20080520,-9999,26,2.6
20080521,-9999,6,0.6
20080522,-9999,75,7.5
20080523,-9999,103,10.3
20080524,-9999,62,6.2
20080525,-9999,35,3.5
20080526,-9999,36,3.6
20080527,-9999,33,3.3
20080528,-9999,81,8.1
20080529,-9999,56,5.6
20080530,-9999,61,6.1
20080531,-9999,89,8.9
20080601,-9999,82,8.2
20080602,-9999,81,8.1
20080603,-9999,76,7.6
20080604,-9999,63,6.3
20080605,-9999,81,8.1
20080606,-9999,60,6
20080607,-9999,54,5.4
20080608,-9999,62,6.2
20080609,-9999,80,8
20080610,-9999,107,10.7
20080611,-9999,106,10.6
20080612,-9999,102,10.2
20080613,-9999,79,7.9
20080614,-9999,74,7.4
20080615,-9999,94,9.4
20080616,-9999,92,9.2
20080617,-9999,42,4.2
20080618,-9999,23,2.3
20080619,-9999,101,10.1
20080620,-9999,76,7.6
20080621,-9999,119,11.9
20080622,-9999,136,13.6
20080623,-9999,130,13
20080624,-9999,125,12.5
20080625,-9999,106,10.6
20080626,-9999,116,11.6
20080627,-9999,85,8.5
20080628,-9999,83,8.3
20080629,-9999,91,9.1
20080630,-9999,126,12.6
20080701,-9999,106,10.6
20080702,-9999,88,8.8
20080703,-9999,77,7.7
20080704,-9999,64,6.4
20080705,-9999,119,11.9
20080706,-9999,88,8.8
20080707,-9999,72,7.2
20080708,-9999,25,2.5
20080709,-9999,91,9.1
20080710,-9999,105,10.5
20080711,-9999,85,8.5
20080712,-9999,81,8.1
20080713,-9999,77,7.7
20080714,-9999,85,8.5
20080715,-9999,107,10.7
20080716,-9999,-9999,NA
20080717,-9999,-9999,NA
20080718,-9999,-9999,NA
20080719,-9999,-9999,NA
20080720,-9999,-9999,NA
20080721,-9999,-9999,NA
20080722,-9999,-9999,NA
20080723,-9999,-9999,NA
20080724,-9999,153,15.3
20080725,-9999,-9999,NA
20080726,-9999,-9999,NA
20080727,-9999,-9999,NA
20080728,-9999,-9999,NA
20080729,-9999,138,13.8
20080730,-9999,-9999,NA
20080731,-9999,-9999,NA
20080801,-9999,-9999,NA
20080802,-9999,-9999,NA
20080803,-9999,-9999,NA
20080804,-9999,-9999,NA
20080805,-9999,-9999,NA
20080806,-9999,-9999,NA
20080807,-9999,-9999,NA
20080808,-9999,-9999,NA
20080809,-9999,-9999,NA
20080810,-9999,-9999,NA
20080811,-9999,-9999,NA
20080812,-9999,-9999,NA
20080813,-9999,-9999,NA
20080814,-9999,-9999,NA
20080815,-9999,-9999,NA
20080816,-9999,-9999,NA
20080817,-9999,-9999,NA
20080818,-9999,125,12.5
20080819,-9999,-9999,NA
20080820,-9999,173,17.3
20080821,-9999,-9999,NA
20080822,-9999,-9999,NA
20080823,-9999,-9999,NA
20080824,-9999,-9999,NA
20080825,-9999,-9999,NA
20080826,-9999,-9999,NA
20080827,-9999,-9999,NA
20080828,-9999,-9999,NA
20080829,-9999,-9999,NA
20080830,-9999,-9999,NA
20080831,-9999,-9999,NA
20080901,-9999,-9999,NA
20080902,-9999,-9999,NA
20080903,-9999,141,14.1
20080904,-9999,-9999,NA
20080905,-9999,-9999,NA
20080906,-9999,-9999,NA
20080907,-9999,-9999,NA
20080908,-9999,-9999,NA
20080909,-9999,-9999,NA
20080910,-9999,-9999,NA
20080911,-9999,-9999,NA
20080912,-9999,-9999,NA
20080913,-9999,-9999,NA
20080914,-9999,-9999,NA
20080915,-9999,-9999,NA
20080916,-9999,-9999,NA
20080917,-9999,114,11.4
20080918,-9999,-9999,NA
20080919,-9999,-9999,NA
20080920,-9999,-9999,NA
20080921,-9999,-9999,NA
20080922,-9999,-9999,NA
20080923,-9999,-9999,NA
20080924,-9999,-9999,NA
20080925,-9999,-9999,NA
20080926,-9999,-9999,NA
20080927,-9999,-9999,NA
20080928,-9999,-9999,NA
20080929,-9999,-9999,NA
20080930,-9999,-9999,NA
20081001,-9999,-9999,NA
20081002,-9999,-9999,NA
20081003,-9999,-9999,NA
20081004,-9999,-9999,NA
20081005,-9999,-9999,NA
20081006,-9999,-9999,NA
20081007,-9999,-9999,NA
20081008,-9999,-9999,NA
20081009,-9999,-9999,NA
20081010,-9999,-9999,NA
20081011,-9999,-9999,NA
20081012,-9999,-9999,NA
20081013,-9999,-9999,NA
20081014,-9999,-9999,NA
20081015,-9999,128,12.8
20081016,-9999,-9999,NA
20081017,-9999,88,8.8
20081018,-9999,35,3.5
20081019,-9999,31,3.1
20081020,-9999,111,11.1
20081021,-9999,61,6.1
20081022,-9999,35,3.5
20081023,-9999,-16,-1.6
20081024,-9999,-22,-2.2
20081025,-9999,15,1.5
20081026,-9999,-1,-0.1
20081027,-9999,10,1
20081028,-9999,7,0.7
20081029,-9999,-7,-0.7
20081030,-9999,-4,-0.4
20081031,-9999,35,3.5
20081101,-9999,14,1.4
20081102,-9999,8,0.8
20081103,-9999,25,2.5
20081104,-9999,-6,-0.6
20081105,-9999,16,1.6
20081106,-9999,4,0.4
20081107,-9999,7,0.7
20081108,-9999,2,0.2
20081109,-9999,-1,-0.1
20081110,-9999,36,3.6
20081111,-9999,41,4.1
20081112,-9999,31,3.1
20081113,-9999,31,3.1
20081114,-9999,-9999,NA
20081115,-9999,-9999,NA
20081116,-9999,-9999,NA
20081117,-9999,-9999,NA
20081118,-9999,40,4
20081119,-9999,43,4.3
20081120,-9999,41,4.1
20081121,-9999,45,4.5
20081122,-9999,49,4.9
20081123,-9999,47,4.7
20081124,-9999,1,0.1
20081125,-9999,-26,-2.6
20081126,-9999,-32,-3.2
20081127,-9999,-98,-9.8
20081128,-9999,-93,-9.3
20081129,-9999,-5,-0.5
20081130,-9999,-24,-2.4
20081201,-9999,-28,-2.8
20081202,-9999,-18,-1.8
20081203,-9999,-6,-0.6
20081204,-9999,10,1
20081205,-9999,31,3.1
20081206,-9999,15,1.5
20081207,-9999,51,5.1
20081208,-9999,47,4.7
20081209,-9999,1,0.1
20081210,-9999,-22,-2.2
20081211,-9999,-17,-1.7
20081212,-9999,1,0.1
20081213,-9999,-27,-2.7
20081214,-9999,-24,-2.4
20081215,-9999,-14,-1.4
20081216,-9999,14,1.4
20081217,-9999,16,1.6
20081218,-9999,-9999,NA
20081219,-9999,-9999,NA
20081220,-9999,-12,-1.2
20081221,-9999,-34,-3.4
20081222,-9999,-35,-3.5
20081223,-9999,-30,-3
20081224,-9999,-31,-3.1
20081225,-9999,-39,-3.9
20081226,-9999,-47,-4.7
20081227,-9999,-17,-1.7
20081228,-9999,17,1.7
20081229,-9999,7,0.7
20081230,-9999,15,1.5
20081231,-9999,41,4.1
20090101,18,-9999,1.8
20090102,-3,-9999,-0.3
20090103,-9,-9999,-0.9
20090104,-18,-9999,-1.8
20090105,-19,-9999,-1.9
20090106,-39,-9999,-3.9
20090107,-62,-9999,-6.2
20090108,-72,-9999,-7.2
20090109,-62,-9999,-6.2
20090110,-75,-9999,-7.5
20090111,-110,-9999,-11
20090112,-129,-9999,-12.9
20090113,-23,-9999,-2.3
20090114,-48,-9999,-4.8
20090115,-50,-9999,-5
20090116,-45,-9999,-4.5
20090117,-35,-9999,-3.5
20090118,11,-9999,1.1
20090119,62,-9999,6.2
20090120,-9999,-9999,NA
20090121,-36,-9999,-3.6
20090122,10,-9999,1
20090123,77,-9999,7.7
20090124,-5,-9999,-0.5
20090125,-9,-9999,-0.9
20090126,-29,-9999,-2.9
20090127,0,-9999,0
20090128,0,-9999,0
20090129,4,-9999,0.4
20090130,32,-9999,3.2
20090131,25,-9999,2.5
20090201,-7,-9999,-0.7
20090202,-14,-9999,-1.4
20090203,-31,-9999,-3.1
20090204,18,-9999,1.8
20090205,17,-9999,1.7
20090206,-15,-9999,-1.5
20090207,-26,-9999,-2.6
20090208,-13,-9999,-1.3
20090209,29,-9999,2.9
20090210,0,-9999,0
20090211,1,-9999,0.1
20090212,7,-9999,0.7
20090213,-12,-9999,-1.2
20090214,-29,-9999,-2.9
20090215,-56,-9999,-5.6
20090216,-62,-9999,-6.2
20090217,-32,-9999,-3.2
20090218,-1,-9999,-0.1
20090219,-11,-9999,-1.1
20090220,-29,-9999,-2.9
20090221,-9999,-9999,NA
20090222,-9999,-9999,NA
20090223,-9999,-9999,NA
