YYYYMMDD, C024, G024,TminDay_C
20090224,-9999,-9999,NA
20090225,-9999,-9999,NA
20090226,-9999,-9999,NA
20090227,-9999,-9999,NA
20090228,-9999,-9999,NA
20090301,32,-9999,3.2
20090302,-9999,-9999,NA
20090303,-9999,-9999,NA
20090304,-9999,-9999,NA
20090305,-9999,-9999,NA
20090306,-9999,-9999,NA
20090307,-9999,-9999,NA
20090308,-9999,-9999,NA
20090309,-9999,-9999,NA
20090310,-9999,-9999,NA
20090311,-9999,-9999,NA
20090312,-9999,-9999,NA
20090313,-9999,-9999,NA
20090314,-9999,-9999,NA
20090315,-9999,-9999,NA
20090316,-9999,-9999,NA
20090317,-9999,-9999,NA
20090318,-9999,-9999,NA
20090319,-9999,-9999,NA
20090320,-9999,-9999,NA
20090321,-9999,-9999,NA
20090322,-9999,-9999,NA
20090323,0,-9999,0
20090324,-9999,-9999,NA
20090325,-48,-9999,-4.8
20090326,-4,-9999,-0.4
20090327,-35,-9999,-3.5
20090328,0,-9999,0
20090329,0,-9999,0
20090330,-1,-9999,-0.1
20090331,10,-9999,1
20090401,13,-9999,1.3
20090402,14,-9999,1.4
20090403,-16,-9999,-1.6
20090404,-9,-9999,-0.9
20090405,41,-9999,4.1
20090406,41,-9999,4.1
20090407,15,-9999,1.5
20090408,3,-9999,0.3
20090409,-1,-9999,-0.1
20090410,5,-9999,0.5
20090411,2,-9999,0.2
20090412,7,-9999,0.7
20090413,22,-9999,2.2
20090414,27,-9999,2.7
20090415,9,-9999,0.9
20090416,11,-9999,1.1
20090417,-3,-9999,-0.3
20090418,-5,-9999,-0.5
20090419,40,-9999,4
20090420,37,-9999,3.7
20090421,44,-9999,4.4
20090422,7,-9999,0.7
20090423,-8,-9999,-0.8
20090424,29,-9999,2.9
20090425,23,-9999,2.3
20090426,16,-9999,1.6
20090427,16,-9999,1.6
20090428,36,-9999,3.6
20090429,33,-9999,3.3
20090430,27,-9999,2.7
20090501,21,-9999,2.1
20090502,34,-9999,3.4
20090503,59,-9999,5.9
20090504,29,-9999,2.9
20090505,27,-9999,2.7
20090506,28,-9999,2.8
20090507,125,-9999,12.5
20090508,81,-9999,8.1
20090509,85,-9999,8.5
20090510,104,-9999,10.4
20090511,94,-9999,9.4
20090512,52,-9999,5.2
20090513,76,-9999,7.6
20090514,46,-9999,4.6
20090515,32,-9999,3.2
20090516,19,-9999,1.9
20090517,48,-9999,4.8
20090518,32,-9999,3.2
20090519,29,-9999,2.9
20090520,64,-9999,6.4
20090521,110,-9999,11
20090522,96,-9999,9.6
20090523,-9999,-9999,NA
20090524,-9999,-9999,NA
20090525,90,-9999,9
20090526,53,-9999,5.3
20090527,48,-9999,4.8
20090528,53,-9999,5.3
20090529,65,-9999,6.5
20090530,76,-9999,7.6
20090531,48,-9999,4.8
20090601,42,-9999,4.2
20090602,40,-9999,4
20090603,48,-9999,4.8
20090604,66,-9999,6.6
20090605,78,-9999,7.8
20090606,74,-9999,7.4
20090607,82,-9999,8.2
20090608,90,-9999,9
20090609,63,-9999,6.3
20090610,102,-9999,10.2
20090611,87,-9999,8.7
20090612,66,-9999,6.6
20090613,162,-9999,16.2
20090614,153,-9999,15.3
20090615,118,-9999,11.8
20090616,90,-9999,9
20090617,150,-9999,15
20090618,138,-9999,13.8
20090619,106,-9999,10.6
20090620,78,-9999,7.8
20090621,70,-9999,7
20090622,91,-9999,9.1
20090623,62,-9999,6.2
20090624,56,-9999,5.6
20090625,82,-9999,8.2
20090626,75,-9999,7.5
20090627,44,-9999,4.4
20090628,109,-9999,10.9
20090629,97,-9999,9.7
20090630,131,-9999,13.1
20090701,140,-9999,14
20090702,149,-9999,14.9
20090703,142,-9999,14.2
20090704,147,-9999,14.7
20090705,135,-9999,13.5
20090706,100,-9999,10
20090707,86,-9999,8.6
20090708,89,-9999,8.9
20090709,53,-9999,5.3
20090710,59,-9999,5.9
20090711,42,-9999,4.2
20090712,82,-9999,8.2
20090713,133,-9999,13.3
20090714,110,-9999,11
20090715,68,-9999,6.8
20090716,114,-9999,11.4
20090717,91,-9999,9.1
20090718,85,-9999,8.5
20090719,117,-9999,11.7
20090720,99,-9999,9.9
20090721,166,-9999,16.6
20090722,140,-9999,14
20090723,144,-9999,14.4
20090724,-9999,-9999,NA
20090725,-9999,-9999,NA
20090726,101,-9999,10.1
20090727,125,-9999,12.5
20090728,115,-9999,11.5
20090729,108,-9999,10.8
20090730,74,-9999,7.4
20090731,63,-9999,6.3
20090801,83,-9999,8.3
20090802,101,-9999,10.1
20090803,97,-9999,9.7
20090804,88,-9999,8.8
20090805,153,-9999,15.3
20090806,139,-9999,13.9
20090807,115,-9999,11.5
20090808,114,-9999,11.4
20090809,95,-9999,9.5
20090810,119,-9999,11.9
20090811,130,-9999,13
20090812,114,-9999,11.4
20090813,129,-9999,12.9
20090814,112,-9999,11.2
20090815,176,-9999,17.6
20090816,162,-9999,16.2
20090817,162,-9999,16.2
20090818,158,-9999,15.8
20090819,184,-9999,18.4
20090820,145,-9999,14.5
20090821,92,-9999,9.2
20090822,79,-9999,7.9
20090823,111,-9999,11.1
20090824,114,-9999,11.4
20090825,107,-9999,10.7
20090826,96,-9999,9.6
20090827,99,-9999,9.9
20090828,113,-9999,11.3
20090829,80,-9999,8
20090830,44,-9999,4.4
20090831,130,-9999,13
20090901,121,-9999,12.1
20090902,94,-9999,9.4
20090903,84,-9999,8.4
20090904,92,-9999,9.2
20090905,60,-9999,6
20090906,37,-9999,3.7
20090907,150,-9999,15
20090908,117,-9999,11.7
20090909,93,-9999,9.3
20090910,88,-9999,8.8
20090911,84,-9999,8.4
20090912,74,-9999,7.4
20090913,74,-9999,7.4
20090914,93,-9999,9.3
20090915,80,-9999,8
20090916,45,-9999,4.5
20090917,34,-9999,3.4
20090918,79,-9999,7.9
20090919,83,-9999,8.3
20090920,96,-9999,9.6
20090921,99,-9999,9.9
20090922,110,-9999,11
20090923,66,-9999,6.6
20090924,74,-9999,7.4
20090925,85,-9999,8.5
20090926,85,-9999,8.5
20090927,80,-9999,8
20090928,86,-9999,8.6
20090929,82,-9999,8.2
20090930,127,-9999,12.7
20091001,105,-9999,10.5
20091002,93,-9999,9.3
20091003,64,-9999,6.4
20091004,63,-9999,6.3
20091005,145,-9999,14.5
20091006,152,-9999,15.2
20091007,153,-9999,15.3
20091008,113,-9999,11.3
20091009,71,-9999,7.1
20091010,94,-9999,9.4
20091011,118,-9999,11.8
20091012,74,-9999,7.4
20091013,55,-9999,5.5
20091014,39,-9999,3.9
20091015,10,-9999,1
20091016,-24,-9999,-2.4
20091017,8,-9999,0.8
20091018,-28,-9999,-2.8
20091019,-35,-9999,-3.5
20091020,66,-9999,6.6
20091021,47,-9999,4.7
20091022,53,-9999,5.3
20091023,32,-9999,3.2
20091024,97,-9999,9.7
20091025,119,-9999,11.9
20091026,43,-9999,4.3
20091027,51,-9999,5.1
20091028,84,-9999,8.4
20091029,67,-9999,6.7
20091030,-9999,-9999,NA
20091031,-9999,-9999,NA
20091101,-9999,-9999,NA
20091102,-9999,-9999,NA
20091103,-9999,-9999,NA
20091104,-9999,-9999,NA
20091105,-9999,-9999,NA
20091106,-9999,-9999,NA
20091107,-9999,-9999,NA
20091108,-9999,-9999,NA
20091109,-9999,-9999,NA
20091110,-9999,-9999,NA
20091111,58,-9999,5.8
20091112,73,-9999,7.3
20091113,59,-9999,5.9
20091114,65,-9999,6.5
20091115,58,-9999,5.8
20091116,111,-9999,11.1
20091117,58,-9999,5.8
20091118,18,-9999,1.8
20091119,90,-9999,9
20091120,80,-9999,8
20091121,80,-9999,8
20091122,58,-9999,5.8
20091123,8,-9999,0.8
20091124,-8,-9999,-0.8
20091125,16,-9999,1.6
20091126,3,-9999,0.3
20091127,-8,-9999,-0.8
20091128,21,-9999,2.1
20091129,-10,-9999,-1
20091130,-5,-9999,-0.5
20091201,1,-9999,0.1
20091202,42,-9999,4.2
20091203,35,-9999,3.5
20091204,27,-9999,2.7
20091205,30,-9999,3
20091206,48,-9999,4.8
20091207,42,-9999,4.2
20091208,2,-9999,0.2
20091209,-3,-9999,-0.3
20091210,1,-9999,0.1
20091211,-1,-9999,-0.1
20091212,-23,-9999,-2.3
20091213,-37,-9999,-3.7
20091214,-43,-9999,-4.3
20091215,-36,-9999,-3.6
20091216,-48,-9999,-4.8
20091217,-106,-9999,-10.6
20091218,-102,-9999,-10.2
20091219,-126,-9999,-12.6
20091220,-80,-9999,-8
20091221,-43,-9999,-4.3
20091222,13,-9999,1.3
20091223,1,-9999,0.1
20091224,20,-9999,2
20091225,6,-9999,0.6
20091226,6,-9999,0.6
20091227,0,-9999,0
20091228,23,-9999,2.3
20091229,79,-9999,7.9
20091230,42,-9999,4.2
20091231,13,-9999,1.3
20100101,-10,-9999,-1
20100102,-22,-9999,-2.2
20100103,4,-9999,0.4
20100104,-10,-9999,-1
20100105,-30,-9999,-3
20100106,-66,-9999,-6.6
20100107,-66,-9999,-6.6
20100108,-65,-9999,-6.5
20100109,-68,-9999,-6.8
20100110,-89,-9999,-8.9
20100111,-142,-9999,-14.2
20100112,-69,-9999,-6.9
20100113,-68,-9999,-6.8
20100114,-3,-9999,-0.3
20100115,-5,-9999,-0.5
20100116,12,-9999,1.2
20100117,2,-9999,0.2
20100118,-5,-9999,-0.5
20100119,29,-9999,2.9
20100120,14,-9999,1.4
20100121,-9,-9999,-0.9
20100122,-28,-9999,-2.8
20100123,21,-9999,2.1
20100124,0,-9999,0
20100125,-33,-9999,-3.3
20100126,-63,-9999,-6.3
20100127,-65,-9999,-6.5
20100128,-51,-9999,-5.1
20100129,-6,-9999,-0.6
20100130,-10,-9999,-1
20100131,-32,-9999,-3.2
20100201,-82,-9999,-8.2
20100202,-99,-9999,-9.9
20100203,-93,-9999,-9.3
20100204,7,-9999,0.7
20100205,10,-9999,1
20100206,20,-9999,2
20100207,-4,-9999,-0.4
20100208,-5,-9999,-0.5
20100209,-30,-9999,-3
20100210,-51,-9999,-5.1
20100211,-70,-9999,-7
20100212,-64,-9999,-6.4
20100213,-69,-9999,-6.9
20100214,-70,-9999,-7
20100215,-95,-9999,-9.5
20100216,-35,-9999,-3.5
20100217,1,-9999,0.1
20100218,-19,-9999,-1.9
20100219,-24,-9999,-2.4
20100220,-85,-9999,-8.5
20100221,-18,-9999,-1.8
20100222,3,-9999,0.3
20100223,42,-9999,4.2
20100224,20,-9999,2
20100225,37,-9999,3.7
20100226,3,-9999,0.3
20100227,17,-9999,1.7
20100228,14,-9999,1.4
20100301,9,-9999,0.9
20100302,-20,-9999,-2
20100303,6,-9999,0.6
20100304,4,-9999,0.4
20100305,-6,-9999,-0.6
20100306,-21,-9999,-2.1
20100307,-54,-9999,-5.4
20100308,-68,-9999,-6.8
20100309,-62,-9999,-6.2
20100310,-59,-9999,-5.9
20100311,-59,-9999,-5.9
20100312,-51,-9999,-5.1
20100313,-22,-9999,-2.2
20100314,-17,-9999,-1.7
20100315,-44,-9999,-4.4
20100316,-52,-9999,-5.2
20100317,34,-9999,3.4
20100318,34,-9999,3.4
20100319,54,-9999,5.4
20100320,80,-9999,8
20100321,24,-9999,2.4
20100322,-2,-9999,-0.2
20100323,-17,-9999,-1.7
20100324,62,-9999,6.2
20100325,19,-9999,1.9
20100326,10,-9999,1
20100327,1,-9999,0.1
20100328,-4,-9999,-0.4
20100329,34,-9999,3.4
20100330,15,-9999,1.5
20100331,1,-9999,0.1
20100401,-7,-9999,-0.7
20100402,-6,-9999,-0.6
20100403,18,-9999,1.8
20100404,-17,-9999,-1.7
20100405,-39,-9999,-3.9
20100406,41,-9999,4.1
20100407,22,-9999,2.2
20100408,16,-9999,1.6
20100409,20,-9999,2
20100410,33,-9999,3.3
20100411,-2,-9999,-0.2
20100412,13,-9999,1.3
20100413,-19,-9999,-1.9
20100414,0,-9999,0
20100415,30,-9999,3
20100416,25,-9999,2.5
20100417,52,-9999,5.2
20100418,42,-9999,4.2
20100419,32,-9999,3.2
20100420,28,-9999,2.8
20100421,92,-9999,9.2
20100422,80,-9999,8
20100423,64,-9999,6.4
20100424,20,-9999,2
20100425,46,-9999,4.6
20100426,35,-9999,3.5
20100427,27,-9999,2.7
20100428,37,-9999,3.7
20100429,67,-9999,6.7
20100430,68,-9999,6.8
20100501,54,-9999,5.4
20100502,31,-9999,3.1
20100503,-3,-9999,-0.3
20100504,-9,-9999,-0.9
20100505,4,-9999,0.4
20100506,-13,-9999,-1.3
20100507,-27,-9999,-2.7
20100508,25,-9999,2.5
20100509,23,-9999,2.3
20100510,-1,-9999,-0.1
20100511,26,-9999,2.6
20100512,11,-9999,1.1
20100513,5,-9999,0.5
20100514,0,-9999,0
20100515,7,-9999,0.7
20100516,18,-9999,1.8
20100517,-1,-9999,-0.1
20100518,-7,-9999,-0.7
20100519,27,-9999,2.7
20100520,27,-9999,2.7
20100521,19,-9999,1.9
20100522,39,-9999,3.9
20100523,101,-9999,10.1
20100524,112,-9999,11.2
20100525,108,-9999,10.8
20100526,82,-9999,8.2
20100527,79,-9999,7.9
20100528,50,-9999,5
20100529,18,-9999,1.8
20100530,62,-9999,6.2
20100531,107,-9999,10.7
20100601,69,-9999,6.9
20100602,25,-9999,2.5
20100603,19,-9999,1.9
20100604,54,-9999,5.4
20100605,61,-9999,6.1
20100606,83,-9999,8.3
20100607,63,-9999,6.3
20100608,88,-9999,8.8
20100609,94,-9999,9.4
20100610,81,-9999,8.1
20100611,87,-9999,8.7
20100612,84,-9999,8.4
20100613,94,-9999,9.4
20100614,54,-9999,5.4
20100615,50,-9999,5
20100616,53,-9999,5.3
20100617,50,-9999,5
20100618,60,-9999,6
20100619,77,-9999,7.7
20100620,49,-9999,4.9
20100621,45,-9999,4.5
20100622,54,-9999,5.4
20100623,24,-9999,2.4
20100624,36,-9999,3.6
20100625,65,-9999,6.5
20100626,101,-9999,10.1
20100627,105,-9999,10.5
20100628,107,-9999,10.7
20100629,80,-9999,8
20100630,75,-9999,7.5
20100701,75,-9999,7.5
20100702,124,-9999,12.4
20100703,127,-9999,12.7
20100704,114,-9999,11.4
20100705,92,-9999,9.2
20100706,83,-9999,8.3
20100707,67,-9999,6.7
20100708,204,-9999,20.4
20100709,137,-9999,13.7
20100710,104,-9999,10.4
20100711,140,-9999,14
20100712,127,-9999,12.7
20100713,113,-9999,11.3
20100714,100,-9999,10
20100715,101,-9999,10.1
20100716,98,-9999,9.8
20100717,87,-9999,8.7
20100718,63,-9999,6.3
20100719,74,-9999,7.4
20100720,95,-9999,9.5
20100721,100,-9999,10
20100722,65,-9999,6.5
20100723,57,-9999,5.7
20100724,78,-9999,7.8
20100725,89,-9999,8.9
20100726,93,-9999,9.3
20100727,99,-9999,9.9
20100728,73,-9999,7.3
20100729,107,-9999,10.7
20100730,83,-9999,8.3
20100731,69,-9999,6.9
20100801,132,-9999,13.2
20100802,110,-9999,11
20100803,104,-9999,10.4
20100804,105,-9999,10.5
20100805,90,-9999,9
20100806,70,-9999,7
20100807,52,-9999,5.2
20100808,97,-9999,9.7
20100809,116,-9999,11.6
20100810,57,-9999,5.7
20100811,69,-9999,6.9
20100812,100,-9999,10
20100813,87,-9999,8.7
20100814,84,-9999,8.4
20100815,45,-9999,4.5
20100816,36,-9999,3.6
20100817,47,-9999,4.7
20100818,64,-9999,6.4
20100819,101,-9999,10.1
20100820,147,-9999,14.7
20100821,152,-9999,15.2
20100822,155,-9999,15.5
20100823,109,-9999,10.9
20100824,96,-9999,9.6
20100825,89,-9999,8.9
20100826,133,-9999,13.3
20100827,125,-9999,12.5
20100828,89,-9999,8.9
20100829,86,-9999,8.6
20100830,73,-9999,7.3
20100831,32,-9999,3.2
20100901,123,-9999,12.3
20100902,86,-9999,8.6
20100903,40,-9999,4
20100904,47,-9999,4.7
20100905,74,-9999,7.4
20100906,125,-9999,12.5
20100907,75,-9999,7.5
20100908,62,-9999,6.2
20100909,53,-9999,5.3
20100910,27,-9999,2.7
20100911,58,-9999,5.8
20100912,106,-9999,10.6
20100913,27,-9999,2.7
20100914,49,-9999,4.9
20100915,58,-9999,5.8
20100916,107,-9999,10.7
20100917,78,-9999,7.8
20100918,15,-9999,1.5
20100919,-13,-9999,-1.3
20100920,67,-9999,6.7
20100921,112,-9999,11.2
20100922,125,-9999,12.5
20100923,110,-9999,11
20100924,74,-9999,7.4
20100925,63,-9999,6.3
20100926,41,-9999,4.1
20100927,-3,-9999,-0.3
20100928,2,-9999,0.2
20100929,9,-9999,0.9
20100930,36,-9999,3.6
20101001,39,-9999,3.9
20101002,120,-9999,12
20101003,104,-9999,10.4
20101004,19,-9999,1.9
20101005,13,-9999,1.3
20101006,81,-9999,8.1
20101007,112,-9999,11.2
20101008,122,-9999,12.2
20101009,92,-9999,9.2
20101010,46,-9999,4.6
20101011,75,-9999,7.5
20101012,65,-9999,6.5
20101013,61,-9999,6.1
20101014,52,-9999,5.2
20101015,41,-9999,4.1
20101016,33,-9999,3.3
20101017,18,-9999,1.8
20101018,14,-9999,1.4
20101019,-4,-9999,-0.4
20101020,1,-9999,0.1
20101021,-28,-9999,-2.8
20101022,44,-9999,4.4
20101023,7,-9999,0.7
20101024,33,-9999,3.3
20101025,9,-9999,0.9
20101026,-13,-9999,-1.3
20101027,-22,-9999,-2.2
20101028,5,-9999,0.5
20101029,50,-9999,5
20101030,21,-9999,2.1
20101031,43,-9999,4.3
20101101,51,-9999,5.1
20101102,51,-9999,5.1
20101103,74,-9999,7.4
20101104,50,-9999,5
20101105,74,-9999,7.4
20101106,23,-9999,2.3
20101107,5,-9999,0.5
20101108,1,-9999,0.1
20101109,24,-9999,2.4
20101110,5,-9999,0.5
20101111,-13,-9999,-1.3
20101112,51,-9999,5.1
20101113,38,-9999,3.8
20101114,31,-9999,3.1
20101115,-7,-9999,-0.7
20101116,5,-9999,0.5
20101117,-10,-9999,-1
20101118,-26,-9999,-2.6
20101119,-20,-9999,-2
20101120,19,-9999,1.9
20101121,11,-9999,1.1
20101122,-1,-9999,-0.1
20101123,6,-9999,0.6
20101124,-7,-9999,-0.7
20101125,-21,-9999,-2.1
20101126,-79,-9999,-7.9
20101127,-90,-9999,-9
20101128,-93,-9999,-9.3
20101129,-84,-9999,-8.4
20101130,-58,-9999,-5.8
20101201,-53,-9999,-5.3
20101202,-85,-9999,-8.5
20101203,-71,-9999,-7.1
20101204,-139,-9999,-13.9
20101205,-17,-9999,-1.7
20101206,34,-9999,3.4
20101207,69,-9999,6.9
20101208,38,-9999,3.8
20101209,-23,-9999,-2.3
20101210,-46,-9999,-4.6
20101211,-34,-9999,-3.4
20101212,-6,-9999,-0.6
20101213,-14,-9999,-1.4
20101214,-33,-9999,-3.3
20101215,-61,-9999,-6.1
20101216,-98,-9999,-9.8
20101217,-59,-9999,-5.9
20101218,-73,-9999,-7.3
20101219,-33,-9999,-3.3
20101220,-19,-9999,-1.9
20101221,-2,-9999,-0.2
20101222,38,-9999,3.8
20101223,-11,-9999,-1.1
20101224,-20,-9999,-2
20101225,-67,-9999,-6.7
20101226,-124,-9999,-12.4
20101227,-105,-9999,-10.5
20101228,-32,-9999,-3.2
20101229,34,-9999,3.4
20101230,23,-9999,2.3
20101231,-1,-9999,-0.1
20110101,-4,-9999,-0.4
20110102,-14,-9999,-1.4
20110103,-49,-9999,-4.9
20110104,-15,-9999,-1.5
20110105,31,-9999,3.1
20110106,57,-9999,5.7
20110107,54,-9999,5.4
20110108,58,-9999,5.8
20110109,-12,-9999,-1.2
20110110,-33,-9999,-3.3
20110111,47,-9999,4.7
20110112,29,-9999,2.9
20110113,-1,-9999,-0.1
20110114,-7,-9999,-0.7
20110115,-23,-9999,-2.3
20110116,-16,-9999,-1.6
20110117,-15,-9999,-1.5
20110118,-20,-9999,-2
20110119,20,-9999,2
20110120,-31,-9999,-3.1
20110121,-54,-9999,-5.4
20110122,-53,-9999,-5.3
20110123,-51,-9999,-5.1
20110124,-65,-9999,-6.5
20110125,-70,-9999,-7
20110126,-99,-9999,-9.9
20110127,-29,-9999,-2.9
20110128,-4,-9999,-0.4
20110129,-1,-9999,-0.1
20110130,-13,-9999,-1.3
20110131,-25,-9999,-2.5
20110201,-13,-9999,-1.3
20110202,-10,-9999,-1
20110203,18,-9999,1.8
20110204,-11,-9999,-1.1
20110205,-23,-9999,-2.3
20110206,-40,-9999,-4
20110207,-29,-9999,-2.9
20110208,-18,-9999,-1.8
20110209,-18,-9999,-1.8
20110210,-17,-9999,-1.7
20110211,-4,-9999,-0.4
20110212,-35,-9999,-3.5
20110213,3,-9999,0.3
20110214,-30,-9999,-3
20110215,6,-9999,0.6
20110216,1,-9999,0.1
20110217,-20,-9999,-2
20110218,21,-9999,2.1
20110219,28,-9999,2.8
20110220,-8,-9999,-0.8
20110221,19,-9999,1.9
20110222,43,-9999,4.3
20110223,48,-9999,4.8
20110224,39,-9999,3.9
20110225,10,-9999,1
20110226,36,-9999,3.6
20110227,-1,-9999,-0.1
20110228,-16,-9999,-1.6
20110301,-16,-9999,-1.6
20110302,-11,-9999,-1.1
20110303,-35,-9999,-3.5
20110304,-74,-9999,-7.4
20110305,-16,-9999,-1.6
20110306,-52,-9999,-5.2
20110307,-9,-9999,-0.9
20110308,26,-9999,2.6
20110309,0,-9999,0
20110310,-20,-9999,-2
20110311,27,-9999,2.7
20110312,22,-9999,2.2
20110313,41,-9999,4.1
20110314,54,-9999,5.4
20110315,55,-9999,5.5
20110316,49,-9999,4.9
20110317,29,-9999,2.9
20110318,12,-9999,1.2
20110319,30,-9999,3
20110320,-10,-9999,-1
20110321,5,-9999,0.5
20110322,-4,-9999,-0.4
20110323,17,-9999,1.7
20110324,27,-9999,2.7
20110325,41,-9999,4.1
20110326,55,-9999,5.5
20110327,36,-9999,3.6
20110328,45,-9999,4.5
20110329,48,-9999,4.8
20110330,42,-9999,4.2
20110331,55,-9999,5.5
20110401,45,-9999,4.5
20110402,86,-9999,8.6
20110403,40,-9999,4
20110404,40,-9999,4
20110405,24,-9999,2.4
20110406,122,-9999,12.2
20110407,77,-9999,7.7
20110408,64,-9999,6.4
20110409,69,-9999,6.9
20110410,68,-9999,6.8
20110411,65,-9999,6.5
20110412,18,-9999,1.8
20110413,-6,-9999,-0.6
20110414,31,-9999,3.1
20110415,16,-9999,1.6
20110416,-2,-9999,-0.2
20110417,73,-9999,7.3
20110418,73,-9999,7.3
20110419,70,-9999,7
20110420,74,-9999,7.4
20110421,73,-9999,7.3
20110422,62,-9999,6.2
20110423,73,-9999,7.3
20110424,71,-9999,7.1
20110425,81,-9999,8.1
20110426,73,-9999,7.3
20110427,19,-9999,1.9
20110428,11,-9999,1.1
20110429,9,-9999,0.9
20110430,50,-9999,5
20110501,87,-9999,8.7
20110502,85,-9999,8.5
20110503,58,-9999,5.8
20110504,30,-9999,3
20110505,27,-9999,2.7
20110506,81,-9999,8.1
20110507,79,-9999,7.9
20110508,60,-9999,6
20110509,47,-9999,4.7
20110510,94,-9999,9.4
20110511,106,-9999,10.6
20110512,67,-9999,6.7
20110513,60,-9999,6
20110514,45,-9999,4.5
20110515,47,-9999,4.7
20110516,50,-9999,5
20110517,40,-9999,4
20110518,78,-9999,7.8
20110519,70,-9999,7
20110520,46,-9999,4.6
20110521,54,-9999,5.4
20110522,103,-9999,10.3
20110523,39,-9999,3.9
20110524,54,-9999,5.4
20110525,50,-9999,5
20110526,80,-9999,8
20110527,9,-9999,0.9
20110528,2,-9999,0.2
20110529,57,-9999,5.7
20110530,112,-9999,11.2
20110531,51,-9999,5.1
20110601,48,-9999,4.8
20110602,65,-9999,6.5
20110603,85,-9999,8.5
20110604,65,-9999,6.5
20110605,64,-9999,6.4
20110606,104,-9999,10.4
20110607,73,-9999,7.3
20110608,63,-9999,6.3
20110609,50,-9999,5
20110610,66,-9999,6.6
20110611,60,-9999,6
20110612,76,-9999,7.6
20110613,99,-9999,9.9
20110614,79,-9999,7.9
20110615,119,-9999,11.9
20110616,76,-9999,7.6
20110617,55,-9999,5.5
20110618,78,-9999,7.8
20110619,82,-9999,8.2
20110620,88,-9999,8.8
20110621,100,-9999,10
20110622,93,-9999,9.3
20110623,27,-9999,2.7
20110624,25,-9999,2.5
20110625,40,-9999,4
20110626,199,-9999,19.9
20110627,165,-9999,16.5
20110628,91,-9999,9.1
20110629,64,-9999,6.4
20110630,64,-9999,6.4
20110701,31,-9999,3.1
20110702,44,-9999,4.4
20110703,122,-9999,12.2
20110704,80,-9999,8
20110705,59,-9999,5.9
20110706,105,-9999,10.5
20110707,40,-9999,4
20110708,28,-9999,2.8
20110709,103,-9999,10.3
20110710,135,-9999,13.5
20110711,126,-9999,12.6
20110712,92,-9999,9.2
20110713,91,-9999,9.1
20110714,58,-9999,5.8
20110715,37,-9999,3.7
20110716,90,-9999,9
20110717,85,-9999,8.5
20110718,42,-9999,4.2
20110719,83,-9999,8.3
20110720,82,-9999,8.2
20110721,95,-9999,9.5
20110722,78,-9999,7.8
20110723,79,-9999,7.9
20110724,84,-9999,8.4
20110725,128,-9999,12.8
20110726,108,-9999,10.8
20110727,105,-9999,10.5
20110728,95,-9999,9.5
20110729,76,-9999,7.6
20110730,75,-9999,7.5
20110731,53,-9999,5.3
20110801,75,-9999,7.5
20110802,139,-9999,13.9
20110803,102,-9999,10.2
20110804,71,-9999,7.1
20110805,125,-9999,12.5
20110806,119,-9999,11.9
20110807,112,-9999,11.2
20110808,90,-9999,9
20110809,88,-9999,8.8
20110810,83,-9999,8.3
20110811,87,-9999,8.7
20110812,76,-9999,7.6
20110813,88,-9999,8.8
20110814,99,-9999,9.9
20110815,102,-9999,10.2
20110816,85,-9999,8.5
20110817,144,-9999,14.4
20110818,125,-9999,12.5
20110819,162,-9999,16.2
20110820,193,-9999,19.3
20110821,172,-9999,17.2
20110822,142,-9999,14.2
20110823,125,-9999,12.5
20110824,127,-9999,12.7
20110825,99,-9999,9.9
20110826,100,-9999,10
20110827,64,-9999,6.4
20110828,52,-9999,5.2
20110829,66,-9999,6.6
20110830,68,-9999,6.8
20110831,95,-9999,9.5
20110901,114,-9999,11.4
20110902,138,-9999,13.8
20110903,134,-9999,13.4
20110904,106,-9999,10.6
20110905,59,-9999,5.9
20110906,39,-9999,3.9
20110907,61,-9999,6.1
20110908,69,-9999,6.9
20110909,92,-9999,9.2
20110910,111,-9999,11.1
20110911,89,-9999,8.9
20110912,65,-9999,6.5
20110913,98,-9999,9.8
20110914,135,-9999,13.5
20110915,165,-9999,16.5
20110916,141,-9999,14.1
20110917,104,-9999,10.4
20110918,72,-9999,7.2
20110919,73,-9999,7.3
20110920,53,-9999,5.3
20110921,77,-9999,7.7
20110922,119,-9999,11.9
20110923,96,-9999,9.6
20110924,97,-9999,9.7
20110925,94,-9999,9.4
20110926,100,-9999,10
20110927,81,-9999,8.1
20110928,107,-9999,10.7
20110929,139,-9999,13.9
20110930,130,-9999,13
20111001,126,-9999,12.6
20111002,62,-9999,6.2
20111003,28,-9999,2.8
20111004,28,-9999,2.8
20111005,58,-9999,5.8
20111006,57,-9999,5.7
20111007,71,-9999,7.1
20111008,65,-9999,6.5
20111009,62,-9999,6.2
20111010,44,-9999,4.4
20111011,55,-9999,5.5
20111012,38,-9999,3.8
20111013,38,-9999,3.8
20111014,12,-9999,1.2
20111015,30,-9999,3
20111016,5,-9999,0.5
20111017,0,-9999,0
20111018,33,-9999,3.3
20111019,58,-9999,5.8
20111020,36,-9999,3.6
20111021,-17,-9999,-1.7
20111022,60,-9999,6
20111023,94,-9999,9.4
20111024,55,-9999,5.5
20111025,34,-9999,3.4
20111026,13,-9999,1.3
20111027,75,-9999,7.5
20111028,67,-9999,6.7
20111029,20,-9999,2
20111030,10,-9999,1
20111031,43,-9999,4.3
20111101,97,-9999,9.7
20111102,105,-9999,10.5
20111103,45,-9999,4.5
