YYYYMMDD, C024, G024,TmeanDay_C
20140913,161,-9999,16.1
20140914,161,-9999,16.1
20140915,152,-9999,15.2
20140916,175,-9999,17.5
20140917,164,-9999,16.4
20140918,166,-9999,16.6
20140919,158,-9999,15.8
20140920,156,-9999,15.6
20140921,160,-9999,16
20140922,144,-9999,14.4
20140923,116,-9999,11.6
20140924,101,-9999,10.1
20140925,105,-9999,10.5
20140926,116,-9999,11.6
20140927,148,-9999,14.8
20140928,137,-9999,13.7
20140929,146,-9999,14.6
20140930,131,-9999,13.1
20141001,139,-9999,13.9
20141002,132,-9999,13.2
20141003,130,-9999,13
20141004,128,-9999,12.8
20141005,94,-9999,9.4
20141006,137,-9999,13.7
20141007,147,-9999,14.7
20141008,153,-9999,15.3
20141009,140,-9999,14
20141010,133,-9999,13.3
20141011,135,-9999,13.5
20141012,124,-9999,12.4
20141013,112,-9999,11.2
20141014,104,-9999,10.4
20141015,117,-9999,11.7
20141016,161,-9999,16.1
20141017,161,-9999,16.1
20141018,167,-9999,16.7
20141019,182,-9999,18.2
20141020,163,-9999,16.3
20141021,138,-9999,13.8
20141022,93,-9999,9.3
20141023,100,-9999,10
20141024,139,-9999,13.9
20141025,135,-9999,13.5
20141026,133,-9999,13.3
20141027,116,-9999,11.6
20141028,126,-9999,12.6
20141029,131,-9999,13.1
20141030,136,-9999,13.6
20141031,119,-9999,11.9
20141101,130,-9999,13
20141102,105,-9999,10.5
20141103,86,-9999,8.6
20141104,39,-9999,3.9
20141105,27,-9999,2.7
20141106,61,-9999,6.1
20141107,76,-9999,7.6
20141108,58,-9999,5.8
20141109,49,-9999,4.9
20141110,40,-9999,4
20141111,45,-9999,4.5
20141112,88,-9999,8.8
20141113,98,-9999,9.8
20141114,85,-9999,8.5
20141115,67,-9999,6.7
20141116,58,-9999,5.8
20141117,50,-9999,5
20141118,43,-9999,4.3
20141119,72,-9999,7.2
20141120,97,-9999,9.7
20141121,92,-9999,9.2
20141122,103,-9999,10.3
20141123,120,-9999,12
20141124,114,-9999,11.4
20141125,89,-9999,8.9
20141126,72,-9999,7.2
20141127,68,-9999,6.8
20141128,86,-9999,8.6
20141129,88,-9999,8.8
20141130,94,-9999,9.4
20141201,63,-9999,6.3
20141202,47,-9999,4.7
20141203,20,-9999,2
20141204,27,-9999,2.7
20141205,27,-9999,2.7
20141206,3,-9999,0.3
20141207,18,-9999,1.8
20141208,38,-9999,3.8
20141209,17,-9999,1.7
20141210,44,-9999,4.4
20141211,40,-9999,4
20141212,31,-9999,3.1
20141213,47,-9999,4.7
20141214,54,-9999,5.4
20141215,31,-9999,3.1
20141216,49,-9999,4.9
20141217,58,-9999,5.8
20141218,58,-9999,5.8
20141219,40,-9999,4
20141220,66,-9999,6.6
20141221,38,-9999,3.8
20141222,49,-9999,4.9
20141223,40,-9999,4
20141224,8,-9999,0.8
20141225,41,-9999,4.1
20141226,52,-9999,5.2
20141227,50,-9999,5
20141228,6,-9999,0.6
20141229,-35,-9999,-3.5
20141230,-30,-9999,-3
20141231,-4,-9999,-0.4
20150101,5,-9999,0.5
20150102,23,-9999,2.3
20150103,35,-9999,3.5
20150104,48,-9999,4.8
20150105,24,-9999,2.4
20150106,38,-9999,3.8
20150107,14,-9999,1.4
20150108,24,-9999,2.4
20150109,47,-9999,4.7
20150110,55,-9999,5.5
20150111,36,-9999,3.6
20150112,38,-9999,3.8
20150113,50,-9999,5
20150114,49,-9999,4.9
20150115,37,-9999,3.7
20150116,13,-9999,1.3
20150117,-5,-9999,-0.5
20150118,-8,-9999,-0.8
20150119,-7,-9999,-0.7
20150120,-14,-9999,-1.4
20150121,-3,-9999,-0.3
20150122,-1,-9999,-0.1
20150123,-1,-9999,-0.1
20150124,3,-9999,0.3
20150125,0,-9999,0
20150126,8,-9999,0.8
20150127,27,-9999,2.7
20150128,25,-9999,2.5
20150129,47,-9999,4.7
20150130,33,-9999,3.3
20150131,-1,-9999,-0.1
20150201,-13,-9999,-1.3
20150202,3,-9999,0.3
20150203,-14,-9999,-1.4
20150204,-45,-9999,-4.5
20150205,-37,-9999,-3.7
20150206,-47,-9999,-4.7
20150207,-45,-9999,-4.5
20150208,-27,-9999,-2.7
20150209,-23,-9999,-2.3
20150210,6,-9999,0.6
20150211,11,-9999,1.1
20150212,29,-9999,2.9
20150213,32,-9999,3.2
20150214,22,-9999,2.2
20150215,39,-9999,3.9
20150216,28,-9999,2.8
20150217,11,-9999,1.1
20150218,-1,-9999,-0.1
20150219,29,-9999,2.9
20150220,31,-9999,3.1
20150221,9,-9999,0.9
20150222,17,-9999,1.7
20150223,37,-9999,3.7
20150224,-1,-9999,-0.1
20150225,34,-9999,3.4
20150226,56,-9999,5.6
20150227,14,-9999,1.4
20150228,43,-9999,4.3
20150301,89,-9999,8.9
20150302,83,-9999,8.3
20150303,82,-9999,8.2
20150304,20,-9999,2
20150305,16,-9999,1.6
20150306,73,-9999,7.3
20150307,76,-9999,7.6
20150308,74,-9999,7.4
20150309,73,-9999,7.3
20150310,85,-9999,8.5
20150311,77,-9999,7.7
20150312,75,-9999,7.5
20150313,31,-9999,3.1
20150314,1,-9999,0.1
20150315,1,-9999,0.1
20150316,25,-9999,2.5
20150317,55,-9999,5.5
20150318,58,-9999,5.8
20150319,66,-9999,6.6
20150320,38,-9999,3.8
20150321,29,-9999,2.9
20150322,24,-9999,2.4
20150323,23,-9999,2.3
20150324,26,-9999,2.6
20150325,-3,-9999,-0.3
20150326,31,-9999,3.1
20150327,63,-9999,6.3
20150328,82,-9999,8.2
20150329,97,-9999,9.7
20150330,94,-9999,9.4
20150331,86,-9999,8.6
20150401,52,-9999,5.2
20150402,72,-9999,7.2
20150403,76,-9999,7.6
20150404,46,-9999,4.6
20150405,54,-9999,5.4
20150406,67,-9999,6.7
20150407,89,-9999,8.9
20150408,76,-9999,7.6
20150409,80,-9999,8
20150410,84,-9999,8.4
20150411,89,-9999,8.9
20150412,116,-9999,11.6
20150413,142,-9999,14.2
20150414,158,-9999,15.8
20150415,119,-9999,11.9
20150416,96,-9999,9.6
20150417,95,-9999,9.5
20150418,94,-9999,9.4
20150419,68,-9999,6.8
20150420,85,-9999,8.5
20150421,125,-9999,12.5
20150422,111,-9999,11.1
20150423,105,-9999,10.5
20150424,126,-9999,12.6
20150425,123,-9999,12.3
20150426,94,-9999,9.4
20150427,64,-9999,6.4
20150428,61,-9999,6.1
20150429,76,-9999,7.6
20150430,115,-9999,11.5
20150501,128,-9999,12.8
20150502,156,-9999,15.6
20150503,156,-9999,15.6
20150504,167,-9999,16.7
20150505,117,-9999,11.7
20150506,87,-9999,8.7
20150507,148,-9999,14.8
20150508,137,-9999,13.7
20150509,118,-9999,11.8
20150510,181,-9999,18.1
20150511,207,-9999,20.7
20150512,217,-9999,21.7
20150513,209,-9999,20.9
20150514,111,-9999,11.1
20150515,62,-9999,6.2
20150516,79,-9999,7.9
20150517,100,-9999,10
20150518,115,-9999,11.5
20150519,62,-9999,6.2
20150520,49,-9999,4.9
20150521,53,-9999,5.3
20150522,66,-9999,6.6
20150523,76,-9999,7.6
20150524,100,-9999,10
20150525,96,-9999,9.6
20150526,83,-9999,8.3
20150527,106,-9999,10.6
20150528,128,-9999,12.8
20150529,99,-9999,9.9
20150530,110,-9999,11
20150531,137,-9999,13.7
20150601,147,-9999,14.7
20150602,170,-9999,17
20150603,187,-9999,18.7
20150604,221,-9999,22.1
20150605,189,-9999,18.9
20150606,152,-9999,15.2
20150607,182,-9999,18.2
20150608,174,-9999,17.4
20150609,128,-9999,12.8
20150610,116,-9999,11.6
20150611,133,-9999,13.3
20150612,137,-9999,13.7
20150613,128,-9999,12.8
20150614,119,-9999,11.9
20150615,108,-9999,10.8
20150616,94,-9999,9.4
20150617,110,-9999,11
20150618,122,-9999,12.2
20150619,115,-9999,11.5
20150620,140,-9999,14
20150621,159,-9999,15.9
20150622,180,-9999,18
20150623,149,-9999,14.9
20150624,149,-9999,14.9
20150625,173,-9999,17.3
20150626,195,-9999,19.5
20150627,175,-9999,17.5
20150628,190,-9999,19
20150629,217,-9999,21.7
20150630,257,-9999,25.7
20150701,251,-9999,25.1
20150702,201,-9999,20.1
20150703,237,-9999,23.7
20150704,226,-9999,22.6
20150705,185,-9999,18.5
20150706,219,-9999,21.9
20150707,195,-9999,19.5
20150708,138,-9999,13.8
20150709,152,-9999,15.2
20150710,199,-9999,19.9
20150711,153,-9999,15.3
20150712,169,-9999,16.9
20150713,169,-9999,16.9
20150714,194,-9999,19.4
20150715,222,-9999,22.2
20150716,235,-9999,23.5
20150717,221,-9999,22.1
20150718,208,-9999,20.8
20150719,193,-9999,19.3
20150720,211,-9999,21.1
20150721,203,-9999,20.3
20150722,163,-9999,16.3
20150723,191,-9999,19.1
20150724,173,-9999,17.3
20150725,130,-9999,13
20150726,175,-9999,17.5
20150727,151,-9999,15.1
20150728,175,-9999,17.5
20150729,154,-9999,15.4
20150730,112,-9999,11.2
20150731,133,-9999,13.3
20150801,129,-9999,12.9
20150802,200,-9999,20
20150803,218,-9999,21.8
20150804,161,-9999,16.1
20150805,211,-9999,21.1
20150806,207,-9999,20.7
20150807,156,-9999,15.6
20150808,120,-9999,12
20150809,126,-9999,12.6
20150810,165,-9999,16.5
20150811,206,-9999,20.6
20150812,217,-9999,21.7
20150813,151,-9999,15.1
20150814,129,-9999,12.9
20150815,124,-9999,12.4
20150816,142,-9999,14.2
20150817,143,-9999,14.3
20150818,135,-9999,13.5
20150819,147,-9999,14.7
20150820,173,-9999,17.3
20150821,216,-9999,21.6
20150822,190,-9999,19
20150823,165,-9999,16.5
20150824,127,-9999,12.7
20150825,163,-9999,16.3
20150826,195,-9999,19.5
20150827,200,-9999,20
20150828,220,-9999,22
20150829,243,-9999,24.3
20150830,223,-9999,22.3
20150831,180,-9999,18
20150901,130,-9999,13
20150902,124,-9999,12.4
20150903,113,-9999,11.3
20150904,107,-9999,10.7
20150905,100,-9999,10
20150906,112,-9999,11.2
20150907,106,-9999,10.6
20150908,120,-9999,12
20150909,159,-9999,15.9
20150910,137,-9999,13.7
20150911,162,-9999,16.2
20150912,176,-9999,17.6
20150913,147,-9999,14.7
20150914,125,-9999,12.5
20150915,119,-9999,11.9
20150916,144,-9999,14.4
20150917,93,-9999,9.3
20150918,92,-9999,9.2
20150919,104,-9999,10.4
20150920,115,-9999,11.5
20150921,127,-9999,12.7
20150922,113,-9999,11.3
20150923,97,-9999,9.7
20150924,121,-9999,12.1
20150925,126,-9999,12.6
20150926,131,-9999,13.1
20150927,100,-9999,10
20150928,119,-9999,11.9
20150929,119,-9999,11.9
20150930,128,-9999,12.8
20151001,119,-9999,11.9
20151002,89,-9999,8.9
20151003,85,-9999,8.5
20151004,117,-9999,11.7
20151005,169,-9999,16.9
20151006,127,-9999,12.7
20151007,92,-9999,9.2
20151008,92,-9999,9.2
20151009,86,-9999,8.6
20151010,133,-9999,13.3
20151011,129,-9999,12.9
20151012,113,-9999,11.3
20151013,77,-9999,7.7
20151014,54,-9999,5.4
20151015,40,-9999,4
20151016,55,-9999,5.5
20151017,102,-9999,10.2
20151018,124,-9999,12.4
20151019,129,-9999,12.9
20151020,79,-9999,7.9
20151021,68,-9999,6.8
20151022,76,-9999,7.6
20151023,114,-9999,11.4
20151024,123,-9999,12.3
20151025,122,-9999,12.2
20151026,117,-9999,11.7
20151027,97,-9999,9.7
20151028,89,-9999,8.9
20151029,112,-9999,11.2
20151030,129,-9999,12.9
20151031,115,-9999,11.5
20151101,111,-9999,11.1
20151102,93,-9999,9.3
20151103,86,-9999,8.6
20151104,103,-9999,10.3
20151105,112,-9999,11.2
20151106,124,-9999,12.4
20151107,132,-9999,13.2
20151108,137,-9999,13.7
20151109,107,-9999,10.7
20151110,102,-9999,10.2
20151111,96,-9999,9.6
20151112,72,-9999,7.2
20151113,89,-9999,8.9
20151114,89,-9999,8.9
20151115,58,-9999,5.8
20151116,60,-9999,6
20151117,65,-9999,6.5
20151118,94,-9999,9.4
20151119,93,-9999,9.3
20151120,79,-9999,7.9
20151121,38,-9999,3.8
20151122,6,-9999,0.6
20151123,-2,-9999,-0.2
20151124,31,-9999,3.1
20151125,67,-9999,6.7
20151126,64,-9999,6.4
20151127,59,-9999,5.9
20151128,46,-9999,4.6
20151129,37,-9999,3.7
20151130,30,-9999,3
20151201,28,-9999,2.8
20151202,37,-9999,3.7
20151203,42,-9999,4.2
20151204,68,-9999,6.8
20151205,69,-9999,6.9
20151206,67,-9999,6.7
20151207,71,-9999,7.1
20151208,75,-9999,7.5
20151209,64,-9999,6.4
20151210,54,-9999,5.4
20151211,33,-9999,3.3
20151212,20,-9999,2
20151213,26,-9999,2.6
20151214,44,-9999,4.4
20151215,90,-9999,9
20151216,91,-9999,9.1
20151217,90,-9999,9
20151218,100,-9999,10
20151219,95,-9999,9.5
20151220,89,-9999,8.9
20151221,36,-9999,3.6
20151222,43,-9999,4.3
20151223,44,-9999,4.4
20151224,41,-9999,4.1
20151225,41,-9999,4.1
20151226,59,-9999,5.9
20151227,61,-9999,6.1
20151228,61,-9999,6.1
20151229,51,-9999,5.1
20151230,55,-9999,5.5
20151231,43,-9999,4.3
