YYYYMMDD, C024, G024,TmeanDay_C
20111212,49,-9999,4.9
20111213,72,-9999,7.2
20111214,69,-9999,6.9
20111215,51,-9999,5.1
20111216,54,-9999,5.4
20111217,1,-9999,0.1
20111218,-1,-9999,-0.1
20111219,7,-9999,0.7
20111220,37,-9999,3.7
20111221,63,-9999,6.3
20111222,52,-9999,5.2
20111223,48,-9999,4.8
20111224,22,-9999,2.2
20111225,17,-9999,1.7
20111226,15,-9999,1.5
20111227,39,-9999,3.9
20111228,24,-9999,2.4
20111229,16,-9999,1.6
20111230,19,-9999,1.9
20111231,54,-9999,5.4
20120101,50,-9999,5
20120102,42,-9999,4.2
20120103,18,-9999,1.8
20120104,44,-9999,4.4
20120105,47,-9999,4.7
20120106,52,-9999,5.2
20120107,47,-9999,4.7
20120108,42,-9999,4.2
20120109,20,-9999,2
20120110,12,-9999,1.2
20120111,17,-9999,1.7
20120112,25,-9999,2.5
20120113,8,-9999,0.8
20120114,-3,-9999,-0.3
20120115,27,-9999,2.7
20120116,22,-9999,2.2
20120117,13,-9999,1.3
20120118,31,-9999,3.1
20120119,71,-9999,7.1
20120120,57,-9999,5.7
20120121,60,-9999,6
20120122,51,-9999,5.1
20120123,51,-9999,5.1
20120124,29,-9999,2.9
20120125,17,-9999,1.7
20120126,9,-9999,0.9
20120127,13,-9999,1.3
20120128,4,-9999,0.4
20120129,-8,-9999,-0.8
20120130,-8,-9999,-0.8
20120131,-3,-9999,-0.3
20120201,3,-9999,0.3
20120202,-57,-9999,-5.7
20120203,-64,-9999,-6.4
20120204,-47,-9999,-4.7
20120205,-2,-9999,-0.2
20120206,-9,-9999,-0.9
20120207,-36,-9999,-3.6
20120208,-61,-9999,-6.1
20120209,-45,-9999,-4.5
20120210,-35,-9999,-3.5
20120211,-57,-9999,-5.7
20120212,-54,-9999,-5.4
20120213,-26,-9999,-2.6
20120214,-4,-9999,-0.4
20120215,3,-9999,0.3
20120216,9,-9999,0.9
20120217,9,-9999,0.9
20120218,1,-9999,0.1
20120219,9,-9999,0.9
20120220,-4,-9999,-0.4
20120221,-19,-9999,-1.9
20120222,-12,-9999,-1.2
20120223,34,-9999,3.4
20120224,48,-9999,4.8
20120225,26,-9999,2.6
20120226,48,-9999,4.8
20120227,49,-9999,4.9
20120228,48,-9999,4.8
20120229,75,-9999,7.5
20120301,72,-9999,7.2
20120302,81,-9999,8.1
20120303,57,-9999,5.7
20120304,57,-9999,5.7
20120305,7,-9999,0.7
20120306,3,-9999,0.3
20120307,29,-9999,2.9
20120308,26,-9999,2.6
20120309,29,-9999,2.9
20120310,36,-9999,3.6
20120311,45,-9999,4.5
20120312,66,-9999,6.6
20120313,88,-9999,8.8
20120314,112,-9999,11.2
20120315,134,-9999,13.4
20120316,111,-9999,11.1
20120317,74,-9999,7.4
20120318,30,-9999,3
20120319,9,-9999,0.9
20120320,17,-9999,1.7
20120321,17,-9999,1.7
20120322,36,-9999,3.6
20120323,62,-9999,6.2
20120324,101,-9999,10.1
20120325,117,-9999,11.7
20120326,110,-9999,11
20120327,100,-9999,10
20120328,90,-9999,9
20120329,96,-9999,9.6
20120330,96,-9999,9.6
20120331,83,-9999,8.3
20120401,74,-9999,7.4
20120402,87,-9999,8.7
20120403,53,-9999,5.3
20120404,48,-9999,4.8
20120405,44,-9999,4.4
20120406,45,-9999,4.5
20120407,30,-9999,3
20120408,41,-9999,4.1
20120409,104,-9999,10.4
20120410,62,-9999,6.2
20120411,45,-9999,4.5
20120412,47,-9999,4.7
20120413,25,-9999,2.5
20120414,23,-9999,2.3
20120415,7,-9999,0.7
20120416,9,-9999,0.9
20120417,34,-9999,3.4
20120418,41,-9999,4.1
20120419,35,-9999,3.5
20120420,55,-9999,5.5
20120421,62,-9999,6.2
20120422,53,-9999,5.3
20120423,55,-9999,5.5
20120424,56,-9999,5.6
20120425,82,-9999,8.2
20120426,62,-9999,6.2
20120427,69,-9999,6.9
20120428,46,-9999,4.6
20120429,50,-9999,5
20120430,60,-9999,6
20120501,68,-9999,6.8
20120502,106,-9999,10.6
20120503,107,-9999,10.7
20120504,84,-9999,8.4
20120505,76,-9999,7.6
20120506,75,-9999,7.5
20120507,103,-9999,10.3
20120508,135,-9999,13.5
20120509,165,-9999,16.5
20120510,194,-9999,19.4
20120511,205,-9999,20.5
20120512,125,-9999,12.5
20120513,101,-9999,10.1
20120514,105,-9999,10.5
20120515,83,-9999,8.3
20120516,124,-9999,12.4
20120517,150,-9999,15
20120518,127,-9999,12.7
20120519,98,-9999,9.8
20120520,58,-9999,5.8
20120521,59,-9999,5.9
20120522,91,-9999,9.1
20120523,135,-9999,13.5
20120524,165,-9999,16.5
20120525,200,-9999,20
20120526,149,-9999,14.9
20120527,130,-9999,13
20120528,144,-9999,14.4
20120529,174,-9999,17.4
20120530,164,-9999,16.4
20120531,187,-9999,18.7
20120601,216,-9999,21.6
20120602,188,-9999,18.8
20120603,125,-9999,12.5
20120604,135,-9999,13.5
20120605,165,-9999,16.5
20120606,163,-9999,16.3
20120607,164,-9999,16.4
20120608,108,-9999,10.8
20120609,118,-9999,11.8
20120610,145,-9999,14.5
20120611,116,-9999,11.6
20120612,100,-9999,10
20120613,116,-9999,11.6
20120614,174,-9999,17.4
20120615,184,-9999,18.4
20120616,168,-9999,16.8
20120617,184,-9999,18.4
20120618,141,-9999,14.1
20120619,159,-9999,15.9
20120620,183,-9999,18.3
20120621,133,-9999,13.3
20120622,112,-9999,11.2
20120623,156,-9999,15.6
20120624,168,-9999,16.8
20120625,178,-9999,17.8
20120626,210,-9999,21
20120627,244,-9999,24.4
20120628,221,-9999,22.1
20120629,177,-9999,17.7
20120630,134,-9999,13.4
20120701,96,-9999,9.6
20120702,132,-9999,13.2
20120703,183,-9999,18.3
20120704,159,-9999,15.9
20120705,129,-9999,12.9
20120706,149,-9999,14.9
20120707,177,-9999,17.7
20120708,150,-9999,15
20120709,150,-9999,15
20120710,141,-9999,14.1
20120711,118,-9999,11.8
20120712,155,-9999,15.5
20120713,180,-9999,18
20120714,134,-9999,13.4
20120715,133,-9999,13.3
20120716,152,-9999,15.2
20120717,198,-9999,19.8
20120718,215,-9999,21.5
20120719,160,-9999,16
20120720,138,-9999,13.8
20120721,141,-9999,14.1
20120722,148,-9999,14.8
20120723,169,-9999,16.9
20120724,201,-9999,20.1
20120725,236,-9999,23.6
20120726,235,-9999,23.5
20120727,186,-9999,18.6
20120728,151,-9999,15.1
20120729,157,-9999,15.7
20120730,171,-9999,17.1
20120731,211,-9999,21.1
20120801,192,-9999,19.2
20120802,159,-9999,15.9
20120803,161,-9999,16.1
20120804,159,-9999,15.9
20120805,129,-9999,12.9
20120806,146,-9999,14.6
20120807,184,-9999,18.4
20120808,238,-9999,23.8
20120809,259,-9999,25.9
20120810,258,-9999,25.8
20120811,196,-9999,19.6
20120812,167,-9999,16.7
20120813,187,-9999,18.7
20120814,229,-9999,22.9
20120815,176,-9999,17.6
20120816,189,-9999,18.9
20120817,270,-9999,27
20120818,283,-9999,28.3
20120819,276,-9999,27.6
20120820,265,-9999,26.5
20120821,241,-9999,24.1
20120822,199,-9999,19.9
20120823,201,-9999,20.1
20120824,197,-9999,19.7
20120825,141,-9999,14.1
20120826,161,-9999,16.1
20120827,215,-9999,21.5
20120828,201,-9999,20.1
20120829,184,-9999,18.4
20120830,124,-9999,12.4
20120831,118,-9999,11.8
20120901,113,-9999,11.3
20120902,125,-9999,12.5
20120903,127,-9999,12.7
20120904,134,-9999,13.4
20120905,154,-9999,15.4
20120906,172,-9999,17.2
20120907,201,-9999,20.1
20120908,208,-9999,20.8
20120909,193,-9999,19.3
20120910,199,-9999,19.9
20120911,196,-9999,19.6
20120912,137,-9999,13.7
20120913,114,-9999,11.4
20120914,129,-9999,12.9
20120915,145,-9999,14.5
20120916,184,-9999,18.4
20120917,186,-9999,18.6
20120918,137,-9999,13.7
20120919,118,-9999,11.8
20120920,160,-9999,16
20120921,185,-9999,18.5
20120922,199,-9999,19.9
20120923,184,-9999,18.4
20120924,152,-9999,15.2
20120925,129,-9999,12.9
20120926,103,-9999,10.3
20120927,104,-9999,10.4
20120928,124,-9999,12.4
20120929,100,-9999,10
20120930,91,-9999,9.1
20121001,80,-9999,8
20121002,116,-9999,11.6
20121003,130,-9999,13
20121004,132,-9999,13.2
20121005,166,-9999,16.6
20121006,170,-9999,17
20121007,168,-9999,16.8
20121008,184,-9999,18.4
20121009,162,-9999,16.2
20121010,157,-9999,15.7
20121011,137,-9999,13.7
20121012,87,-9999,8.7
20121013,79,-9999,7.9
20121014,87,-9999,8.7
20121015,72,-9999,7.2
20121016,105,-9999,10.5
20121017,125,-9999,12.5
20121018,143,-9999,14.3
20121019,110,-9999,11
20121020,100,-9999,10
20121021,113,-9999,11.3
20121022,118,-9999,11.8
20121023,107,-9999,10.7
20121024,128,-9999,12.8
20121025,126,-9999,12.6
20121026,115,-9999,11.5
20121027,53,-9999,5.3
20121028,16,-9999,1.6
20121029,37,-9999,3.7
20121030,49,-9999,4.9
20121031,56,-9999,5.6
20121101,80,-9999,8
20121102,103,-9999,10.3
20121103,101,-9999,10.1
20121104,78,-9999,7.8
20121105,37,-9999,3.7
20121106,43,-9999,4.3
20121107,39,-9999,3.9
20121108,77,-9999,7.7
20121109,99,-9999,9.9
20121110,69,-9999,6.9
20121111,34,-9999,3.4
20121112,45,-9999,4.5
20121113,69,-9999,6.9
20121114,118,-9999,11.8
20121115,114,-9999,11.4
20121116,105,-9999,10.5
20121117,89,-9999,8.9
20121118,73,-9999,7.3
20121119,50,-9999,5
20121120,81,-9999,8.1
20121121,62,-9999,6.2
20121122,39,-9999,3.9
20121123,69,-9999,6.9
20121124,82,-9999,8.2
20121125,85,-9999,8.5
20121126,53,-9999,5.3
20121127,15,-9999,1.5
20121128,17,-9999,1.7
20121129,10,-9999,1
20121130,3,-9999,0.3
20121201,-2,-9999,-0.2
20121202,16,-9999,1.6
20121203,45,-9999,4.5
20121204,31,-9999,3.1
20121205,16,-9999,1.6
20121206,34,-9999,3.4
20121207,54,-9999,5.4
20121208,28,-9999,2.8
20121209,18,-9999,1.8
20121210,10,-9999,1
20121211,14,-9999,1.4
20121212,-9,-9999,-0.9
20121213,33,-9999,3.3
20121214,73,-9999,7.3
20121215,82,-9999,8.2
20121216,76,-9999,7.6
20121217,49,-9999,4.9
20121218,39,-9999,3.9
20121219,82,-9999,8.2
20121220,74,-9999,7.4
20121221,80,-9999,8
20121222,88,-9999,8.8
20121223,76,-9999,7.6
20121224,96,-9999,9.6
20121225,70,-9999,7
20121226,40,-9999,4
20121227,39,-9999,3.9
20121228,47,-9999,4.7
20121229,45,-9999,4.5
20121230,6,-9999,0.6
20121231,19,-9999,1.9
20130101,43,-9999,4.3
20130102,38,-9999,3.8
20130103,43,-9999,4.3
20130104,59,-9999,5.9
20130105,87,-9999,8.7
20130106,57,-9999,5.7
20130107,42,-9999,4.2
20130108,10,-9999,1
20130109,4,-9999,0.4
20130110,51,-9999,5.1
20130111,41,-9999,4.1
20130112,44,-9999,4.4
20130113,7,-9999,0.7
20130114,7,-9999,0.7
20130115,20,-9999,2
20130116,37,-9999,3.7
20130117,20,-9999,2
20130118,71,-9999,7.1
20130119,60,-9999,6
20130120,18,-9999,1.8
20130121,17,-9999,1.7
20130122,6,-9999,0.6
20130123,2,-9999,0.2
20130124,12,-9999,1.2
20130125,19,-9999,1.9
20130126,36,-9999,3.6
20130127,53,-9999,5.3
20130128,35,-9999,3.5
20130129,60,-9999,6
20130130,87,-9999,8.7
20130131,87,-9999,8.7
20130201,82,-9999,8.2
20130202,9,-9999,0.9
20130203,8,-9999,0.8
20130204,48,-9999,4.8
20130205,53,-9999,5.3
20130206,3,-9999,0.3
20130207,0,-9999,0
20130208,3,-9999,0.3
20130209,7,-9999,0.7
20130210,14,-9999,1.4
20130211,-2,-9999,-0.2
20130212,5,-9999,0.5
20130213,31,-9999,3.1
20130214,42,-9999,4.2
20130215,32,-9999,3.2
20130216,12,-9999,1.2
20130217,37,-9999,3.7
20130218,54,-9999,5.4
20130219,48,-9999,4.8
20130220,52,-9999,5.2
20130221,47,-9999,4.7
20130222,17,-9999,1.7
20130223,-42,-9999,-4.2
20130224,-26,-9999,-2.6
20130225,-18,-9999,-1.8
20130226,-5,-9999,-0.5
20130227,-10,-9999,-1
20130228,-3,-9999,-0.3
20130301,21,-9999,2.1
20130302,31,-9999,3.1
20130303,51,-9999,5.1
20130304,46,-9999,4.6
20130305,67,-9999,6.7
20130306,95,-9999,9.5
20130307,98,-9999,9.8
20130308,82,-9999,8.2
20130309,72,-9999,7.2
20130310,68,-9999,6.8
20130311,55,-9999,5.5
20130312,29,-9999,2.9
20130313,-20,-9999,-2
20130314,-1,-9999,-0.1
20130315,10,-9999,1
20130316,28,-9999,2.8
20130317,29,-9999,2.9
20130318,19,-9999,1.9
20130319,28,-9999,2.8
20130320,48,-9999,4.8
20130321,72,-9999,7.2
20130322,76,-9999,7.6
20130323,67,-9999,6.7
20130324,62,-9999,6.2
20130325,56,-9999,5.6
20130326,82,-9999,8.2
20130327,87,-9999,8.7
20130328,94,-9999,9.4
20130329,99,-9999,9.9
20130330,67,-9999,6.7
20130331,86,-9999,8.6
20130401,66,-9999,6.6
20130402,58,-9999,5.8
20130403,68,-9999,6.8
20130404,40,-9999,4
20130405,1,-9999,0.1
20130406,5,-9999,0.5
20130407,39,-9999,3.9
20130408,67,-9999,6.7
20130409,75,-9999,7.5
20130410,102,-9999,10.2
20130411,104,-9999,10.4
20130412,91,-9999,9.1
20130413,126,-9999,12.6
20130414,150,-9999,15
20130415,139,-9999,13.9
20130416,140,-9999,14
20130417,164,-9999,16.4
20130418,75,-9999,7.5
20130419,48,-9999,4.8
20130420,44,-9999,4.4
20130421,49,-9999,4.9
20130422,53,-9999,5.3
20130423,79,-9999,7.9
20130424,124,-9999,12.4
20130425,136,-9999,13.6
20130426,83,-9999,8.3
20130427,14,-9999,1.4
20130428,18,-9999,1.8
20130429,38,-9999,3.8
20130430,51,-9999,5.1
20130501,66,-9999,6.6
20130502,51,-9999,5.1
20130503,60,-9999,6
20130504,89,-9999,8.9
20130505,102,-9999,10.2
20130506,128,-9999,12.8
20130507,144,-9999,14.4
20130508,132,-9999,13.2
20130509,100,-9999,10
20130510,78,-9999,7.8
20130511,72,-9999,7.2
20130512,66,-9999,6.6
20130513,96,-9999,9.6
20130514,108,-9999,10.8
20130515,51,-9999,5.1
20130516,48,-9999,4.8
20130517,54,-9999,5.4
20130518,50,-9999,5
20130519,60,-9999,6
20130520,61,-9999,6.1
20130521,49,-9999,4.9
20130522,71,-9999,7.1
20130523,61,-9999,6.1
20130524,52,-9999,5.2
20130525,54,-9999,5.4
20130526,83,-9999,8.3
20130527,103,-9999,10.3
20130528,64,-9999,6.4
20130529,52,-9999,5.2
20130530,62,-9999,6.2
20130531,68,-9999,6.8
20130601,72,-9999,7.2
20130602,77,-9999,7.7
20130603,86,-9999,8.6
20130604,111,-9999,11.1
20130605,156,-9999,15.6
20130606,163,-9999,16.3
20130607,131,-9999,13.1
20130608,96,-9999,9.6
20130609,105,-9999,10.5
20130610,134,-9999,13.4
20130611,164,-9999,16.4
20130612,195,-9999,19.5
20130613,134,-9999,13.4
20130614,162,-9999,16.2
20130615,143,-9999,14.3
20130616,206,-9999,20.6
20130617,158,-9999,15.8
20130618,101,-9999,10.1
20130619,88,-9999,8.8
20130620,114,-9999,11.4
20130621,111,-9999,11.1
20130622,138,-9999,13.8
20130623,100,-9999,10
20130624,96,-9999,9.6
20130625,110,-9999,11
20130626,120,-9999,12
20130627,125,-9999,12.5
20130628,123,-9999,12.3
20130629,141,-9999,14.1
20130630,156,-9999,15.6
20130701,171,-9999,17.1
20130702,186,-9999,18.6
20130703,167,-9999,16.7
20130704,177,-9999,17.7
20130705,197,-9999,19.7
20130706,195,-9999,19.5
20130707,175,-9999,17.5
20130708,199,-9999,19.9
20130709,221,-9999,22.1
20130710,221,-9999,22.1
20130711,205,-9999,20.5
20130712,210,-9999,21
20130713,211,-9999,21.1
20130714,189,-9999,18.9
20130715,178,-9999,17.8
20130716,185,-9999,18.5
20130717,168,-9999,16.8
20130718,166,-9999,16.6
20130719,193,-9999,19.3
20130720,212,-9999,21.2
20130721,217,-9999,21.7
20130722,220,-9999,22
20130723,200,-9999,20
20130724,217,-9999,21.7
20130725,228,-9999,22.8
20130726,231,-9999,23.1
20130727,180,-9999,18
20130728,162,-9999,16.2
20130729,156,-9999,15.6
20130730,199,-9999,19.9
20130731,246,-9999,24.6
20130801,259,-9999,25.9
20130802,226,-9999,22.6
20130803,180,-9999,18
20130804,204,-9999,20.4
20130805,193,-9999,19.3
20130806,173,-9999,17.3
20130807,140,-9999,14
20130808,127,-9999,12.7
20130809,145,-9999,14.5
20130810,158,-9999,15.8
20130811,201,-9999,20.1
20130812,197,-9999,19.7
20130813,166,-9999,16.6
20130814,158,-9999,15.8
20130815,183,-9999,18.3
20130816,179,-9999,17.9
20130817,184,-9999,18.4
20130818,196,-9999,19.6
20130819,151,-9999,15.1
20130820,166,-9999,16.6
20130821,195,-9999,19.5
20130822,214,-9999,21.4
20130823,177,-9999,17.7
20130824,144,-9999,14.4
20130825,141,-9999,14.1
20130826,128,-9999,12.8
20130827,135,-9999,13.5
20130828,143,-9999,14.3
20130829,147,-9999,14.7
20130830,142,-9999,14.2
20130831,139,-9999,13.9
20130901,159,-9999,15.9
20130902,160,-9999,16
20130903,182,-9999,18.2
20130904,213,-9999,21.3
20130905,179,-9999,17.9
20130906,157,-9999,15.7
20130907,132,-9999,13.2
20130908,105,-9999,10.5
20130909,126,-9999,12.6
20130910,130,-9999,13
20130911,106,-9999,10.6
20130912,120,-9999,12
20130913,134,-9999,13.4
20130914,149,-9999,14.9
20130915,113,-9999,11.3
20130916,123,-9999,12.3
20130917,108,-9999,10.8
20130918,135,-9999,13.5
20130919,129,-9999,12.9
20130920,144,-9999,14.4
20130921,139,-9999,13.9
20130922,159,-9999,15.9
20130923,187,-9999,18.7
20130924,204,-9999,20.4
20130925,211,-9999,21.1
20130926,213,-9999,21.3
20130927,208,-9999,20.8
20130928,158,-9999,15.8
20130929,148,-9999,14.8
20130930,176,-9999,17.6
20131001,172,-9999,17.2
20131002,189,-9999,18.9
20131003,182,-9999,18.2
20131004,149,-9999,14.9
20131005,122,-9999,12.2
20131006,120,-9999,12
20131007,108,-9999,10.8
20131008,92,-9999,9.2
20131009,103,-9999,10.3
20131010,80,-9999,8
20131011,61,-9999,6.1
20131012,61,-9999,6.1
20131013,94,-9999,9.4
20131014,129,-9999,12.9
20131015,138,-9999,13.8
20131016,164,-9999,16.4
20131017,156,-9999,15.6
20131018,172,-9999,17.2
20131019,157,-9999,15.7
20131020,134,-9999,13.4
20131021,134,-9999,13.4
20131022,132,-9999,13.2
20131023,128,-9999,12.8
20131024,136,-9999,13.6
20131025,148,-9999,14.8
20131026,130,-9999,13
20131027,131,-9999,13.1
20131028,106,-9999,10.6
20131029,60,-9999,6
20131030,60,-9999,6
20131031,63,-9999,6.3
20131101,95,-9999,9.5
20131102,134,-9999,13.4
20131103,94,-9999,9.4
20131104,86,-9999,8.6
20131105,127,-9999,12.7
20131106,130,-9999,13
20131107,117,-9999,11.7
20131108,95,-9999,9.5
20131109,65,-9999,6.5
20131110,88,-9999,8.8
20131111,89,-9999,8.9
20131112,90,-9999,9
20131113,91,-9999,9.1
20131114,59,-9999,5.9
20131115,15,-9999,1.5
20131116,11,-9999,1.1
20131117,43,-9999,4.3
20131118,54,-9999,5.4
20131119,38,-9999,3.8
20131120,10,-9999,1
20131121,21,-9999,2.1
20131122,10,-9999,1
20131123,15,-9999,1.5
20131124,18,-9999,1.8
20131125,13,-9999,1.3
20131126,1,-9999,0.1
20131127,-11,-9999,-1.1
20131128,-6,-9999,-0.6
20131129,12,-9999,1.2
20131130,27,-9999,2.7
20131201,12,-9999,1.2
20131202,14,-9999,1.4
20131203,60,-9999,6
20131204,53,-9999,5.3
20131205,38,-9999,3.8
20131206,32,-9999,3.2
20131207,22,-9999,2.2
20131208,31,-9999,3.1
20131209,17,-9999,1.7
20131210,16,-9999,1.6
20131211,36,-9999,3.6
20131212,25,-9999,2.5
20131213,36,-9999,3.6
20131214,46,-9999,4.6
20131215,46,-9999,4.6
20131216,57,-9999,5.7
20131217,43,-9999,4.3
20131218,56,-9999,5.6
20131219,46,-9999,4.6
20131220,15,-9999,1.5
20131221,2,-9999,0.2
20131222,31,-9999,3.1
20131223,41,-9999,4.1
20131224,60,-9999,6
20131225,41,-9999,4.1
20131226,19,-9999,1.9
20131227,95,-9999,9.5
20131228,44,-9999,4.4
20131229,4,-9999,0.4
20131230,28,-9999,2.8
20131231,46,-9999,4.6
20140101,68,-9999,6.8
20140102,89,-9999,8.9
20140103,96,-9999,9.6
20140104,50,-9999,5
20140105,48,-9999,4.8
20140106,83,-9999,8.3
20140107,87,-9999,8.7
20140108,89,-9999,8.9
20140109,78,-9999,7.8
20140110,82,-9999,8.2
20140111,40,-9999,4
20140112,64,-9999,6.4
20140113,48,-9999,4.8
20140114,44,-9999,4.4
20140115,67,-9999,6.7
20140116,48,-9999,4.8
20140117,31,-9999,3.1
20140118,25,-9999,2.5
20140119,6,-9999,0.6
20140120,7,-9999,0.7
20140121,19,-9999,1.9
20140122,31,-9999,3.1
20140123,33,-9999,3.3
20140124,54,-9999,5.4
20140125,79,-9999,7.9
20140126,77,-9999,7.7
20140127,27,-9999,2.7
20140128,16,-9999,1.6
20140129,18,-9999,1.8
20140130,9,-9999,0.9
20140131,31,-9999,3.1
20140201,18,-9999,1.8
20140202,-9,-9999,-0.9
20140203,5,-9999,0.5
20140204,25,-9999,2.5
20140205,45,-9999,4.5
20140206,69,-9999,6.9
20140207,51,-9999,5.1
20140208,57,-9999,5.7
20140209,16,-9999,1.6
20140210,8,-9999,0.8
20140211,4,-9999,0.4
20140212,29,-9999,2.9
20140213,77,-9999,7.7
20140214,115,-9999,11.5
20140215,51,-9999,5.1
20140216,23,-9999,2.3
20140217,36,-9999,3.6
20140218,42,-9999,4.2
20140219,32,-9999,3.2
20140220,54,-9999,5.4
20140221,26,-9999,2.6
20140222,27,-9999,2.7
20140223,52,-9999,5.2
20140224,53,-9999,5.3
20140225,45,-9999,4.5
20140226,5,-9999,0.5
20140227,33,-9999,3.3
20140228,25,-9999,2.5
20140301,28,-9999,2.8
20140302,76,-9999,7.6
20140303,22,-9999,2.2
20140304,25,-9999,2.5
20140305,56,-9999,5.6
20140306,63,-9999,6.3
20140307,77,-9999,7.7
20140308,93,-9999,9.3
20140309,92,-9999,9.2
20140310,93,-9999,9.3
20140311,76,-9999,7.6
20140312,76,-9999,7.6
20140313,68,-9999,6.8
20140314,74,-9999,7.4
20140315,59,-9999,5.9
20140316,79,-9999,7.9
20140317,111,-9999,11.1
20140318,64,-9999,6.4
20140319,81,-9999,8.1
20140320,112,-9999,11.2
20140321,115,-9999,11.5
20140322,44,-9999,4.4
20140323,7,-9999,0.7
20140324,20,-9999,2
20140325,21,-9999,2.1
20140326,14,-9999,1.4
20140327,39,-9999,3.9
20140328,55,-9999,5.5
20140329,67,-9999,6.7
20140330,78,-9999,7.8
20140331,93,-9999,9.3
20140401,108,-9999,10.8
20140402,81,-9999,8.1
20140403,60,-9999,6
20140404,78,-9999,7.8
20140405,109,-9999,10.9
20140406,130,-9999,13
20140407,145,-9999,14.5
20140408,89,-9999,8.9
20140409,113,-9999,11.3
20140410,137,-9999,13.7
20140411,108,-9999,10.8
20140412,81,-9999,8.1
20140413,112,-9999,11.2
20140414,131,-9999,13.1
20140415,147,-9999,14.7
20140416,126,-9999,12.6
20140417,106,-9999,10.6
20140418,112,-9999,11.2
20140419,102,-9999,10.2
20140420,66,-9999,6.6
20140421,85,-9999,8.5
20140422,84,-9999,8.4
20140423,100,-9999,10
20140424,86,-9999,8.6
20140425,75,-9999,7.5
20140426,76,-9999,7.6
20140427,75,-9999,7.5
20140428,82,-9999,8.2
20140429,99,-9999,9.9
20140430,110,-9999,11
20140501,90,-9999,9
20140502,64,-9999,6.4
20140503,67,-9999,6.7
20140504,88,-9999,8.8
20140505,139,-9999,13.9
20140506,139,-9999,13.9
20140507,124,-9999,12.4
20140508,124,-9999,12.4
20140509,117,-9999,11.7
20140510,136,-9999,13.6
20140511,92,-9999,9.2
20140512,73,-9999,7.3
20140513,68,-9999,6.8
20140514,88,-9999,8.8
20140515,114,-9999,11.4
20140516,95,-9999,9.5
20140517,99,-9999,9.9
20140518,135,-9999,13.5
20140519,140,-9999,14
20140520,117,-9999,11.7
20140521,119,-9999,11.9
20140522,83,-9999,8.3
20140523,86,-9999,8.6
20140524,87,-9999,8.7
20140525,79,-9999,7.9
20140526,76,-9999,7.6
20140527,104,-9999,10.4
20140528,87,-9999,8.7
20140529,106,-9999,10.6
20140530,86,-9999,8.6
20140531,88,-9999,8.8
20140601,96,-9999,9.6
20140602,98,-9999,9.8
20140603,126,-9999,12.6
20140604,89,-9999,8.9
20140605,148,-9999,14.8
20140606,190,-9999,19
20140607,177,-9999,17.7
20140608,178,-9999,17.8
20140609,184,-9999,18.4
20140610,140,-9999,14
20140611,175,-9999,17.5
20140612,198,-9999,19.8
20140613,176,-9999,17.6
20140614,146,-9999,14.6
20140615,137,-9999,13.7
20140616,126,-9999,12.6
20140617,131,-9999,13.1
20140618,142,-9999,14.2
20140619,158,-9999,15.8
20140620,201,-9999,20.1
20140621,201,-9999,20.1
20140622,186,-9999,18.6
20140623,158,-9999,15.8
20140624,146,-9999,14.6
20140625,145,-9999,14.5
20140626,136,-9999,13.6
20140627,163,-9999,16.3
20140628,155,-9999,15.5
20140629,120,-9999,12
20140630,151,-9999,15.1
20140701,159,-9999,15.9
20140702,137,-9999,13.7
20140703,153,-9999,15.3
20140704,158,-9999,15.8
20140705,196,-9999,19.6
20140706,145,-9999,14.5
20140707,115,-9999,11.5
20140708,125,-9999,12.5
20140709,112,-9999,11.2
20140710,115,-9999,11.5
20140711,121,-9999,12.1
20140712,124,-9999,12.4
20140713,153,-9999,15.3
20140714,159,-9999,15.9
20140715,185,-9999,18.5
20140716,220,-9999,22
20140717,243,-9999,24.3
20140718,235,-9999,23.5
20140719,172,-9999,17.2
20140720,144,-9999,14.4
20140721,142,-9999,14.2
20140722,162,-9999,16.2
20140723,184,-9999,18.4
20140724,181,-9999,18.1
20140725,182,-9999,18.2
20140726,178,-9999,17.8
20140727,166,-9999,16.6
20140728,150,-9999,15
20140729,134,-9999,13.4
20140730,140,-9999,14
20140731,185,-9999,18.5
20140801,168,-9999,16.8
20140802,170,-9999,17
20140803,170,-9999,17
20140804,162,-9999,16.2
20140805,171,-9999,17.1
20140806,171,-9999,17.1
20140807,194,-9999,19.4
20140808,198,-9999,19.8
20140809,203,-9999,20.3
20140810,208,-9999,20.8
20140811,149,-9999,14.9
20140812,175,-9999,17.5
20140813,120,-9999,12
20140814,136,-9999,13.6
20140815,138,-9999,13.8
20140816,116,-9999,11.6
20140817,144,-9999,14.4
20140818,166,-9999,16.6
20140819,146,-9999,14.6
20140820,130,-9999,13
20140821,135,-9999,13.5
20140822,114,-9999,11.4
20140823,-9999,-9999,NA
20140824,-9999,-9999,NA
20140825,189,-9999,18.9
20140826,186,-9999,18.6
20140827,204,-9999,20.4
20140828,191,-9999,19.1
20140829,142,-9999,14.2
20140830,150,-9999,15
20140831,160,-9999,16
20140901,165,-9999,16.5
20140902,166,-9999,16.6
20140903,186,-9999,18.6
20140904,168,-9999,16.8
20140905,163,-9999,16.3
20140906,198,-9999,19.8
20140907,195,-9999,19.5
20140908,166,-9999,16.6
20140909,182,-9999,18.2
20140910,197,-9999,19.7
20140911,176,-9999,17.6
20140912,162,-9999,16.2
