YYYYMMDD, C072, G072,TminDay_C
20011227,-9999,-9999,NA
20011228,-9999,-9999,NA
20011229,-9999,-9999,NA
20011230,-9999,-9999,NA
20011231,-9999,-9999,NA
20020101,-9999,-9999,NA
20020102,-9999,-9999,NA
20020103,-9999,-9999,NA
20020104,-9999,-9999,NA
20020105,-9999,-9999,NA
20020106,-9999,-9999,NA
20020107,-9999,-9999,NA
20020108,-9999,-9999,NA
20020109,-9999,-9999,NA
20020110,-9999,-9999,NA
20020111,-9999,-9999,NA
20020112,-9999,-9999,NA
20020113,-9999,-9999,NA
20020114,-9999,-9999,NA
20020115,-9999,-9999,NA
20020116,-9999,-9999,NA
20020117,-9999,-9999,NA
20020118,-9999,-9999,NA
20020119,-9999,-9999,NA
20020120,-9999,-9999,NA
20020121,-9999,-9999,NA
20020122,-9999,-9999,NA
20020123,-9999,-9999,NA
20020124,-9999,-9999,NA
20020125,-9999,28,2.8
20020126,-9999,55,5.5
20020127,-9999,74,7.4
20020128,-9999,72,7.2
20020129,-9999,37,3.7
20020130,-9999,43,4.3
20020131,-9999,40,4
20020201,-9999,39,3.9
20020202,-9999,32,3.2
20020203,-9999,41,4.1
20020204,-9999,17,1.7
20020205,-9999,22,2.2
20020206,-9999,1,0.1
20020207,-9999,21,2.1
20020208,-9999,66,6.6
20020209,-9999,58,5.8
20020210,-9999,57,5.7
20020211,-9999,58,5.8
20020212,-9999,55,5.5
20020213,-9999,31,3.1
20020214,-9999,-1,-0.1
20020215,-9999,-1,-0.1
20020216,-9999,-3,-0.3
20020217,-9999,2,0.2
20020218,-9999,3,0.3
20020219,-9999,4,0.4
20020220,-9999,-5,-0.5
20020221,-9999,22,2.2
20020222,-9999,24,2.4
20020223,-9999,47,4.7
20020224,-9999,41,4.1
20020225,-9999,17,1.7
20020226,-9999,45,4.5
20020227,-9999,40,4
20020228,-9999,30,3
20020301,-9999,4,0.4
20020302,-9999,-29,-2.9
20020303,-9999,-2,-0.2
20020304,-9999,23,2.3
20020305,-9999,9,0.9
20020306,-9999,11,1.1
20020307,-9999,-9999,NA
20020308,-9999,-9999,NA
20020309,-9999,-9999,NA
20020310,-9999,-9999,NA
20020311,-9999,-9999,NA
20020312,-9999,-9999,NA
20020313,-9999,-9999,NA
20020314,-9999,-9999,NA
20020315,-9999,-9999,NA
20020316,-9999,-9999,NA
20020317,-9999,-9999,NA
20020318,-9999,-9999,NA
20020319,-9999,-9999,NA
20020320,-9999,-9999,NA
20020321,-9999,-9999,NA
20020322,-9999,-9999,NA
20020323,-9999,-9999,NA
20020324,-9999,-9999,NA
20020325,-9999,-9999,NA
20020326,-9999,-9999,NA
20020327,-9999,-9999,NA
20020328,-9999,-9999,NA
20020329,-9999,-9999,NA
20020330,-9999,-9999,NA
20020331,-9999,-9999,NA
20020401,-9999,-9999,NA
20020402,-9999,-9999,NA
20020403,-9999,-9999,NA
20020404,-9999,-9999,NA
20020405,-9999,4,0.4
20020406,-9999,41,4.1
20020407,-9999,26,2.6
20020408,-9999,52,5.2
20020409,-9999,31,3.1
20020410,-9999,-1,-0.1
20020411,-9999,-12,-1.2
20020412,-9999,24,2.4
20020413,-9999,19,1.9
20020414,-9999,16,1.6
20020415,-9999,16,1.6
20020416,-9999,11,1.1
20020417,-9999,54,5.4
20020418,-9999,42,4.2
20020419,-9999,45,4.5
20020420,-9999,76,7.6
20020421,-9999,84,8.4
20020422,-9999,82,8.2
20020423,-9999,84,8.4
20020424,-9999,106,10.6
20020425,-9999,78,7.8
20020426,-9999,62,6.2
20020427,-9999,52,5.2
20020428,-9999,54,5.4
20020429,-9999,57,5.7
20020430,-9999,50,5
20020501,-9999,24,2.4
20020502,-9999,7,0.7
20020503,-9999,10,1
20020504,-9999,26,2.6
20020505,-9999,26,2.6
20020506,-9999,19,1.9
20020507,-9999,37,3.7
20020508,-9999,55,5.5
20020509,-9999,60,6
20020510,-9999,49,4.9
20020511,-9999,48,4.8
20020512,-9999,54,5.4
20020513,-9999,81,8.1
20020514,-9999,81,8.1
20020515,-9999,123,12.3
20020516,-9999,123,12.3
20020517,-9999,68,6.8
20020518,-9999,62,6.2
20020519,-9999,78,7.8
20020520,-9999,98,9.8
20020521,-9999,78,7.8
20020522,-9999,54,5.4
20020523,-9999,49,4.9
20020524,-9999,62,6.2
20020525,-9999,48,4.8
20020526,-9999,48,4.8
20020527,-9999,37,3.7
20020528,-9999,50,5
20020529,-9999,59,5.9
20020530,-9999,72,7.2
20020531,-9999,122,12.2
20020601,-9999,129,12.9
20020602,-9999,97,9.7
20020603,-9999,98,9.8
20020604,-9999,93,9.3
20020605,-9999,49,4.9
20020606,-9999,40,4
20020607,-9999,41,4.1
20020608,-9999,55,5.5
20020609,-9999,55,5.5
20020610,-9999,70,7
20020611,-9999,104,10.4
20020612,-9999,132,13.2
20020613,-9999,159,15.9
20020614,-9999,121,12.1
20020615,-9999,121,12.1
20020616,-9999,137,13.7
20020617,-9999,130,13
20020618,-9999,120,12
20020619,-9999,103,10.3
20020620,-9999,98,9.8
20020621,-9999,108,10.8
20020622,-9999,112,11.2
20020623,-9999,98,9.8
20020624,-9999,84,8.4
20020625,-9999,82,8.2
20020626,-9999,117,11.7
20020627,-9999,-9999,NA
20020628,-9999,-9999,NA
20020629,-9999,-9999,NA
20020630,-9999,-9999,NA
20020701,-9999,-9999,NA
20020702,-9999,97,9.7
20020703,-9999,98,9.8
20020704,-9999,88,8.8
20020705,-9999,87,8.7
20020706,-9999,87,8.7
20020707,-9999,84,8.4
20020708,-9999,110,11
20020709,-9999,94,9.4
20020710,-9999,86,8.6
20020711,-9999,80,8
20020712,-9999,107,10.7
20020713,-9999,75,7.5
20020714,-9999,77,7.7
20020715,-9999,89,8.9
20020716,-9999,93,9.3
20020717,-9999,99,9.9
20020718,-9999,128,12.8
20020719,-9999,190,19
20020720,-9999,168,16.8
20020721,-9999,126,12.6
20020722,-9999,105,10.5
20020723,-9999,107,10.7
20020724,-9999,93,9.3
20020725,-9999,140,14
20020726,-9999,133,13.3
20020727,-9999,140,14
20020728,-9999,137,13.7
20020729,-9999,132,13.2
20020730,-9999,105,10.5
20020731,-9999,86,8.6
20020801,-9999,78,7.8
20020802,-9999,96,9.6
20020803,-9999,112,11.2
20020804,-9999,118,11.8
20020805,-9999,111,11.1
20020806,-9999,109,10.9
20020807,-9999,108,10.8
20020808,-9999,99,9.9
20020809,-9999,83,8.3
20020810,-9999,87,8.7
20020811,-9999,84,8.4
20020812,-9999,103,10.3
20020813,-9999,95,9.5
20020814,-9999,151,15.1
20020815,-9999,132,13.2
20020816,-9999,129,12.9
20020817,-9999,132,13.2
20020818,-9999,132,13.2
20020819,-9999,131,13.1
20020820,-9999,142,14.2
20020821,-9999,117,11.7
20020822,-9999,111,11.1
20020823,-9999,110,11
20020824,-9999,125,12.5
20020825,-9999,113,11.3
20020826,-9999,97,9.7
20020827,-9999,95,9.5
20020828,-9999,107,10.7
20020829,-9999,103,10.3
20020830,-9999,118,11.8
20020831,-9999,122,12.2
20020901,-9999,114,11.4
20020902,-9999,108,10.8
20020903,-9999,135,13.5
20020904,-9999,103,10.3
20020905,-9999,100,10
20020906,-9999,96,9.6
20020907,-9999,117,11.7
20020908,-9999,98,9.8
20020909,-9999,81,8.1
20020910,-9999,99,9.9
20020911,-9999,109,10.9
20020912,-9999,101,10.1
20020913,-9999,100,10
20020914,-9999,113,11.3
20020915,-9999,149,14.9
20020916,-9999,145,14.5
20020917,-9999,119,11.9
20020918,-9999,139,13.9
20020919,-9999,127,12.7
20020920,-9999,144,14.4
20020921,-9999,-9999,NA
20020922,-9999,-9999,NA
20020923,-9999,-9999,NA
20020924,-9999,-9999,NA
20020925,-9999,-9999,NA
20020926,-9999,-9999,NA
20020927,-9999,-9999,NA
20020928,-9999,-9999,NA
20020929,-9999,-9999,NA
20020930,-9999,-9999,NA
20021001,-9999,-9999,NA
20021002,-9999,-9999,NA
20021003,-9999,-9999,NA
20021004,-9999,-9999,NA
20021005,-9999,-9999,NA
20021006,-9999,-9999,NA
20021007,-9999,-9999,NA
20021008,-9999,-9999,NA
20021009,-9999,-9999,NA
20021010,-9999,-9999,NA
20021011,-9999,-9999,NA
20021012,-9999,-9999,NA
20021013,-9999,-9999,NA
20021014,-9999,-9999,NA
20021015,-9999,109,10.9
20021016,-9999,77,7.7
20021017,-9999,54,5.4
20021018,-9999,43,4.3
20021019,-9999,51,5.1
20021020,-9999,85,8.5
20021021,-9999,98,9.8
20021022,-9999,100,10
20021023,-9999,61,6.1
20021024,-9999,63,6.3
20021025,-9999,117,11.7
20021026,-9999,100,10
20021027,-9999,82,8.2
20021028,-9999,76,7.6
20021029,-9999,92,9.2
20021030,-9999,84,8.4
20021031,-9999,80,8
20021101,-9999,59,5.9
20021102,-9999,97,9.7
20021103,-9999,72,7.2
20021104,-9999,66,6.6
20021105,-9999,70,7
20021106,-9999,49,4.9
20021107,-9999,44,4.4
20021108,-9999,53,5.3
20021109,-9999,70,7
20021110,-9999,87,8.7
20021111,-9999,67,6.7
20021112,-9999,54,5.4
20021113,-9999,59,5.9
20021114,-9999,29,2.9
20021115,-9999,31,3.1
20021116,-9999,38,3.8
20021117,-9999,36,3.6
20021118,-9999,44,4.4
20021119,-9999,39,3.9
20021120,-9999,33,3.3
20021121,-9999,38,3.8
20021122,-9999,40,4
20021123,-9999,44,4.4
20021124,-9999,21,2.1
20021125,-9999,23,2.3
20021126,-9999,38,3.8
20021127,-9999,64,6.4
20021128,-9999,45,4.5
20021129,-9999,31,3.1
20021130,-9999,42,4.2
20021201,-9999,47,4.7
20021202,-9999,30,3
20021203,-9999,19,1.9
20021204,-9999,43,4.3
20021205,-9999,5,0.5
20021206,-9999,17,1.7
20021207,-9999,15,1.5
20021208,-9999,16,1.6
20021209,-9999,7,0.7
20021210,-9999,19,1.9
20021211,-9999,22,2.2
20021212,-9999,25,2.5
20021213,-9999,9,0.9
20021214,-9999,46,4.6
20021215,-9999,20,2
20021216,-9999,19,1.9
20021217,-9999,21,2.1
20021218,-9999,50,5
20021219,-9999,65,6.5
20021220,-9999,61,6.1
20021221,-9999,57,5.7
20021222,-9999,62,6.2
20021223,-9999,43,4.3
20021224,-9999,70,7
20021225,-9999,79,7.9
20021226,-9999,98,9.8
20021227,-9999,41,4.1
20021228,-9999,31,3.1
20021229,-9999,37,3.7
20021230,-9999,44,4.4
20021231,-9999,33,3.3
20030101,-9999,60,6
20030102,-9999,79,7.9
20030103,-9999,49,4.9
20030104,-9999,16,1.6
20030105,-9999,10,1
20030106,-9999,0,0
20030107,-9999,-7,-0.7
20030108,-9999,0,0
20030109,-9999,-37,-3.7
20030110,-9999,-36,-3.6
20030111,-9999,-36,-3.6
20030112,-9999,-47,-4.7
20030113,-9999,-39,-3.9
20030114,-9999,-42,-4.2
20030115,-9999,-3,-0.3
20030116,-9999,10,1
20030117,-9999,-12,-1.2
20030118,-9999,21,2.1
20030119,-9999,29,2.9
20030120,-9999,34,3.4
20030121,-9999,31,3.1
20030122,-9999,28,2.8
20030123,-9999,18,1.8
20030124,-9999,6,0.6
20030125,-9999,21,2.1
20030126,-9999,29,2.9
20030127,-9999,61,6.1
20030128,-9999,10,1
20030129,-9999,-11,-1.1
20030130,-9999,-34,-3.4
20030131,-9999,-37,-3.7
20030201,-9999,-27,-2.7
20030202,-9999,13,1.3
20030203,-9999,15,1.5
20030204,-9999,2,0.2
20030205,-9999,-3,-0.3
20030206,-9999,16,1.6
20030207,-9999,5,0.5
20030208,-9999,30,3
20030209,-9999,22,2.2
20030210,-9999,20,2
20030211,-9999,21,2.1
20030212,-9999,19,1.9
20030213,-9999,4,0.4
20030214,-9999,-20,-2
20030215,-9999,-46,-4.6
20030216,-9999,-58,-5.8
20030217,-9999,-54,-5.4
20030218,-9999,-75,-7.5
20030219,-9999,-28,-2.8
20030220,-9999,-23,-2.3
20030221,-9999,-12,-1.2
20030222,-9999,35,3.5
20030223,-9999,38,3.8
20030224,-9999,50,5
20030225,-9999,46,4.6
20030226,-9999,28,2.8
20030227,-9999,27,2.7
20030228,-9999,30,3
20030301,-9999,56,5.6
20030302,-9999,55,5.5
20030303,-9999,63,6.3
20030304,-9999,66,6.6
20030305,-9999,37,3.7
20030306,-9999,28,2.8
20030307,-9999,17,1.7
20030308,-9999,27,2.7
20030309,-9999,68,6.8
20030310,-9999,64,6.4
20030311,-9999,60,6
20030312,-9999,72,7.2
20030313,-9999,110,11
20030314,-9999,74,7.4
20030315,-9999,56,5.6
20030316,-9999,40,4
20030317,-9999,33,3.3
20030318,-9999,28,2.8
20030319,-9999,43,4.3
20030320,-9999,35,3.5
20030321,-9999,36,3.6
20030322,-9999,38,3.8
20030323,-9999,53,5.3
20030324,-9999,48,4.8
20030325,-9999,42,4.2
20030326,-9999,56,5.6
20030327,-9999,77,7.7
20030328,-9999,66,6.6
20030329,-9999,65,6.5
20030330,-9999,71,7.1
20030331,-9999,66,6.6
20030401,-9999,71,7.1
20030402,-9999,19,1.9
20030403,-9999,5,0.5
20030404,-9999,5,0.5
20030405,-9999,18,1.8
20030406,-9999,36,3.6
20030407,-9999,10,1
20030408,-9999,19,1.9
20030409,-9999,13,1.3
20030410,-9999,2,0.2
20030411,-9999,23,2.3
20030412,-9999,11,1.1
20030413,-9999,63,6.3
20030414,-9999,67,6.7
20030415,-9999,67,6.7
20030416,-9999,77,7.7
20030417,-9999,73,7.3
20030418,-9999,89,8.9
20030419,-9999,70,7
20030420,-9999,41,4.1
20030421,-9999,62,6.2
20030422,-9999,100,10
20030423,-9999,69,6.9
20030424,-9999,79,7.9
20030425,-9999,95,9.5
20030426,-9999,79,7.9
20030427,-9999,73,7.3
20030428,-9999,95,9.5
20030429,-9999,90,9
20030430,-9999,64,6.4
20030501,-9999,61,6.1
20030502,-9999,55,5.5
20030503,-9999,47,4.7
20030504,-9999,77,7.7
20030505,-9999,32,3.2
20030506,-9999,31,3.1
20030507,-9999,52,5.2
20030508,-9999,55,5.5
20030509,-9999,61,6.1
20030510,-9999,45,4.5
20030511,-9999,66,6.6
20030512,-9999,65,6.5
20030513,-9999,46,4.6
20030514,-9999,39,3.9
20030515,-9999,38,3.8
20030516,-9999,75,7.5
20030517,-9999,63,6.3
20030518,-9999,100,10
20030519,-9999,72,7.2
20030520,-9999,61,6.1
20030521,-9999,58,5.8
20030522,-9999,122,12.2
20030523,-9999,94,9.4
20030524,-9999,54,5.4
20030525,-9999,46,4.6
20030526,-9999,44,4.4
20030527,-9999,57,5.7
20030528,-9999,97,9.7
20030529,-9999,160,16
20030530,-9999,154,15.4
20030531,-9999,143,14.3
20030601,-9999,105,10.5
20030602,-9999,112,11.2
20030603,-9999,131,13.1
20030604,-9999,92,9.2
20030605,-9999,92,9.2
20030606,-9999,101,10.1
20030607,-9999,127,12.7
20030608,-9999,110,11
20030609,-9999,120,12
20030610,-9999,132,13.2
20030611,-9999,130,13
20030612,-9999,138,13.8
20030613,-9999,163,16.3
20030614,-9999,157,15.7
20030615,-9999,149,14.9
20030616,-9999,128,12.8
20030617,-9999,112,11.2
20030618,-9999,101,10.1
20030619,-9999,98,9.8
20030620,-9999,153,15.3
20030621,-9999,216,21.6
20030622,-9999,137,13.7
20030623,-9999,133,13.3
20030624,-9999,142,14.2
20030625,-9999,131,13.1
20030626,-9999,125,12.5
20030627,-9999,97,9.7
20030628,-9999,104,10.4
20030629,-9999,120,12
20030630,-9999,105,10.5
20030701,-9999,105,10.5
20030702,-9999,108,10.8
20030703,-9999,101,10.1
20030704,-9999,90,9
20030705,-9999,102,10.2
20030706,-9999,105,10.5
20030707,-9999,111,11.1
20030708,-9999,117,11.7
20030709,-9999,127,12.7
20030710,-9999,134,13.4
20030711,-9999,147,14.7
20030712,-9999,147,14.7
20030713,-9999,149,14.9
20030714,-9999,143,14.3
20030715,-9999,121,12.1
20030716,-9999,101,10.1
20030717,-9999,103,10.3
20030718,-9999,151,15.1
20030719,-9999,142,14.2
20030720,-9999,135,13.5
20030721,-9999,128,12.8
20030722,-9999,129,12.9
20030723,-9999,127,12.7
20030724,-9999,125,12.5
20030725,-9999,136,13.6
20030726,-9999,141,14.1
20030727,-9999,112,11.2
20030728,-9999,112,11.2
20030729,-9999,131,13.1
20030730,-9999,148,14.8
20030731,-9999,137,13.7
20030801,-9999,149,14.9
20030802,-9999,173,17.3
20030803,-9999,215,21.5
20030804,-9999,214,21.4
20030805,-9999,183,18.3
20030806,-9999,172,17.2
20030807,-9999,224,22.4
20030808,-9999,226,22.6
20030809,-9999,218,21.8
20030810,-9999,178,17.8
20030811,-9999,174,17.4
20030812,-9999,224,22.4
20030813,-9999,194,19.4
20030814,-9999,152,15.2
20030815,-9999,144,14.4
20030816,-9999,140,14
20030817,-9999,135,13.5
20030818,-9999,145,14.5
20030819,-9999,159,15.9
20030820,-9999,132,13.2
20030821,-9999,144,14.4
20030822,-9999,147,14.7
20030823,-9999,156,15.6
20030824,-9999,177,17.7
20030825,-9999,138,13.8
20030826,-9999,125,12.5
20030827,-9999,129,12.9
20030828,-9999,127,12.7
20030829,-9999,130,13
20030830,-9999,113,11.3
20030831,-9999,108,10.8
20030901,-9999,99,9.9
20030902,-9999,101,10.1
20030903,-9999,105,10.5
20030904,-9999,124,12.4
20030905,-9999,125,12.5
20030906,-9999,109,10.9
20030907,-9999,115,11.5
20030908,-9999,107,10.7
20030909,-9999,100,10
20030910,-9999,95,9.5
20030911,-9999,123,12.3
20030912,-9999,132,13.2
20030913,-9999,121,12.1
20030914,-9999,123,12.3
20030915,-9999,109,10.9
20030916,-9999,111,11.1
20030917,-9999,164,16.4
20030918,-9999,155,15.5
20030919,-9999,127,12.7
20030920,-9999,118,11.8
20030921,-9999,141,14.1
20030922,-9999,121,12.1
20030923,-9999,92,9.2
20030924,-9999,80,8
20030925,-9999,126,12.6
20030926,-9999,124,12.4
20030927,-9999,132,13.2
20030928,-9999,111,11.1
20030929,-9999,98,9.8
20030930,-9999,111,11.1
20031001,-9999,111,11.1
20031002,-9999,107,10.7
20031003,-9999,93,9.3
20031004,-9999,85,8.5
20031005,-9999,53,5.3
20031006,-9999,49,4.9
20031007,-9999,61,6.1
20031008,-9999,98,9.8
20031009,-9999,95,9.5
