YYYYMMDD, C024, G024,TmaxDay_C
20131127,14,-9999,1.4
20131128,67,-9999,6.7
20131129,29,-9999,2.9
20131130,44,-9999,4.4
20131201,38,-9999,3.8
20131202,30,-9999,3
20131203,111,-9999,11.1
20131204,128,-9999,12.8
20131205,53,-9999,5.3
20131206,69,-9999,6.9
20131207,116,-9999,11.6
20131208,111,-9999,11.1
20131209,46,-9999,4.6
20131210,84,-9999,8.4
20131211,66,-9999,6.6
20131212,107,-9999,10.7
20131213,80,-9999,8
20131214,112,-9999,11.2
20131215,105,-9999,10.5
20131216,81,-9999,8.1
20131217,58,-9999,5.8
20131218,92,-9999,9.2
20131219,90,-9999,9
20131220,33,-9999,3.3
20131221,32,-9999,3.2
20131222,81,-9999,8.1
20131223,78,-9999,7.8
20131224,74,-9999,7.4
20131225,68,-9999,6.8
20131226,56,-9999,5.6
20131227,126,-9999,12.6
20131228,92,-9999,9.2
20131229,50,-9999,5
20131230,67,-9999,6.7
20131231,67,-9999,6.7
20140101,91,-9999,9.1
20140102,104,-9999,10.4
20140103,110,-9999,11
20140104,96,-9999,9.6
20140105,91,-9999,9.1
20140106,120,-9999,12
20140107,101,-9999,10.1
20140108,117,-9999,11.7
20140109,122,-9999,12.2
20140110,137,-9999,13.7
20140111,110,-9999,11
20140112,108,-9999,10.8
20140113,71,-9999,7.1
20140114,55,-9999,5.5
20140115,86,-9999,8.6
20140116,72,-9999,7.2
20140117,67,-9999,6.7
20140118,41,-9999,4.1
20140119,27,-9999,2.7
20140120,10,-9999,1
20140121,38,-9999,3.8
20140122,43,-9999,4.3
20140123,47,-9999,4.7
20140124,76,-9999,7.6
20140125,87,-9999,8.7
20140126,98,-9999,9.8
20140127,53,-9999,5.3
20140128,41,-9999,4.1
20140129,49,-9999,4.9
20140130,17,-9999,1.7
20140131,54,-9999,5.4
20140201,61,-9999,6.1
20140202,38,-9999,3.8
20140203,19,-9999,1.9
20140204,42,-9999,4.2
20140205,68,-9999,6.8
20140206,127,-9999,12.7
20140207,74,-9999,7.4
20140208,83,-9999,8.3
20140209,34,-9999,3.4
20140210,28,-9999,2.8
20140211,27,-9999,2.7
20140212,65,-9999,6.5
20140213,113,-9999,11.3
20140214,178,-9999,17.8
20140215,69,-9999,6.9
20140216,84,-9999,8.4
20140217,83,-9999,8.3
20140218,61,-9999,6.1
20140219,60,-9999,6
20140220,114,-9999,11.4
20140221,72,-9999,7.2
20140222,91,-9999,9.1
20140223,103,-9999,10.3
20140224,96,-9999,9.6
20140225,111,-9999,11.1
20140226,41,-9999,4.1
20140227,85,-9999,8.5
20140228,64,-9999,6.4
20140301,61,-9999,6.1
20140302,98,-9999,9.8
20140303,65,-9999,6.5
20140304,46,-9999,4.6
20140305,64,-9999,6.4
20140306,120,-9999,12
20140307,160,-9999,16
20140308,145,-9999,14.5
20140309,137,-9999,13.7
20140310,160,-9999,16
20140311,142,-9999,14.2
20140312,131,-9999,13.1
20140313,111,-9999,11.1
20140314,152,-9999,15.2
20140315,91,-9999,9.1
20140316,158,-9999,15.8
20140317,222,-9999,22.2
20140318,133,-9999,13.3
20140319,165,-9999,16.5
20140320,196,-9999,19.6
20140321,175,-9999,17.5
20140322,98,-9999,9.8
20140323,25,-9999,2.5
20140324,66,-9999,6.6
20140325,49,-9999,4.9
20140326,30,-9999,3
20140327,96,-9999,9.6
20140328,83,-9999,8.3
20140329,91,-9999,9.1
20140330,101,-9999,10.1
20140331,126,-9999,12.6
20140401,154,-9999,15.4
20140402,103,-9999,10.3
20140403,78,-9999,7.8
20140404,123,-9999,12.3
20140405,157,-9999,15.7
20140406,219,-9999,21.9
20140407,220,-9999,22
20140408,126,-9999,12.6
20140409,208,-9999,20.8
20140410,230,-9999,23
20140411,145,-9999,14.5
20140412,116,-9999,11.6
20140413,178,-9999,17.8
20140414,204,-9999,20.4
20140415,221,-9999,22.1
20140416,230,-9999,23
20140417,200,-9999,20
20140418,206,-9999,20.6
20140419,159,-9999,15.9
20140420,90,-9999,9
20140421,141,-9999,14.1
20140422,135,-9999,13.5
20140423,170,-9999,17
20140424,132,-9999,13.2
20140425,131,-9999,13.1
20140426,109,-9999,10.9
20140427,127,-9999,12.7
20140428,113,-9999,11.3
20140429,142,-9999,14.2
20140430,150,-9999,15
20140501,115,-9999,11.5
20140502,80,-9999,8
20140503,100,-9999,10
20140504,169,-9999,16.9
20140505,209,-9999,20.9
20140506,190,-9999,19
20140507,179,-9999,17.9
20140508,206,-9999,20.6
20140509,160,-9999,16
20140510,200,-9999,20
20140511,122,-9999,12.2
20140512,133,-9999,13.3
20140513,112,-9999,11.2
20140514,143,-9999,14.3
20140515,172,-9999,17.2
20140516,162,-9999,16.2
20140517,157,-9999,15.7
20140518,206,-9999,20.6
20140519,197,-9999,19.7
20140520,168,-9999,16.8
20140521,163,-9999,16.3
20140522,135,-9999,13.5
20140523,129,-9999,12.9
20140524,137,-9999,13.7
20140525,111,-9999,11.1
20140526,123,-9999,12.3
20140527,172,-9999,17.2
20140528,107,-9999,10.7
20140529,154,-9999,15.4
20140530,107,-9999,10.7
20140531,114,-9999,11.4
20140601,114,-9999,11.4
20140602,156,-9999,15.6
20140603,203,-9999,20.3
20140604,114,-9999,11.4
20140605,222,-9999,22.2
20140606,263,-9999,26.3
20140607,259,-9999,25.9
20140608,274,-9999,27.4
20140609,265,-9999,26.5
20140610,196,-9999,19.6
20140611,259,-9999,25.9
20140612,274,-9999,27.4
20140613,238,-9999,23.8
20140614,189,-9999,18.9
20140615,177,-9999,17.7
20140616,160,-9999,16
20140617,191,-9999,19.1
20140618,208,-9999,20.8
20140619,235,-9999,23.5
20140620,273,-9999,27.3
20140621,258,-9999,25.8
20140622,252,-9999,25.2
20140623,242,-9999,24.2
20140624,193,-9999,19.3
20140625,203,-9999,20.3
20140626,188,-9999,18.8
20140627,248,-9999,24.8
20140628,224,-9999,22.4
20140629,166,-9999,16.6
20140630,242,-9999,24.2
20140701,222,-9999,22.2
20140702,166,-9999,16.6
20140703,209,-9999,20.9
20140704,222,-9999,22.2
20140705,268,-9999,26.8
20140706,212,-9999,21.2
20140707,153,-9999,15.3
20140708,170,-9999,17
20140709,140,-9999,14
20140710,158,-9999,15.8
20140711,144,-9999,14.4
20140712,157,-9999,15.7
20140713,228,-9999,22.8
20140714,205,-9999,20.5
20140715,278,-9999,27.8
20140716,299,-9999,29.9
20140717,311,-9999,31.1
20140718,289,-9999,28.9
20140719,244,-9999,24.4
20140720,189,-9999,18.9
20140721,190,-9999,19
20140722,226,-9999,22.6
20140723,258,-9999,25.8
20140724,237,-9999,23.7
20140725,228,-9999,22.8
20140726,244,-9999,24.4
20140727,238,-9999,23.8
20140728,193,-9999,19.3
20140729,176,-9999,17.6
20140730,174,-9999,17.4
20140731,264,-9999,26.4
20140801,236,-9999,23.6
20140802,240,-9999,24
20140803,236,-9999,23.6
20140804,216,-9999,21.6
20140805,244,-9999,24.4
20140806,240,-9999,24
20140807,264,-9999,26.4
20140808,283,-9999,28.3
20140809,259,-9999,25.9
20140810,286,-9999,28.6
20140811,204,-9999,20.4
20140812,244,-9999,24.4
20140813,163,-9999,16.3
20140814,190,-9999,19
20140815,196,-9999,19.6
20140816,169,-9999,16.9
20140817,265,-9999,26.5
20140818,258,-9999,25.8
20140819,206,-9999,20.6
20140820,182,-9999,18.2
20140821,220,-9999,22
20140822,134,-9999,13.4
20140823,-9999,-9999,NA
20140824,-9999,-9999,NA
20140825,304,-9999,30.4
20140826,277,-9999,27.7
20140827,293,-9999,29.3
20140828,278,-9999,27.8
20140829,178,-9999,17.8
20140830,194,-9999,19.4
20140831,230,-9999,23
20140901,261,-9999,26.1
20140902,269,-9999,26.9
20140903,288,-9999,28.8
20140904,246,-9999,24.6
20140905,251,-9999,25.1
20140906,280,-9999,28
20140907,276,-9999,27.6
20140908,234,-9999,23.4
20140909,255,-9999,25.5
20140910,272,-9999,27.2
20140911,240,-9999,24
20140912,237,-9999,23.7
20140913,255,-9999,25.5
20140914,257,-9999,25.7
20140915,232,-9999,23.2
20140916,234,-9999,23.4
20140917,238,-9999,23.8
20140918,222,-9999,22.2
20140919,218,-9999,21.8
20140920,232,-9999,23.2
20140921,222,-9999,22.2
20140922,166,-9999,16.6
20140923,138,-9999,13.8
20140924,138,-9999,13.8
20140925,153,-9999,15.3
20140926,193,-9999,19.3
20140927,197,-9999,19.7
20140928,152,-9999,15.2
20140929,174,-9999,17.4
20140930,171,-9999,17.1
20141001,194,-9999,19.4
20141002,206,-9999,20.6
20141003,205,-9999,20.5
20141004,203,-9999,20.3
20141005,126,-9999,12.6
20141006,186,-9999,18.6
20141007,198,-9999,19.8
20141008,206,-9999,20.6
20141009,166,-9999,16.6
20141010,178,-9999,17.8
20141011,172,-9999,17.2
20141012,168,-9999,16.8
20141013,141,-9999,14.1
20141014,156,-9999,15.6
20141015,161,-9999,16.1
20141016,210,-9999,21
20141017,208,-9999,20.8
20141018,218,-9999,21.8
20141019,226,-9999,22.6
20141020,239,-9999,23.9
20141021,215,-9999,21.5
20141022,130,-9999,13
20141023,193,-9999,19.3
20141024,228,-9999,22.8
20141025,225,-9999,22.5
20141026,228,-9999,22.8
20141027,171,-9999,17.1
20141028,159,-9999,15.9
20141029,198,-9999,19.8
20141030,225,-9999,22.5
20141031,131,-9999,13.1
20141101,184,-9999,18.4
20141102,125,-9999,12.5
20141103,116,-9999,11.6
20141104,57,-9999,5.7
20141105,43,-9999,4.3
20141106,92,-9999,9.2
20141107,104,-9999,10.4
20141108,90,-9999,9
20141109,71,-9999,7.1
20141110,92,-9999,9.2
20141111,63,-9999,6.3
20141112,119,-9999,11.9
20141113,117,-9999,11.7
20141114,109,-9999,10.9
20141115,79,-9999,7.9
20141116,85,-9999,8.5
20141117,71,-9999,7.1
20141118,94,-9999,9.4
20141119,124,-9999,12.4
20141120,138,-9999,13.8
20141121,109,-9999,10.9
20141122,115,-9999,11.5
20141123,136,-9999,13.6
20141124,150,-9999,15
20141125,132,-9999,13.2
20141126,85,-9999,8.5
20141127,86,-9999,8.6
20141128,97,-9999,9.7
20141129,97,-9999,9.7
20141130,103,-9999,10.3
20141201,83,-9999,8.3
20141202,58,-9999,5.8
20141203,35,-9999,3.5
20141204,42,-9999,4.2
20141205,46,-9999,4.6
20141206,24,-9999,2.4
20141207,40,-9999,4
20141208,55,-9999,5.5
20141209,25,-9999,2.5
20141210,62,-9999,6.2
20141211,69,-9999,6.9
20141212,56,-9999,5.6
20141213,63,-9999,6.3
20141214,63,-9999,6.3
20141215,52,-9999,5.2
20141216,66,-9999,6.6
20141217,77,-9999,7.7
20141218,70,-9999,7
20141219,57,-9999,5.7
20141220,78,-9999,7.8
20141221,71,-9999,7.1
20141222,108,-9999,10.8
20141223,119,-9999,11.9
20141224,85,-9999,8.5
20141225,59,-9999,5.9
20141226,63,-9999,6.3
20141227,68,-9999,6.8
20141228,48,-9999,4.8
20141229,-12,-9999,-1.2
20141230,14,-9999,1.4
20141231,73,-9999,7.3
20150101,102,-9999,10.2
20150102,100,-9999,10
20150103,119,-9999,11.9
20150104,67,-9999,6.7
20150105,97,-9999,9.7
20150106,71,-9999,7.1
20150107,90,-9999,9
20150108,89,-9999,8.9
20150109,131,-9999,13.1
20150110,159,-9999,15.9
20150111,60,-9999,6
20150112,94,-9999,9.4
20150113,94,-9999,9.4
20150114,90,-9999,9
20150115,67,-9999,6.7
20150116,48,-9999,4.8
20150117,23,-9999,2.3
20150118,0,-9999,0
20150119,9,-9999,0.9
20150120,2,-9999,0.2
20150121,9,-9999,0.9
20150122,6,-9999,0.6
20150123,22,-9999,2.2
20150124,37,-9999,3.7
20150125,21,-9999,2.1
20150126,20,-9999,2
20150127,40,-9999,4
20150128,40,-9999,4
20150129,80,-9999,8
20150130,70,-9999,7
20150131,33,-9999,3.3
20150201,-4,-9999,-0.4
20150202,20,-9999,2
20150203,12,-9999,1.2
20150204,-31,-9999,-3.1
20150205,-21,-9999,-2.1
20150206,-37,-9999,-3.7
20150207,-24,-9999,-2.4
20150208,-17,-9999,-1.7
20150209,29,-9999,2.9
20150210,50,-9999,5
20150211,30,-9999,3
20150212,59,-9999,5.9
20150213,49,-9999,4.9
20150214,36,-9999,3.6
20150215,55,-9999,5.5
20150216,41,-9999,4.1
20150217,18,-9999,1.8
20150218,26,-9999,2.6
20150219,100,-9999,10
20150220,52,-9999,5.2
20150221,28,-9999,2.8
20150222,51,-9999,5.1
20150223,72,-9999,7.2
20150224,9,-9999,0.9
20150225,59,-9999,5.9
20150226,63,-9999,6.3
20150227,48,-9999,4.8
20150228,79,-9999,7.9
20150301,122,-9999,12.2
20150302,100,-9999,10
20150303,141,-9999,14.1
20150304,58,-9999,5.8
20150305,56,-9999,5.6
20150306,178,-9999,17.8
20150307,190,-9999,19
20150308,147,-9999,14.7
20150309,169,-9999,16.9
20150310,182,-9999,18.2
20150311,154,-9999,15.4
20150312,172,-9999,17.2
20150313,52,-9999,5.2
20150314,11,-9999,1.1
20150315,12,-9999,1.2
20150316,62,-9999,6.2
20150317,99,-9999,9.9
20150318,92,-9999,9.2
20150319,112,-9999,11.2
20150320,64,-9999,6.4
20150321,46,-9999,4.6
20150322,45,-9999,4.5
20150323,48,-9999,4.8
20150324,43,-9999,4.3
20150325,7,-9999,0.7
20150326,65,-9999,6.5
20150327,84,-9999,8.4
20150328,136,-9999,13.6
20150329,150,-9999,15
20150330,118,-9999,11.8
20150331,117,-9999,11.7
20150401,88,-9999,8.8
20150402,146,-9999,14.6
20150403,152,-9999,15.2
20150404,74,-9999,7.4
20150405,100,-9999,10
20150406,156,-9999,15.6
20150407,143,-9999,14.3
20150408,124,-9999,12.4
20150409,110,-9999,11
20150410,134,-9999,13.4
20150411,144,-9999,14.4
20150412,173,-9999,17.3
20150413,187,-9999,18.7
20150414,203,-9999,20.3
20150415,145,-9999,14.5
20150416,133,-9999,13.3
20150417,143,-9999,14.3
20150418,146,-9999,14.6
20150419,113,-9999,11.3
20150420,169,-9999,16.9
20150421,173,-9999,17.3
20150422,155,-9999,15.5
20150423,168,-9999,16.8
20150424,177,-9999,17.7
20150425,167,-9999,16.7
20150426,123,-9999,12.3
20150427,82,-9999,8.2
20150428,105,-9999,10.5
20150429,129,-9999,12.9
20150430,178,-9999,17.8
20150501,142,-9999,14.2
20150502,193,-9999,19.3
20150503,179,-9999,17.9
20150504,204,-9999,20.4
20150505,169,-9999,16.9
20150506,155,-9999,15.5
20150507,210,-9999,21
20150508,195,-9999,19.5
20150509,183,-9999,18.3
20150510,244,-9999,24.4
20150511,260,-9999,26
20150512,277,-9999,27.7
20150513,284,-9999,28.4
20150514,202,-9999,20.2
20150515,72,-9999,7.2
20150516,116,-9999,11.6
20150517,137,-9999,13.7
20150518,204,-9999,20.4
20150519,87,-9999,8.7
20150520,59,-9999,5.9
20150521,81,-9999,8.1
20150522,99,-9999,9.9
20150523,118,-9999,11.8
20150524,134,-9999,13.4
20150525,122,-9999,12.2
20150526,117,-9999,11.7
20150527,155,-9999,15.5
20150528,203,-9999,20.3
20150529,126,-9999,12.6
20150530,186,-9999,18.6
20150531,215,-9999,21.5
20150601,226,-9999,22.6
20150602,257,-9999,25.7
20150603,264,-9999,26.4
20150604,270,-9999,27
20150605,264,-9999,26.4
20150606,218,-9999,21.8
20150607,263,-9999,26.3
20150608,236,-9999,23.6
20150609,184,-9999,18.4
20150610,154,-9999,15.4
20150611,160,-9999,16
20150612,191,-9999,19.1
20150613,174,-9999,17.4
20150614,174,-9999,17.4
20150615,152,-9999,15.2
20150616,118,-9999,11.8
20150617,159,-9999,15.9
20150618,169,-9999,16.9
20150619,164,-9999,16.4
20150620,218,-9999,21.8
20150621,242,-9999,24.2
20150622,284,-9999,28.4
20150623,199,-9999,19.9
20150624,227,-9999,22.7
20150625,270,-9999,27
20150626,290,-9999,29
20150627,262,-9999,26.2
20150628,271,-9999,27.1
20150629,300,-9999,30
20150630,308,-9999,30.8
20150701,312,-9999,31.2
20150702,257,-9999,25.7
20150703,301,-9999,30.1
20150704,304,-9999,30.4
20150705,247,-9999,24.7
20150706,315,-9999,31.5
20150707,264,-9999,26.4
20150708,173,-9999,17.3
20150709,235,-9999,23.5
20150710,323,-9999,32.3
20150711,203,-9999,20.3
20150712,238,-9999,23.8
20150713,264,-9999,26.4
20150714,293,-9999,29.3
20150715,317,-9999,31.7
20150716,310,-9999,31
20150717,304,-9999,30.4
20150718,294,-9999,29.4
20150719,265,-9999,26.5
20150720,293,-9999,29.3
20150721,268,-9999,26.8
20150722,192,-9999,19.2
20150723,271,-9999,27.1
20150724,262,-9999,26.2
20150725,172,-9999,17.2
20150726,283,-9999,28.3
20150727,209,-9999,20.9
20150728,267,-9999,26.7
20150729,220,-9999,22
20150730,132,-9999,13.2
20150731,188,-9999,18.8
20150801,188,-9999,18.8
20150802,275,-9999,27.5
20150803,279,-9999,27.9
20150804,214,-9999,21.4
20150805,308,-9999,30.8
20150806,304,-9999,30.4
20150807,201,-9999,20.1
20150808,143,-9999,14.3
20150809,168,-9999,16.8
20150810,270,-9999,27
20150811,279,-9999,27.9
20150812,280,-9999,28
20150813,218,-9999,21.8
20150814,174,-9999,17.4
20150815,175,-9999,17.5
20150816,225,-9999,22.5
20150817,195,-9999,19.5
20150818,196,-9999,19.6
20150819,232,-9999,23.2
20150820,281,-9999,28.1
20150821,297,-9999,29.7
20150822,257,-9999,25.7
20150823,212,-9999,21.2
20150824,185,-9999,18.5
20150825,247,-9999,24.7
20150826,276,-9999,27.6
20150827,283,-9999,28.3
20150828,294,-9999,29.4
20150829,299,-9999,29.9
20150830,278,-9999,27.8
20150831,243,-9999,24.3
20150901,144,-9999,14.4
20150902,174,-9999,17.4
20150903,137,-9999,13.7
20150904,138,-9999,13.8
20150905,151,-9999,15.1
20150906,168,-9999,16.8
20150907,164,-9999,16.4
20150908,211,-9999,21.1
20150909,219,-9999,21.9
20150910,188,-9999,18.8
20150911,218,-9999,21.8
20150912,209,-9999,20.9
20150913,174,-9999,17.4
20150914,172,-9999,17.2
20150915,148,-9999,14.8
20150916,185,-9999,18.5
20150917,147,-9999,14.7
20150918,165,-9999,16.5
20150919,178,-9999,17.8
20150920,198,-9999,19.8
20150921,214,-9999,21.4
20150922,151,-9999,15.1
20150923,107,-9999,10.7
20150924,189,-9999,18.9
20150925,222,-9999,22.2
20150926,205,-9999,20.5
20150927,175,-9999,17.5
20150928,188,-9999,18.8
20150929,180,-9999,18
20150930,180,-9999,18
20151001,194,-9999,19.4
20151002,124,-9999,12.4
20151003,155,-9999,15.5
20151004,149,-9999,14.9
20151005,216,-9999,21.6
20151006,174,-9999,17.4
20151007,122,-9999,12.2
20151008,136,-9999,13.6
20151009,176,-9999,17.6
20151010,188,-9999,18.8
20151011,160,-9999,16
20151012,163,-9999,16.3
20151013,85,-9999,8.5
20151014,87,-9999,8.7
20151015,109,-9999,10.9
20151016,143,-9999,14.3
20151017,142,-9999,14.2
20151018,141,-9999,14.1
20151019,136,-9999,13.6
20151020,112,-9999,11.2
20151021,102,-9999,10.2
20151022,102,-9999,10.2
20151023,218,-9999,21.8
20151024,170,-9999,17
20151025,161,-9999,16.1
20151026,154,-9999,15.4
20151027,123,-9999,12.3
20151028,123,-9999,12.3
20151029,161,-9999,16.1
20151030,165,-9999,16.5
20151031,133,-9999,13.3
20151101,127,-9999,12.7
20151102,109,-9999,10.9
20151103,109,-9999,10.9
20151104,138,-9999,13.8
20151105,133,-9999,13.3
20151106,186,-9999,18.6
20151107,203,-9999,20.3
20151108,177,-9999,17.7
20151109,191,-9999,19.1
20151110,214,-9999,21.4
20151111,209,-9999,20.9
20151112,160,-9999,16
20151113,111,-9999,11.1
20151114,160,-9999,16
20151115,168,-9999,16.8
20151116,177,-9999,17.7
20151117,162,-9999,16.2
20151118,183,-9999,18.3
20151119,157,-9999,15.7
20151120,163,-9999,16.3
20151121,95,-9999,9.5
20151122,21,-9999,2.1
20151123,17,-9999,1.7
20151124,55,-9999,5.5
20151125,84,-9999,8.4
20151126,76,-9999,7.6
20151127,73,-9999,7.3
20151128,69,-9999,6.9
20151129,102,-9999,10.2
20151130,139,-9999,13.9
20151201,140,-9999,14
20151202,125,-9999,12.5
20151203,123,-9999,12.3
20151204,125,-9999,12.5
20151205,149,-9999,14.9
20151206,80,-9999,8
20151207,82,-9999,8.2
20151208,88,-9999,8.8
20151209,121,-9999,12.1
20151210,78,-9999,7.8
20151211,44,-9999,4.4
20151212,42,-9999,4.2
20151213,88,-9999,8.8
20151214,102,-9999,10.2
20151215,124,-9999,12.4
20151216,157,-9999,15.7
20151217,137,-9999,13.7
20151218,147,-9999,14.7
20151219,141,-9999,14.1
20151220,134,-9999,13.4
20151221,102,-9999,10.2
20151222,106,-9999,10.6
20151223,118,-9999,11.8
20151224,68,-9999,6.8
20151225,101,-9999,10.1
20151226,88,-9999,8.8
20151227,97,-9999,9.7
20151228,84,-9999,8.4
20151229,84,-9999,8.4
20151230,102,-9999,10.2
20151231,78,-9999,7.8
