YYYYMMDD, C072, G072,Pday_mm
20031129,-9999,4,0.4
20031130,-9999,72,7.2
20031201,-9999,33,3.3
20031202,-9999,81,8.1
20031203,-9999,6,0.6
20031204,-9999,76,7.6
20031205,-9999,3,0.3
20031206,-9999,10,1
20031207,-9999,1,0.1
20031208,-9999,0,0
20031209,-9999,0,0
20031210,-9999,0,0
20031211,-9999,17,1.7
20031212,-9999,6,0.6
20031213,-9999,7,0.7
20031214,-9999,157,15.7
20031215,-9999,3,0.3
20031216,-9999,1,0.1
20031217,-9999,8,0.8
20031218,-9999,67,6.7
20031219,-9999,56,5.6
20031220,-9999,0,0
20031221,-9999,81,8.1
20031222,-9999,100,10
20031223,-9999,36,3.6
20031224,-9999,70,7
20031225,-9999,7,0.7
20031226,-9999,1,0.1
20031227,-9999,0,0
20031228,-9999,198,19.8
20031229,-9999,149,14.9
20031230,-9999,108,10.8
20031231,-9999,13,1.3
20040101,-9999,164,16.4
20040102,-9999,200,20
20040103,-9999,133,13.3
20040104,-9999,143,14.3
20040105,-9999,2,0.2
20040106,-9999,0,0
20040107,-9999,1,0.1
20040108,-9999,0,0
20040109,-9999,2,0.2
20040110,-9999,0,0
20040111,-9999,0,0
20040112,-9999,0,0
20040113,-9999,0,0
20040114,-9999,171,17.1
20040115,-9999,0,0
20040116,-9999,0,0
20040117,-9999,64,6.4
20040118,-9999,32,3.2
20040119,-9999,95,9.5
20040120,-9999,246,24.6
20040121,-9999,168,16.8
20040122,-9999,4,0.4
20040123,-9999,105,10.5
20040124,-9999,237,23.7
20040125,-9999,44,4.4
20040126,-9999,54,5.4
20040127,-9999,65,6.5
20040128,-9999,45,4.5
20040129,-9999,0,0
20040130,-9999,10,1
20040131,-9999,44,4.4
20040201,-9999,6,0.6
20040202,-9999,4,0.4
20040203,-9999,0,0
20040204,-9999,0,0
20040205,-9999,0,0
20040206,-9999,1,0.1
20040207,-9999,29,2.9
20040208,-9999,0,0
20040209,-9999,0,0
20040210,-9999,0,0
20040211,-9999,0,0
20040212,-9999,0,0
20040213,-9999,0,0
20040214,-9999,0,0
20040215,-9999,0,0
20040216,-9999,21,2.1
20040217,-9999,2,0.2
20040218,-9999,2,0.2
20040219,-9999,0,0
20040220,-9999,36,3.6
20040221,-9999,213,21.3
20040222,-9999,11,1.1
20040223,-9999,76,7.6
20040224,-9999,0,0
20040225,-9999,44,4.4
20040226,-9999,66,6.6
20040227,-9999,264,26.4
20040228,-9999,330,33
20040229,-9999,187,18.7
20040301,-9999,209,20.9
20040302,-9999,0,0
20040303,-9999,0,0
20040304,-9999,0,0
20040305,-9999,26,2.6
20040306,-9999,68,6.8
20040307,-9999,32,3.2
20040308,-9999,0,0
20040309,-9999,0,0
20040310,-9999,29,2.9
20040311,-9999,18,1.8
20040312,-9999,154,15.4
20040313,-9999,0,0
20040314,-9999,0,0
20040315,-9999,0,0
20040316,-9999,0,0
20040317,-9999,0,0
20040318,-9999,0,0
20040319,-9999,0,0
20040320,-9999,0,0
20040321,-9999,25,2.5
20040322,-9999,46,4.6
20040323,-9999,216,21.6
20040324,-9999,88,8.8
20040325,-9999,68,6.8
20040326,-9999,25,2.5
20040327,-9999,27,2.7
20040328,-9999,61,6.1
20040329,-9999,23,2.3
20040330,-9999,71,7.1
20040331,-9999,60,6
20040401,-9999,2,0.2
20040402,-9999,0,0
20040403,-9999,0,0
20040404,-9999,0,0
20040405,-9999,0,0
20040406,-9999,1,0.1
20040407,-9999,76,7.6
20040408,-9999,10,1
20040409,-9999,78,7.8
20040410,-9999,307,30.7
20040411,-9999,64,6.4
20040412,-9999,72,7.2
20040413,-9999,0,0
20040414,-9999,14,1.4
20040415,-9999,0,0
20040416,-9999,35,3.5
20040417,-9999,32,3.2
20040418,-9999,48,4.8
20040419,-9999,0,0
20040420,-9999,0,0
20040421,-9999,23,2.3
20040422,-9999,108,10.8
20040423,-9999,4,0.4
20040424,-9999,0,0
20040425,-9999,0,0
20040426,-9999,0,0
20040427,-9999,2,0.2
20040428,-9999,166,16.6
20040429,-9999,17,1.7
20040430,-9999,8,0.8
20040501,-9999,73,7.3
20040502,-9999,1,0.1
20040503,-9999,3,0.3
20040504,-9999,52,5.2
20040505,-9999,16,1.6
20040506,-9999,17,1.7
20040507,-9999,14,1.4
20040508,-9999,11,1.1
20040509,-9999,28,2.8
20040510,-9999,46,4.6
20040511,-9999,10,1
20040512,-9999,8,0.8
20040513,-9999,2,0.2
20040514,-9999,1,0.1
20040515,-9999,0,0
20040516,-9999,0,0
20040517,-9999,0,0
20040518,-9999,0,0
20040519,-9999,0,0
20040520,-9999,0,0
20040521,-9999,46,4.6
20040522,-9999,150,15
20040523,-9999,1,0.1
20040524,-9999,0,0
20040525,-9999,1,0.1
20040526,-9999,15,1.5
20040527,-9999,0,0
20040528,-9999,16,1.6
20040529,-9999,30,3
20040530,-9999,28,2.8
20040531,-9999,0,0
20040601,-9999,0,0
20040602,-9999,0,0
20040603,-9999,0,0
20040604,-9999,0,0
20040605,-9999,0,0
20040606,-9999,0,0
20040607,-9999,0,0
20040608,-9999,55,5.5
20040609,-9999,0,0
20040610,-9999,17,1.7
20040611,-9999,34,3.4
20040612,-9999,36,3.6
20040613,-9999,2,0.2
20040614,-9999,0,0
20040615,-9999,0,0
20040616,-9999,0,0
20040617,-9999,0,0
20040618,-9999,63,6.3
20040619,-9999,48,4.8
20040620,-9999,5,0.5
20040621,-9999,50,5
20040622,-9999,0,0
20040623,-9999,46,4.6
20040624,-9999,25,2.5
20040625,-9999,2,0.2
20040626,-9999,0,0
20040627,-9999,5,0.5
20040628,-9999,13,1.3
20040629,-9999,0,0
20040630,-9999,0,0
20040701,-9999,0,0
20040702,-9999,0,0
20040703,-9999,0,0
20040704,-9999,6,0.6
20040705,-9999,76,7.6
20040706,-9999,41,4.1
20040707,-9999,74,7.4
20040708,-9999,0,0
20040709,-9999,6,0.6
20040710,-9999,23,2.3
20040711,-9999,31,3.1
20040712,-9999,0,0
20040713,-9999,0,0
20040714,-9999,0,0
20040715,-9999,0,0
20040716,-9999,1,0.1
20040717,-9999,108,10.8
20040718,-9999,8,0.8
20040719,-9999,62,6.2
20040720,-9999,0,0
20040721,-9999,22,2.2
20040722,-9999,2,0.2
20040723,-9999,0,0
20040724,-9999,0,0
20040725,-9999,0,0
20040726,-9999,0,0
20040727,-9999,0,0
20040728,-9999,21,2.1
20040729,-9999,1,0.1
20040730,-9999,0,0
20040731,-9999,0,0
20040801,-9999,0,0
20040802,-9999,141,14.1
20040803,-9999,76,7.6
20040804,-9999,7,0.7
20040805,-9999,0,0
20040806,-9999,0,0
20040807,-9999,0,0
20040808,-9999,75,7.5
20040809,-9999,72,7.2
20040810,-9999,5,0.5
20040811,-9999,1,0.1
20040812,-9999,1,0.1
20040813,-9999,0,0
20040814,-9999,0,0
20040815,-9999,0,0
20040816,-9999,37,3.7
20040817,-9999,1,0.1
20040818,-9999,5,0.5
20040819,-9999,15,1.5
20040820,-9999,4,0.4
20040821,-9999,0,0
20040822,-9999,0,0
20040823,-9999,0,0
20040824,-9999,6,0.6
20040825,-9999,0,0
20040826,-9999,11,1.1
20040827,-9999,0,0
20040828,-9999,0,0
20040829,-9999,0,0
20040830,-9999,16,1.6
20040831,-9999,0,0
20040901,-9999,0,0
20040902,-9999,100,10
20040903,-9999,36,3.6
20040904,-9999,5,0.5
20040905,-9999,265,26.5
20040906,-9999,174,17.4
20040907,-9999,12,1.2
20040908,-9999,2,0.2
20040909,-9999,134,13.4
20040910,-9999,0,0
20040911,-9999,1,0.1
20040912,-9999,0,0
20040913,-9999,1,0.1
20040914,-9999,101,10.1
20040915,-9999,3,0.3
20040916,-9999,1,0.1
20040917,-9999,0,0
20040918,-9999,0,0
20040919,-9999,75,7.5
20040920,-9999,2,0.2
20040921,-9999,2,0.2
20040922,-9999,8,0.8
20040923,-9999,0,0
20040924,-9999,65,6.5
20040925,-9999,6,0.6
20040926,-9999,0,0
20040927,-9999,5,0.5
20040928,-9999,0,0
20040929,-9999,0,0
20040930,-9999,0,0
20041001,-9999,0,0
20041002,-9999,0,0
20041003,-9999,0,0
20041004,-9999,0,0
20041005,-9999,7,0.7
20041006,-9999,20,2
20041007,-9999,2,0.2
20041008,-9999,1,0.1
20041009,-9999,0,0
20041010,-9999,0,0
20041011,-9999,14,1.4
20041012,-9999,17,1.7
20041013,-9999,1,0.1
20041014,-9999,34,3.4
20041015,-9999,31,3.1
20041016,-9999,106,10.6
20041017,-9999,0,0
20041018,-9999,10,1
20041019,-9999,5,0.5
20041020,-9999,0,0
20041021,-9999,5,0.5
20041022,-9999,1,0.1
20041023,-9999,0,0
20041024,-9999,0,0
20041025,-9999,33,3.3
20041026,-9999,0,0
20041027,-9999,7,0.7
20041028,-9999,0,0
20041029,-9999,0,0
20041030,-9999,0,0
20041031,-9999,274,27.4
20041101,-9999,579,57.9
20041102,-9999,2,0.2
20041103,-9999,0,0
20041104,-9999,50,5
20041105,-9999,41,4.1
20041106,-9999,14,1.4
20041107,-9999,0,0
20041108,-9999,15,1.5
20041109,-9999,322,32.2
20041110,-9999,450,45
20041111,-9999,294,29.4
20041112,-9999,36,3.6
20041113,-9999,81,8.1
20041114,-9999,39,3.9
20041115,-9999,16,1.6
20041116,-9999,19,1.9
20041117,-9999,1,0.1
20041118,-9999,0,0
20041119,-9999,73,7.3
20041120,-9999,29,2.9
20041121,-9999,1,0.1
20041122,-9999,5,0.5
20041123,-9999,5,0.5
20041124,-9999,0,0
20041125,-9999,0,0
20041126,-9999,1,0.1
20041127,-9999,1,0.1
20041128,-9999,93,9.3
20041129,-9999,17,1.7
20041130,-9999,1,0.1
20041201,-9999,44,4.4
20041202,-9999,147,14.7
20041203,-9999,30,3
20041204,-9999,32,3.2
20041205,-9999,3,0.3
20041206,-9999,1,0.1
20041207,-9999,1,0.1
20041208,-9999,69,6.9
20041209,-9999,8,0.8
20041210,-9999,0,0
20041211,-9999,0,0
20041212,-9999,0,0
20041213,-9999,0,0
20041214,-9999,0,0
20041215,-9999,1,0.1
20041216,-9999,92,9.2
20041217,-9999,216,21.6
20041218,-9999,350,35
20041219,-9999,24,2.4
20041220,-9999,244,24.4
20041221,-9999,101,10.1
20041222,-9999,62,6.2
20041223,-9999,27,2.7
20041224,-9999,2,0.2
20041225,-9999,22,2.2
20041226,-9999,0,0
20041227,-9999,1,0.1
20041228,-9999,435,43.5
20041229,-9999,162,16.2
20041230,-9999,126,12.6
20041231,-9999,77,7.7
20050101,-9999,3,0.3
20050102,-9999,188,18.8
20050103,-9999,23,2.3
20050104,-9999,0,0
20050105,-9999,0,0
20050106,-9999,0,0
20050107,-9999,8,0.8
20050108,-9999,12,1.2
20050109,-9999,0,0
20050110,-9999,0,0
20050111,-9999,3,0.3
20050112,-9999,0,0
20050113,-9999,0,0
20050114,-9999,0,0
20050115,-9999,20,2
20050116,-9999,20,2
20050117,-9999,0,0
20050118,-9999,152,15.2
20050119,-9999,141,14.1
20050120,-9999,18,1.8
20050121,-9999,1,0.1
20050122,-9999,5,0.5
20050123,-9999,47,4.7
20050124,-9999,3,0.3
20050125,-9999,0,0
20050126,-9999,0,0
20050127,-9999,0,0
20050128,-9999,0,0
20050129,-9999,0,0
20050130,-9999,52,5.2
20050131,-9999,136,13.6
20050201,-9999,602,60.2
20050202,-9999,105,10.5
20050203,-9999,13,1.3
20050204,-9999,3,0.3
20050205,-9999,0,0
20050206,-9999,0,0
20050207,-9999,0,0
20050208,-9999,0,0
20050209,-9999,0,0
20050210,-9999,0,0
20050211,-9999,0,0
20050212,-9999,0,0
20050213,-9999,129,12.9
20050214,-9999,85,8.5
20050215,-9999,0,0
20050216,-9999,0,0
20050217,-9999,0,0
20050218,-9999,0,0
20050219,-9999,337,33.7
20050220,-9999,127,12.7
20050221,-9999,78,7.8
20050222,-9999,0,0
20050223,-9999,33,3.3
20050224,-9999,86,8.6
20050225,-9999,18,1.8
20050226,-9999,72,7.2
20050227,-9999,0,0
20050228,-9999,0,0
20050301,-9999,80,8
20050302,-9999,36,3.6
20050303,-9999,51,5.1
20050304,-9999,0,0
20050305,-9999,295,29.5
20050306,-9999,86,8.6
20050307,-9999,24,2.4
20050308,-9999,2,0.2
20050309,-9999,134,13.4
20050310,-9999,118,11.8
20050311,-9999,191,19.1
20050312,-9999,7,0.7
20050313,-9999,0,0
20050314,-9999,0,0
20050315,-9999,0,0
20050316,-9999,0,0
20050317,-9999,0,0
20050318,-9999,0,0
20050319,-9999,0,0
20050320,-9999,0,0
20050321,-9999,8,0.8
20050322,-9999,2,0.2
20050323,-9999,0,0
20050324,-9999,0,0
20050325,-9999,8,0.8
20050326,-9999,1,0.1
20050327,-9999,0,0
20050328,-9999,0,0
20050329,-9999,2,0.2
20050330,-9999,0,0
20050331,-9999,0,0
20050401,-9999,0,0
20050402,-9999,3,0.3
20050403,-9999,0,0
20050404,-9999,87,8.7
20050405,-9999,26,2.6
20050406,-9999,0,0
20050407,-9999,86,8.6
20050408,-9999,94,9.4
20050409,-9999,0,0
20050410,-9999,200,20
20050411,-9999,81,8.1
20050412,-9999,19,1.9
20050413,-9999,0,0
20050414,-9999,109,10.9
20050415,-9999,40,4
20050416,-9999,225,22.5
20050417,-9999,12,1.2
20050418,-9999,139,13.9
20050419,-9999,25,2.5
20050420,-9999,58,5.8
20050421,-9999,101,10.1
20050422,-9999,66,6.6
20050423,-9999,3,0.3
20050424,-9999,41,4.1
20050425,-9999,2,0.2
20050426,-9999,0,0
20050427,-9999,0,0
20050428,-9999,0,0
20050429,-9999,0,0
20050430,-9999,0,0
20050501,-9999,0,0
20050502,-9999,0,0
20050503,-9999,0,0
20050504,-9999,102,10.2
20050505,-9999,23,2.3
20050506,-9999,0,0
20050507,-9999,0,0
20050508,-9999,0,0
20050509,-9999,62,6.2
20050510,-9999,69,6.9
20050511,-9999,1,0.1
20050512,-9999,42,4.2
20050513,-9999,18,1.8
20050514,-9999,0,0
20050515,-9999,0,0
20050516,-9999,340,34
20050517,-9999,606,60.6
20050518,-9999,0,0
20050519,-9999,0,0
20050520,-9999,0,0
20050521,-9999,18,1.8
20050522,-9999,0,0
20050523,-9999,0,0
20050524,-9999,0,0
20050525,-9999,0,0
20050526,-9999,0,0
20050527,-9999,0,0
20050528,-9999,9,0.9
20050529,-9999,75,7.5
20050530,-9999,34,3.4
20050531,-9999,0,0
20050601,-9999,0,0
20050602,-9999,0,0
20050603,-9999,5,0.5
20050604,-9999,7,0.7
20050605,-9999,0,0
20050606,-9999,0,0
20050607,-9999,0,0
20050608,-9999,0,0
20050609,-9999,0,0
20050610,-9999,0,0
20050611,-9999,79,7.9
20050612,-9999,0,0
20050613,-9999,21,2.1
20050614,-9999,24,2.4
20050615,-9999,0,0
20050616,-9999,0,0
20050617,-9999,0,0
20050618,-9999,0,0
20050619,-9999,0,0
20050620,-9999,80,8
20050621,-9999,5,0.5
20050622,-9999,1,0.1
20050623,-9999,0,0
20050624,-9999,26,2.6
20050625,-9999,36,3.6
20050626,-9999,13,1.3
20050627,-9999,17,1.7
20050628,-9999,0,0
20050629,-9999,0,0
20050630,-9999,11,1.1
20050701,-9999,1,0.1
20050702,-9999,0,0
20050703,-9999,4,0.4
20050704,-9999,39,3.9
20050705,-9999,0,0
20050706,-9999,55,5.5
20050707,-9999,1,0.1
20050708,-9999,3,0.3
20050709,-9999,1,0.1
20050710,-9999,0,0
20050711,-9999,0,0
20050712,-9999,0,0
20050713,-9999,0,0
20050714,-9999,0,0
20050715,-9999,12,1.2
20050716,-9999,5,0.5
20050717,-9999,0,0
20050718,-9999,4,0.4
20050719,-9999,0,0
20050720,-9999,0,0
20050721,-9999,0,0
20050722,-9999,0,0
20050723,-9999,0,0
20050724,-9999,25,2.5
20050725,-9999,12,1.2
20050726,-9999,2,0.2
20050727,-9999,0,0
20050728,-9999,3,0.3
20050729,-9999,1,0.1
20050730,-9999,0,0
20050731,-9999,0,0
20050801,-9999,39,3.9
20050802,-9999,6,0.6
20050803,-9999,0,0
20050804,-9999,0,0
20050805,-9999,0,0
20050806,-9999,0,0
20050807,-9999,0,0
20050808,-9999,0,0
20050809,-9999,0,0
20050810,-9999,22,2.2
20050811,-9999,6,0.6
20050812,-9999,0,0
20050813,-9999,0,0
20050814,-9999,0,0
20050815,-9999,3,0.3
20050816,-9999,29,2.9
20050817,-9999,0,0
20050818,-9999,0,0
20050819,-9999,56,5.6
20050820,-9999,209,20.9
20050821,-9999,77,7.7
20050822,-9999,0,0
20050823,-9999,37,3.7
20050824,-9999,0,0
20050825,-9999,35,3.5
20050826,-9999,23,2.3
20050827,-9999,14,1.4
20050828,-9999,13,1.3
20050829,-9999,0,0
20050830,-9999,0,0
20050831,-9999,0,0
20050901,-9999,0,0
20050902,-9999,0,0
20050903,-9999,3,0.3
20050904,-9999,3,0.3
20050905,-9999,0,0
20050906,-9999,13,1.3
20050907,-9999,0,0
20050908,-9999,8,0.8
20050909,-9999,7,0.7
20050910,-9999,0,0
20050911,-9999,25,2.5
20050912,-9999,407,40.7
20050913,-9999,9,0.9
20050914,-9999,0,0
20050915,-9999,0,0
20050916,-9999,101,10.1
20050917,-9999,122,12.2
20050918,-9999,0,0
20050919,-9999,0,0
20050920,-9999,0,0
20050921,-9999,0,0
20050922,-9999,0,0
20050923,-9999,0,0
20050924,-9999,3,0.3
20050925,-9999,9,0.9
20050926,-9999,0,0
20050927,-9999,0,0
20050928,-9999,7,0.7
20050929,-9999,0,0
20050930,-9999,0,0
20051001,-9999,104,10.4
20051002,-9999,54,5.4
20051003,-9999,8,0.8
20051004,-9999,0,0
20051005,-9999,0,0
20051006,-9999,0,0
20051007,-9999,0,0
20051008,-9999,0,0
20051009,-9999,0,0
20051010,-9999,2,0.2
20051011,-9999,0,0
20051012,-9999,262,26.2
20051013,-9999,201,20.1
20051014,-9999,10,1
20051015,-9999,0,0
20051016,-9999,0,0
20051017,-9999,0,0
20051018,-9999,50,5
20051019,-9999,0,0
20051020,-9999,3,0.3
20051021,-9999,0,0
20051022,-9999,11,1.1
20051023,-9999,1,0.1
20051024,-9999,0,0
20051025,-9999,0,0
20051026,-9999,0,0
20051027,-9999,0,0
20051028,-9999,19,1.9
20051029,-9999,0,0
20051030,-9999,43,4.3
20051031,-9999,80,8
20051101,-9999,0,0
20051102,-9999,0,0
20051103,-9999,208,20.8
20051104,-9999,100,10
20051105,-9999,0,0
20051106,-9999,0,0
20051107,-9999,0,0
20051108,-9999,91,9.1
20051109,-9999,186,18.6
20051110,-9999,47,4.7
20051111,-9999,0,0
20051112,-9999,232,23.2
20051113,-9999,292,29.2
20051114,-9999,54,5.4
20051115,-9999,298,29.8
20051116,-9999,68,6.8
20051117,-9999,58,5.8
20051118,-9999,0,0
20051119,-9999,0,0
20051120,-9999,0,0
20051121,-9999,0,0
20051122,-9999,0,0
20051123,-9999,0,0
20051124,-9999,7,0.7
20051125,-9999,99,9.9
20051126,-9999,0,0
20051127,-9999,53,5.3
20051128,-9999,52,5.2
20051129,-9999,130,13
20051130,-9999,223,22.3
20051201,-9999,0,0
20051202,-9999,19,1.9
20051203,-9999,15,1.5
20051204,-9999,90,9
20051205,-9999,132,13.2
20051206,-9999,107,10.7
20051207,-9999,2,0.2
20051208,-9999,119,11.9
20051209,-9999,135,13.5
20051210,-9999,0,0
20051211,-9999,0,0
20051212,-9999,37,3.7
20051213,-9999,150,15
20051214,-9999,30,3
20051215,-9999,18,1.8
20051216,-9999,1,0.1
20051217,-9999,202,20.2
20051218,-9999,7,0.7
20051219,-9999,0,0
20051220,-9999,0,0
20051221,-9999,0,0
20051222,-9999,0,0
20051223,-9999,0,0
20051224,-9999,0,0
20051225,-9999,0,0
20051226,-9999,0,0
20051227,-9999,0,0
20051228,-9999,12,1.2
20051229,-9999,201,20.1
20051230,-9999,353,35.3
20051231,-9999,121,12.1
20060101,-9999,167,16.7
20060102,-9999,200,20
20060103,-9999,109,10.9
20060104,-9999,69,6.9
20060105,-9999,25,2.5
20060106,-9999,6,0.6
20060107,-9999,3,0.3
20060108,-9999,3,0.3
20060109,-9999,62,6.2
20060110,-9999,3,0.3
20060111,-9999,0,0
20060112,-9999,0,0
20060113,-9999,9,0.9
20060114,-9999,28,2.8
20060115,-9999,9,0.9
20060116,-9999,10,1
20060117,-9999,12,1.2
20060118,-9999,215,21.5
20060119,-9999,33,3.3
20060120,-9999,1,0.1
20060121,-9999,12,1.2
20060122,-9999,12,1.2
20060123,-9999,0,0
20060124,-9999,0,0
20060125,-9999,2,0.2
20060126,-9999,2,0.2
20060127,-9999,200,20
20060128,-9999,102,10.2
20060129,-9999,0,0
20060130,-9999,0,0
20060131,-9999,0,0
20060201,-9999,0,0
20060202,-9999,0,0
20060203,-9999,0,0
20060204,-9999,0,0
20060205,-9999,0,0
20060206,-9999,0,0
20060207,-9999,0,0
20060208,-9999,0,0
20060209,-9999,0,0
20060210,-9999,0,0
20060211,-9999,0,0
20060212,-9999,0,0
20060213,-9999,0,0
20060214,-9999,0,0
20060215,-9999,0,0
20060216,-9999,6,0.6
20060217,-9999,2,0.2
20060218,-9999,3,0.3
20060219,-9999,24,2.4
20060220,-9999,22,2.2
20060221,-9999,257,25.7
20060222,-9999,8,0.8
20060223,-9999,84,8.4
20060224,-9999,31,3.1
20060225,-9999,0,0
20060226,-9999,134,13.4
20060227,-9999,0,0
20060228,-9999,0,0
20060301,-9999,24,2.4
20060302,-9999,0,0
20060303,-9999,0,0
20060304,-9999,44,4.4
20060305,-9999,212,21.2
20060306,-9999,108,10.8
20060307,-9999,53,5.3
20060308,-9999,0,0
20060309,-9999,49,4.9
20060310,-9999,135,13.5
20060311,-9999,413,41.3
20060312,-9999,31,3.1
20060313,-9999,3,0.3
20060314,-9999,0,0
20060315,-9999,0,0
20060316,-9999,0,0
20060317,-9999,0,0
20060318,-9999,0,0
20060319,-9999,0,0
20060320,-9999,0,0
20060321,-9999,47,4.7
20060322,-9999,30,3
20060323,-9999,35,3.5
20060324,-9999,0,0
20060325,-9999,0,0
20060326,-9999,0,0
20060327,-9999,10,1
20060328,-9999,1,0.1
20060329,-9999,0,0
20060330,-9999,0,0
20060331,-9999,0,0
20060401,-9999,0,0
20060402,-9999,0,0
20060403,-9999,0,0
20060404,-9999,0,0
20060405,-9999,69,6.9
20060406,-9999,20,2
20060407,-9999,2,0.2
20060408,-9999,0,0
20060409,-9999,114,11.4
20060410,-9999,37,3.7
20060411,-9999,0,0
20060412,-9999,0,0
20060413,-9999,0,0
20060414,-9999,0,0
20060415,-9999,16,1.6
20060416,-9999,68,6.8
20060417,-9999,120,12
20060418,-9999,32,3.2
20060419,-9999,0,0
20060420,-9999,0,0
20060421,-9999,147,14.7
20060422,-9999,0,0
20060423,-9999,0,0
20060424,-9999,7,0.7
20060425,-9999,12,1.2
20060426,-9999,3,0.3
20060427,-9999,57,5.7
20060428,-9999,26,2.6
20060429,-9999,0,0
20060430,-9999,1,0.1
20060501,-9999,0,0
20060502,-9999,0,0
20060503,-9999,0,0
20060504,-9999,14,1.4
20060505,-9999,176,17.6
20060506,-9999,52,5.2
20060507,-9999,27,2.7
20060508,-9999,20,2
20060509,-9999,0,0
20060510,-9999,0,0
20060511,-9999,146,14.6
20060512,-9999,92,9.2
20060513,-9999,1,0.1
20060514,-9999,0,0
20060515,-9999,0,0
20060516,-9999,0,0
20060517,-9999,0,0
20060518,-9999,17,1.7
20060519,-9999,4,0.4
20060520,-9999,1,0.1
20060521,-9999,0,0
20060522,-9999,84,8.4
20060523,-9999,1,0.1
20060524,-9999,0,0
20060525,-9999,0,0
20060526,-9999,1,0.1
20060527,-9999,0,0
20060528,-9999,0,0
20060529,-9999,18,1.8
20060530,-9999,2,0.2
20060531,-9999,0,0
20060601,-9999,0,0
20060602,-9999,0,0
20060603,-9999,0,0
20060604,-9999,0,0
20060605,-9999,0,0
20060606,-9999,0,0
20060607,-9999,0,0
20060608,-9999,0,0
20060609,-9999,0,0
20060610,-9999,0,0
20060611,-9999,0,0
20060612,-9999,0,0
20060613,-9999,0,0
20060614,-9999,4,0.4
20060615,-9999,364,36.4
20060616,-9999,308,30.8
20060617,-9999,0,0
20060618,-9999,3,0.3
20060619,-9999,175,17.5
20060620,-9999,36,3.6
20060621,-9999,1,0.1
20060622,-9999,1,0.1
20060623,-9999,222,22.2
20060624,-9999,168,16.8
20060625,-9999,9,0.9
20060626,-9999,29,2.9
20060627,-9999,72,7.2
20060628,-9999,88,8.8
20060629,-9999,11,1.1
20060630,-9999,0,0
20060701,-9999,0,0
20060702,-9999,9,0.9
20060703,-9999,0,0
20060704,-9999,4,0.4
20060705,-9999,19,1.9
20060706,-9999,12,1.2
20060707,-9999,0,0
20060708,-9999,0,0
20060709,-9999,0,0
20060710,-9999,0,0
20060711,-9999,50,5
20060712,-9999,19,1.9
20060713,-9999,19,1.9
20060714,-9999,0,0
20060715,-9999,5,0.5
20060716,-9999,0,0
20060717,-9999,0,0
20060718,-9999,64,6.4
20060719,-9999,1,0.1
20060720,-9999,0,0
20060721,-9999,1,0.1
20060722,-9999,2,0.2
20060723,-9999,0,0
20060724,-9999,0,0
20060725,-9999,7,0.7
20060726,-9999,4,0.4
20060727,-9999,89,8.9
20060728,-9999,7,0.7
20060729,-9999,0,0
20060730,-9999,36,3.6
20060731,-9999,1,0.1
20060801,-9999,0,0
20060802,-9999,0,0
20060803,-9999,347,34.7
20060804,-9999,8,0.8
20060805,-9999,0,0
20060806,-9999,0,0
20060807,-9999,0,0
20060808,-9999,0,0
20060809,-9999,0,0
20060810,-9999,1,0.1
20060811,-9999,0,0
20060812,-9999,0,0
20060813,-9999,0,0
20060814,-9999,0,0
20060815,-9999,1,0.1
20060816,-9999,32,3.2
20060817,-9999,0,0
20060818,-9999,15,1.5
20060819,-9999,24,2.4
20060820,-9999,2,0.2
20060821,-9999,0,0
20060822,-9999,0,0
20060823,-9999,0,0
20060824,-9999,12,1.2
20060825,-9999,0,0
20060826,-9999,1,0.1
20060827,-9999,0,0
20060828,-9999,0,0
20060829,-9999,0,0
20060830,-9999,68,6.8
20060831,-9999,0,0
20060901,-9999,0,0
20060902,-9999,0,0
20060903,-9999,0,0
20060904,-9999,0,0
20060905,-9999,0,0
20060906,-9999,0,0
20060907,-9999,0,0
20060908,-9999,0,0
20060909,-9999,0,0
20060910,-9999,0,0
20060911,-9999,0,0
20060912,-9999,58,5.8
20060913,-9999,42,4.2
20060914,-9999,26,2.6
20060915,-9999,6,0.6
20060916,-9999,36,3.6
20060917,-9999,3,0.3
20060918,-9999,3,0.3
20060919,-9999,0,0
20060920,-9999,0,0
20060921,-9999,0,0
20060922,-9999,0,0
20060923,-9999,0,0
20060924,-9999,70,7
20060925,-9999,0,0
20060926,-9999,14,1.4
20060927,-9999,0,0
20060928,-9999,0,0
20060929,-9999,0,0
20060930,-9999,0,0
20061001,-9999,0,0
20061002,-9999,0,0
20061003,-9999,129,12.9
20061004,-9999,35,3.5
20061005,-9999,13,1.3
20061006,-9999,23,2.3
20061007,-9999,32,3.2
20061008,-9999,59,5.9
20061009,-9999,2,0.2
20061010,-9999,0,0
20061011,-9999,117,11.7
20061012,-9999,48,4.8
20061013,-9999,0,0
20061014,-9999,0,0
20061015,-9999,0,0
20061016,-9999,0,0
20061017,-9999,37,3.7
20061018,-9999,7,0.7
20061019,-9999,7,0.7
20061020,-9999,19,1.9
20061021,-9999,0,0
20061022,-9999,32,3.2
20061023,-9999,0,0
20061024,-9999,0,0
20061025,-9999,16,1.6
20061026,-9999,37,3.7
20061027,-9999,0,0
20061028,-9999,0,0
20061029,-9999,0,0
20061030,-9999,0,0
20061031,-9999,0,0
20061101,-9999,36,3.6
20061102,-9999,0,0
20061103,-9999,0,0
20061104,-9999,9,0.9
20061105,-9999,0,0
