"C072","01-03-2019","11","2500","01","2,64","00:00","0","03-03-2019","07:12"
"C072","01-03-2019","11","2500","02","5,02","20:20","0","03-03-2019","07:12"
"C072","01-03-2019","12","2500","30","345,63","00:00","0","03-03-2019","07:12"
"C072","01-03-2019","14","2500","01","4,15","00:00","0","03-03-2019","07:12"
"C072","01-03-2019","14","2500","02","8,13","20:20","0","03-03-2019","07:12"
"C072","01-03-2019","16","2500","01","0,57","00:00","0","03-03-2019","07:12"
"C072","01-03-2019","16","2500","02","1,48","13:50","0","03-03-2019","07:12"
"C072","01-03-2019","16","2500","03","0,08","03:50","0","03-03-2019","07:12"
"C072","01-03-2019","17","2500","01","17,68","00:00","0","03-03-2019","07:12"
"C072","01-03-2019","17","2500","02","62,14","12:50","0","03-03-2019","07:12"
"C072","01-03-2019","17","2500","03","1,86","03:40","0","03-03-2019","07:12"
"C072","01-03-2019","21","160","01","7,76","00:00","0","03-03-2019","07:12"
"C072","01-03-2019","21","160","02","11,81","14:50","0","03-03-2019","07:12"
"C072","01-03-2019","21","160","03","4,34","06:40","0","03-03-2019","07:12"
"C072","01-03-2019","31","160","01","76","00:00","0","03-03-2019","07:12"
"C072","01-03-2019","31","160","02","99,2","06:20","0","03-03-2019","07:12"
"C072","01-03-2019","31","160","03","55,79","01:30","0","03-03-2019","07:12"
"C072","01-03-2019","40","190","02","0","00:00","0","03-03-2019","07:12"
"C072","01-03-2019","40","190","10","0","00:00","0","03-03-2019","07:12"
"C072","01-03-2019","40","190","20","0","00:00","0","03-03-2019","07:12"
"C072","01-03-2019","40","190","50","0","00:00","0","03-03-2019","07:12"
"C072","02-03-2019","11","2500","01","4,18","00:00","0","04-03-2019","07:10"
"C072","02-03-2019","11","2500","02","13,67","23:50","0","04-03-2019","07:10"
"C072","02-03-2019","12","2500","30","260,59","00:00","0","04-03-2019","07:10"
"C072","02-03-2019","14","2500","01","6,03","00:00","0","04-03-2019","07:10"
"C072","02-03-2019","14","2500","02","14,8","23:50","0","04-03-2019","07:10"
"C072","02-03-2019","16","2500","01","0,72","00:00","0","04-03-2019","07:10"
"C072","02-03-2019","16","2500","02","1,92","10:20","0","04-03-2019","07:10"
"C072","02-03-2019","16","2500","03","0,07","18:40","0","04-03-2019","07:10"
"C072","02-03-2019","17","2500","01","16,38","00:00","0","04-03-2019","07:10"
"C072","02-03-2019","17","2500","02","74,67","11:50","0","04-03-2019","07:10"
"C072","02-03-2019","17","2500","03","2,5","23:50","0","04-03-2019","07:10"
"C072","02-03-2019","21","160","01","9,41","00:00","0","04-03-2019","07:10"
"C072","02-03-2019","21","160","02","13,6","15:00","0","04-03-2019","07:10"
"C072","02-03-2019","21","160","03","5,96","08:00","0","04-03-2019","07:10"
"C072","02-03-2019","31","160","01","72,48","00:00","0","04-03-2019","07:10"
