"INDICATIVO","year","month","name_day","P_10mm","day"
"2017Y",2011,4,"P7",0,"07"
"2017Y",2011,4,"P8",0,"08"
"2017Y",2011,4,"P9",0,"09"
"2017Y",2011,4,"P10",0,"010"
"2017Y",2011,4,"P11",0,"011"
"2017Y",2011,4,"P12",0,"012"
"2017Y",2011,4,"P13",0,"013"
"2017Y",2011,4,"P14",0,"014"
"2017Y",2011,4,"P15",0,"015"
"2017Y",2011,4,"P16",0,"016"
"2017Y",2011,4,"P17",0,"017"
"2017Y",2011,4,"P18",0,"018"
"2017Y",2011,4,"P19",58,"019"
"2017Y",2011,4,"P20",248,"020"
"2017Y",2011,4,"P21",222,"021"
"2017Y",2011,4,"P22",24,"022"
"2017Y",2011,4,"P23",136,"023"
"2017Y",2011,4,"P24",32,"024"
"2017Y",2011,4,"P25",0,"025"
"2017Y",2011,4,"P26",0,"026"
"2017Y",2011,4,"P27",0,"027"
"2017Y",2011,4,"P28",0,"028"
"2017Y",2011,4,"P29",28,"029"
"2017Y",2011,4,"P30",66,"030"
"2017Y",2011,4,"P31",NA,"031"
"2017Y",2011,5,"P1",12,"01"
"2017Y",2011,5,"P2",4,"02"
"2017Y",2011,5,"P3",52,"03"
"2017Y",2011,5,"P4",0,"04"
"2017Y",2011,5,"P5",0,"05"
"2017Y",2011,5,"P6",138,"06"
"2017Y",2011,5,"P7",252,"07"
"2017Y",2011,5,"P8",0,"08"
"2017Y",2011,5,"P9",0,"09"
"2017Y",2011,5,"P10",0,"010"
"2017Y",2011,5,"P11",0,"011"
"2017Y",2011,5,"P12",112,"012"
"2017Y",2011,5,"P13",4,"013"
"2017Y",2011,5,"P14",10,"014"
"2017Y",2011,5,"P15",0,"015"
"2017Y",2011,5,"P16",0,"016"
"2017Y",2011,5,"P17",0,"017"
"2017Y",2011,5,"P18",0,"018"
"2017Y",2011,5,"P19",0,"019"
"2017Y",2011,5,"P20",0,"020"
"2017Y",2011,5,"P21",24,"021"
"2017Y",2011,5,"P22",0,"022"
"2017Y",2011,5,"P23",2,"023"
"2017Y",2011,5,"P24",0,"024"
"2017Y",2011,5,"P25",10,"025"
"2017Y",2011,5,"P26",26,"026"
"2017Y",2011,5,"P27",0,"027"
"2017Y",2011,5,"P28",30,"028"
"2017Y",2011,5,"P29",76,"029"
"2017Y",2011,5,"P30",362,"030"
"2017Y",2011,5,"P31",0,"031"
"2017Y",2011,6,"P1",0,"01"
"2017Y",2011,6,"P2",0,"02"
"2017Y",2011,6,"P3",34,"03"
"2017Y",2011,6,"P4",28,"04"
"2017Y",2011,6,"P5",122,"05"
"2017Y",2011,6,"P6",50,"06"
"2017Y",2011,6,"P7",0,"07"
"2017Y",2011,6,"P8",0,"08"
"2017Y",2011,6,"P9",26,"09"
"2017Y",2011,6,"P10",16,"010"
"2017Y",2011,6,"P11",0,"011"
"2017Y",2011,6,"P12",0,"012"
"2017Y",2011,6,"P13",0,"013"
"2017Y",2011,6,"P14",0,"014"
"2017Y",2011,6,"P15",0,"015"
"2017Y",2011,6,"P16",0,"016"
"2017Y",2011,6,"P17",0,"017"
"2017Y",2011,6,"P18",0,"018"
"2017Y",2011,6,"P19",0,"019"
"2017Y",2011,6,"P20",0,"020"
"2017Y",2011,6,"P21",0,"021"
"2017Y",2011,6,"P22",0,"022"
"2017Y",2011,6,"P23",0,"023"
"2017Y",2011,6,"P24",0,"024"
"2017Y",2011,6,"P25",0,"025"
"2017Y",2011,6,"P26",0,"026"
"2017Y",2011,6,"P27",NA,"027"
"2017Y",2011,6,"P28",70,"028"
"2017Y",2011,6,"P29",0,"029"
"2017Y",2011,6,"P30",0,"030"
"2017Y",2011,6,"P31",NA,"031"
"2017Y",2011,7,"P1",0,"01"
"2017Y",2011,7,"P2",48,"02"
"2017Y",2011,7,"P3",10,"03"
"2017Y",2011,7,"P4",0,"04"
"2017Y",2011,7,"P5",0,"05"
"2017Y",2011,7,"P6",0,"06"
"2017Y",2011,7,"P7",0,"07"
"2017Y",2011,7,"P8",0,"08"
"2017Y",2011,7,"P9",0,"09"
"2017Y",2011,7,"P10",0,"010"
"2017Y",2011,7,"P11",0,"011"
"2017Y",2011,7,"P12",60,"012"
"2017Y",2011,7,"P13",2,"013"
"2017Y",2011,7,"P14",0,"014"
"2017Y",2011,7,"P15",0,"015"
"2017Y",2011,7,"P16",0,"016"
"2017Y",2011,7,"P17",0,"017"
"2017Y",2011,7,"P18",4,"018"
"2017Y",2011,7,"P19",0,"019"
"2017Y",2011,7,"P20",0,"020"
"2017Y",2011,7,"P21",0,"021"
"2017Y",2011,7,"P22",0,"022"
"2017Y",2011,7,"P23",0,"023"
"2017Y",2011,7,"P24",0,"024"
"2017Y",2011,7,"P25",0,"025"
"2017Y",2011,7,"P26",0,"026"
"2017Y",2011,7,"P27",0,"027"
"2017Y",2011,7,"P28",0,"028"
"2017Y",2011,7,"P29",0,"029"
"2017Y",2011,7,"P30",0,"030"
"2017Y",2011,7,"P31",0,"031"
"2017Y",2011,8,"P1",20,"01"
"2017Y",2011,8,"P2",10,"02"
"2017Y",2011,8,"P3",0,"03"
"2017Y",2011,8,"P4",0,"04"
"2017Y",2011,8,"P5",0,"05"
"2017Y",2011,8,"P6",0,"06"
"2017Y",2011,8,"P7",0,"07"
"2017Y",2011,8,"P8",0,"08"
"2017Y",2011,8,"P9",0,"09"
"2017Y",2011,8,"P10",0,"010"
"2017Y",2011,8,"P11",0,"011"
"2017Y",2011,8,"P12",2,"012"
"2017Y",2011,8,"P13",10,"013"
"2017Y",2011,8,"P14",2,"014"
"2017Y",2011,8,"P15",0,"015"
"2017Y",2011,8,"P16",0,"016"
"2017Y",2011,8,"P17",0,"017"
"2017Y",2011,8,"P18",8,"018"
"2017Y",2011,8,"P19",0,"019"
"2017Y",2011,8,"P20",0,"020"
"2017Y",2011,8,"P21",46,"021"
"2017Y",2011,8,"P22",0,"022"
"2017Y",2011,8,"P23",0,"023"
"2017Y",2011,8,"P24",0,"024"
"2017Y",2011,8,"P25",0,"025"
"2017Y",2011,8,"P26",0,"026"
"2017Y",2011,8,"P27",0,"027"
"2017Y",2011,8,"P28",0,"028"
"2017Y",2011,8,"P29",0,"029"
"2017Y",2011,8,"P30",0,"030"
"2017Y",2011,8,"P31",0,"031"
"2017Y",2011,9,"P1",0,"01"
"2017Y",2011,9,"P2",124,"02"
"2017Y",2011,9,"P3",32,"03"
"2017Y",2011,9,"P4",0,"04"
"2017Y",2011,9,"P5",0,"05"
"2017Y",2011,9,"P6",0,"06"
"2017Y",2011,9,"P7",0,"07"
"2017Y",2011,9,"P8",0,"08"
"2017Y",2011,9,"P9",0,"09"
"2017Y",2011,9,"P10",0,"010"
"2017Y",2011,9,"P11",0,"011"
"2017Y",2011,9,"P12",0,"012"
"2017Y",2011,9,"P13",0,"013"
"2017Y",2011,9,"P14",0,"014"
"2017Y",2011,9,"P15",0,"015"
"2017Y",2011,9,"P16",0,"016"
"2017Y",2011,9,"P17",0,"017"
"2017Y",2011,9,"P18",2,"018"
"2017Y",2011,9,"P19",0,"019"
"2017Y",2011,9,"P20",0,"020"
"2017Y",2011,9,"P21",0,"021"
"2017Y",2011,9,"P22",0,"022"
"2017Y",2011,9,"P23",2,"023"
"2017Y",2011,9,"P24",82,"024"
"2017Y",2011,9,"P25",0,"025"
"2017Y",2011,9,"P26",0,"026"
"2017Y",2011,9,"P27",0,"027"
"2017Y",2011,9,"P28",0,"028"
"2017Y",2011,9,"P29",0,"029"
"2017Y",2011,9,"P30",0,"030"
"2017Y",2011,9,"P31",NA,"031"
"2017Y",2011,10,"P1",0,"01"
"2017Y",2011,10,"P2",0,"02"
"2017Y",2011,10,"P3",0,"03"
"2017Y",2011,10,"P4",0,"04"
"2017Y",2011,10,"P5",0,"05"
"2017Y",2011,10,"P6",0,"06"
"2017Y",2011,10,"P7",2,"07"
"2017Y",2011,10,"P8",0,"08"
"2017Y",2011,10,"P9",0,"09"
"2017Y",2011,10,"P10",0,"010"
"2017Y",2011,10,"P11",0,"011"
"2017Y",2011,10,"P12",0,"012"
"2017Y",2011,10,"P13",0,"013"
"2017Y",2011,10,"P14",0,"014"
"2017Y",2011,10,"P15",0,"015"
"2017Y",2011,10,"P16",0,"016"
"2017Y",2011,10,"P17",0,"017"
"2017Y",2011,10,"P18",NA,"018"
"2017Y",2011,10,"P19",20,"019"
"2017Y",2011,10,"P20",0,"020"
"2017Y",2011,10,"P21",0,"021"
"2017Y",2011,10,"P22",0,"022"
"2017Y",2011,10,"P23",72,"023"
"2017Y",2011,10,"P24",84,"024"
"2017Y",2011,10,"P25",4,"025"
"2017Y",2011,10,"P26",94,"026"
"2017Y",2011,10,"P27",106,"027"
"2017Y",2011,10,"P28",0,"028"
"2017Y",2011,10,"P29",0,"029"
"2017Y",2011,10,"P30",0,"030"
"2017Y",2011,10,"P31",16,"031"
"2017Y",2011,11,"P1",4,"01"
"2017Y",2011,11,"P2",108,"02"
"2017Y",2011,11,"P3",208,"03"
"2017Y",2011,11,"P4",88,"04"
"2017Y",2011,11,"P5",242,"05"
"2017Y",2011,11,"P6",56,"06"
"2017Y",2011,11,"P7",0,"07"
"2017Y",2011,11,"P8",0,"08"
"2017Y",2011,11,"P9",48,"09"
"2017Y",2011,11,"P10",2,"010"
"2017Y",2011,11,"P11",0,"011"
"2017Y",2011,11,"P12",0,"012"
"2017Y",2011,11,"P13",0,"013"
"2017Y",2011,11,"P14",46,"014"
"2017Y",2011,11,"P15",14,"015"
"2017Y",2011,11,"P16",0,"016"
"2017Y",2011,11,"P17",4,"017"
"2017Y",2011,11,"P18",0,"018"
"2017Y",2011,11,"P19",20,"019"
"2017Y",2011,11,"P20",20,"020"
"2017Y",2011,11,"P21",2,"021"
"2017Y",2011,11,"P22",26,"022"
"2017Y",2011,11,"P23",2,"023"
"2017Y",2011,11,"P24",0,"024"
"2017Y",2011,11,"P25",0,"025"
"2017Y",2011,11,"P26",0,"026"
"2017Y",2011,11,"P27",0,"027"
"2017Y",2011,11,"P28",0,"028"
"2017Y",2011,11,"P29",0,"029"
"2017Y",2011,11,"P30",0,"030"
"2017Y",2011,11,"P31",NA,"031"
"2017Y",2011,12,"P1",28,"01"
"2017Y",2011,12,"P2",20,"02"
"2017Y",2011,12,"P3",0,"03"
"2017Y",2011,12,"P4",2,"04"
"2017Y",2011,12,"P5",8,"05"
"2017Y",2011,12,"P6",0,"06"
"2017Y",2011,12,"P7",0,"07"
"2017Y",2011,12,"P8",0,"08"
"2017Y",2011,12,"P9",0,"09"
"2017Y",2011,12,"P10",0,"010"
"2017Y",2011,12,"P11",0,"011"
"2017Y",2011,12,"P12",0,"012"
"2017Y",2011,12,"P13",NA,"013"
"2017Y",2011,12,"P14",0,"014"
"2017Y",2011,12,"P15",NA,"015"
"2017Y",2011,12,"P16",90,"016"
"2017Y",2011,12,"P17",0,"017"
"2017Y",2011,12,"P18",2,"018"
"2017Y",2011,12,"P19",6,"019"
"2017Y",2011,12,"P20",6,"020"
"2017Y",2011,12,"P21",0,"021"
"2017Y",2011,12,"P22",0,"022"
"2017Y",2011,12,"P23",0,"023"
"2017Y",2011,12,"P24",0,"024"
"2017Y",2011,12,"P25",0,"025"
"2017Y",2011,12,"P26",0,"026"
"2017Y",2011,12,"P27",0,"027"
"2017Y",2011,12,"P28",NA,"028"
"2017Y",2011,12,"P29",0,"029"
"2017Y",2011,12,"P30",0,"030"
"2017Y",2011,12,"P31",0,"031"
"2017Y",2012,1,"P1",10,"01"
"2017Y",2012,1,"P2",2,"02"
"2017Y",2012,1,"P3",0,"03"
"2017Y",2012,1,"P4",0,"04"
"2017Y",2012,1,"P5",6,"05"
"2017Y",2012,1,"P6",4,"06"
"2017Y",2012,1,"P7",0,"07"
"2017Y",2012,1,"P8",0,"08"
"2017Y",2012,1,"P9",0,"09"
"2017Y",2012,1,"P10",0,"010"
"2017Y",2012,1,"P11",0,"011"
"2017Y",2012,1,"P12",0,"012"
"2017Y",2012,1,"P13",0,"013"
"2017Y",2012,1,"P14",0,"014"
"2017Y",2012,1,"P15",8,"015"
"2017Y",2012,1,"P16",44,"016"
"2017Y",2012,1,"P17",2,"017"
"2017Y",2012,1,"P18",2,"018"
"2017Y",2012,1,"P19",0,"019"
"2017Y",2012,1,"P20",0,"020"
"2017Y",2012,1,"P21",0,"021"
"2017Y",2012,1,"P22",0,"022"
"2017Y",2012,1,"P23",0,"023"
"2017Y",2012,1,"P24",0,"024"
"2017Y",2012,1,"P25",0,"025"
"2017Y",2012,1,"P26",0,"026"
"2017Y",2012,1,"P27",6,"027"
"2017Y",2012,1,"P28",2,"028"
"2017Y",2012,1,"P29",2,"029"
"2017Y",2012,1,"P30",0,"030"
"2017Y",2012,1,"P31",0,"031"
"2017Y",2012,2,"P1",10,"01"
"2017Y",2012,2,"P2",0,"02"
"2017Y",2012,2,"P3",0,"03"
"2017Y",2012,2,"P4",0,"04"
"2017Y",2012,2,"P5",78,"05"
"2017Y",2012,2,"P6",10,"06"
"2017Y",2012,2,"P7",0,"07"
"2017Y",2012,2,"P8",0,"08"
"2017Y",2012,2,"P9",0,"09"
"2017Y",2012,2,"P10",0,"010"
"2017Y",2012,2,"P11",0,"011"
"2017Y",2012,2,"P12",0,"012"
"2017Y",2012,2,"P13",0,"013"
"2017Y",2012,2,"P14",6,"014"
"2017Y",2012,2,"P15",0,"015"
"2017Y",2012,2,"P16",0,"016"
"2017Y",2012,2,"P17",0,"017"
"2017Y",2012,2,"P18",0,"018"
"2017Y",2012,2,"P19",2,"019"
"2017Y",2012,2,"P20",0,"020"
"2017Y",2012,2,"P21",0,"021"
"2017Y",2012,2,"P22",0,"022"
"2017Y",2012,2,"P23",0,"023"
"2017Y",2012,2,"P24",0,"024"
"2017Y",2012,2,"P25",0,"025"
"2017Y",2012,2,"P26",0,"026"
"2017Y",2012,2,"P27",0,"027"
"2017Y",2012,2,"P28",0,"028"
"2017Y",2012,2,"P29",0,"029"
"2017Y",2012,2,"P30",NA,"030"
"2017Y",2012,2,"P31",NA,"031"
"2017Y",2012,3,"P1",0,"01"
"2017Y",2012,3,"P2",80,"02"
"2017Y",2012,3,"P3",2,"03"
"2017Y",2012,3,"P4",10,"04"
"2017Y",2012,3,"P5",0,"05"
"2017Y",2012,3,"P6",0,"06"
"2017Y",2012,3,"P7",0,"07"
"2017Y",2012,3,"P8",0,"08"
"2017Y",2012,3,"P9",0,"09"
"2017Y",2012,3,"P10",0,"010"
"2017Y",2012,3,"P11",0,"011"
"2017Y",2012,3,"P12",0,"012"
"2017Y",2012,3,"P13",0,"013"
"2017Y",2012,3,"P14",0,"014"
"2017Y",2012,3,"P15",0,"015"
"2017Y",2012,3,"P16",0,"016"
"2017Y",2012,3,"P17",0,"017"
"2017Y",2012,3,"P18",0,"018"
"2017Y",2012,3,"P19",0,"019"
"2017Y",2012,3,"P20",0,"020"
"2017Y",2012,3,"P21",34,"021"
"2017Y",2012,3,"P22",38,"022"
"2017Y",2012,3,"P23",NA,"023"
"2017Y",2012,3,"P24",0,"024"
"2017Y",2012,3,"P25",0,"025"
"2017Y",2012,3,"P26",0,"026"
"2017Y",2012,3,"P27",0,"027"
"2017Y",2012,3,"P28",0,"028"
"2017Y",2012,3,"P29",0,"029"
"2017Y",2012,3,"P30",0,"030"
"2017Y",2012,3,"P31",0,"031"
"2017Y",2012,4,"P1",16,"01"
"2017Y",2012,4,"P2",66,"02"
"2017Y",2012,4,"P3",40,"03"
"2017Y",2012,4,"P4",55,"04"
"2017Y",2012,4,"P5",52,"05"
"2017Y",2012,4,"P6",10,"06"
"2017Y",2012,4,"P7",4,"07"
"2017Y",2012,4,"P8",0,"08"
"2017Y",2012,4,"P9",34,"09"
"2017Y",2012,4,"P10",52,"010"
"2017Y",2012,4,"P11",0,"011"
"2017Y",2012,4,"P12",6,"012"
"2017Y",2012,4,"P13",36,"013"
"2017Y",2012,4,"P14",30,"014"
"2017Y",2012,4,"P15",8,"015"
"2017Y",2012,4,"P16",0,"016"
"2017Y",2012,4,"P17",28,"017"
"2017Y",2012,4,"P18",52,"018"
"2017Y",2012,4,"P19",22,"019"
"2017Y",2012,4,"P20",0,"020"
"2017Y",2012,4,"P21",40,"021"
"2017Y",2012,4,"P22",0,"022"
"2017Y",2012,4,"P23",2,"023"
"2017Y",2012,4,"P24",0,"024"
"2017Y",2012,4,"P25",12,"025"
"2017Y",2012,4,"P26",4,"026"
"2017Y",2012,4,"P27",32,"027"
"2017Y",2012,4,"P28",124,"028"
"2017Y",2012,4,"P29",44,"029"
"2017Y",2012,4,"P30",0,"030"
"2017Y",2012,4,"P31",NA,"031"
"2017Y",2012,5,"P1",4,"01"
"2017Y",2012,5,"P2",0,"02"
"2017Y",2012,5,"P3",30,"03"
"2017Y",2012,5,"P4",64,"04"
"2017Y",2012,5,"P5",18,"05"
"2017Y",2012,5,"P6",10,"06"
"2017Y",2012,5,"P7",46,"07"
"2017Y",2012,5,"P8",16,"08"
"2017Y",2012,5,"P9",0,"09"
"2017Y",2012,5,"P10",0,"010"
"2017Y",2012,5,"P11",2,"011"
"2017Y",2012,5,"P12",NA,"012"
"2017Y",2012,5,"P13",NA,"013"
"2017Y",2012,5,"P14",NA,"014"
"2017Y",2012,5,"P15",0,"015"
"2017Y",2012,5,"P16",0,"016"
"2017Y",2012,5,"P17",12,"017"
"2017Y",2012,5,"P18",10,"018"
"2017Y",2012,5,"P19",126,"019"
"2017Y",2012,5,"P20",10,"020"
"2017Y",2012,5,"P21",4,"021"
"2017Y",2012,5,"P22",0,"022"
"2017Y",2012,5,"P23",0,"023"
"2017Y",2012,5,"P24",0,"024"
"2017Y",2012,5,"P25",0,"025"
"2017Y",2012,5,"P26",0,"026"
"2017Y",2012,5,"P27",0,"027"
"2017Y",2012,5,"P28",76,"028"
"2017Y",2012,5,"P29",0,"029"
"2017Y",2012,5,"P30",0,"030"
"2017Y",2012,5,"P31",0,"031"
"2017Y",2012,6,"P1",0,"01"
"2017Y",2012,6,"P2",66,"02"
"2017Y",2012,6,"P3",2,"03"
"2017Y",2012,6,"P4",0,"04"
"2017Y",2012,6,"P5",0,"05"
"2017Y",2012,6,"P6",0,"06"
"2017Y",2012,6,"P7",0,"07"
"2017Y",2012,6,"P8",0,"08"
"2017Y",2012,6,"P9",0,"09"
"2017Y",2012,6,"P10",0,"010"
"2017Y",2012,6,"P11",2,"011"
"2017Y",2012,6,"P12",2,"012"
"2017Y",2012,6,"P13",0,"013"
"2017Y",2012,6,"P14",0,"014"
"2017Y",2012,6,"P15",0,"015"
"2017Y",2012,6,"P16",0,"016"
"2017Y",2012,6,"P17",0,"017"
"2017Y",2012,6,"P18",74,"018"
"2017Y",2012,6,"P19",44,"019"
"2017Y",2012,6,"P20",2,"020"
"2017Y",2012,6,"P21",0,"021"
"2017Y",2012,6,"P22",0,"022"
"2017Y",2012,6,"P23",0,"023"
"2017Y",2012,6,"P24",0,"024"
"2017Y",2012,6,"P25",0,"025"
"2017Y",2012,6,"P26",0,"026"
"2017Y",2012,6,"P27",14,"027"
"2017Y",2012,6,"P28",0,"028"
"2017Y",2012,6,"P29",0,"029"
"2017Y",2012,6,"P30",0,"030"
"2017Y",2012,6,"P31",NA,"031"
"2017Y",2012,7,"P1",0,"01"
"2017Y",2012,7,"P2",0,"02"
"2017Y",2012,7,"P3",0,"03"
"2017Y",2012,7,"P4",0,"04"
"2017Y",2012,7,"P5",0,"05"
"2017Y",2012,7,"P6",0,"06"
"2017Y",2012,7,"P7",0,"07"
"2017Y",2012,7,"P8",0,"08"
"2017Y",2012,7,"P9",0,"09"
"2017Y",2012,7,"P10",0,"010"
"2017Y",2012,7,"P11",0,"011"
"2017Y",2012,7,"P12",0,"012"
"2017Y",2012,7,"P13",0,"013"
"2017Y",2012,7,"P14",0,"014"
"2017Y",2012,7,"P15",0,"015"
"2017Y",2012,7,"P16",0,"016"
"2017Y",2012,7,"P17",0,"017"
"2017Y",2012,7,"P18",0,"018"
"2017Y",2012,7,"P19",0,"019"
"2017Y",2012,7,"P20",0,"020"
"2017Y",2012,7,"P21",0,"021"
"2017Y",2012,7,"P22",0,"022"
"2017Y",2012,7,"P23",0,"023"
"2017Y",2012,7,"P24",0,"024"
"2017Y",2012,7,"P25",NA,"025"
"2017Y",2012,7,"P26",NA,"026"
"2017Y",2012,7,"P27",NA,"027"
"2017Y",2012,7,"P28",72,"028"
"2017Y",2012,7,"P29",0,"029"
"2017Y",2012,7,"P30",0,"030"
"2017Y",2012,7,"P31",0,"031"
"2017Y",2012,8,"P1",0,"01"
"2017Y",2012,8,"P2",0,"02"
"2017Y",2012,8,"P3",0,"03"
"2017Y",2012,8,"P4",2,"04"
"2017Y",2012,8,"P5",80,"05"
"2017Y",2012,8,"P6",0,"06"
"2017Y",2012,8,"P7",0,"07"
"2017Y",2012,8,"P8",0,"08"
"2017Y",2012,8,"P9",0,"09"
"2017Y",2012,8,"P10",0,"010"
"2017Y",2012,8,"P11",0,"011"
"2017Y",2012,8,"P12",0,"012"
"2017Y",2012,8,"P13",0,"013"
"2017Y",2012,8,"P14",0,"014"
"2017Y",2012,8,"P15",0,"015"
"2017Y",2012,8,"P16",0,"016"
"2017Y",2012,8,"P17",0,"017"
"2017Y",2012,8,"P18",0,"018"
"2017Y",2012,8,"P19",NA,"019"
"2017Y",2012,8,"P20",NA,"020"
"2017Y",2012,8,"P21",NA,"021"
"2017Y",2012,8,"P22",0,"022"
"2017Y",2012,8,"P23",0,"023"
"2017Y",2012,8,"P24",0,"024"
"2017Y",2012,8,"P25",0,"025"
"2017Y",2012,8,"P26",0,"026"
"2017Y",2012,8,"P27",0,"027"
"2017Y",2012,8,"P28",0,"028"
"2017Y",2012,8,"P29",46,"029"
"2017Y",2012,8,"P30",0,"030"
"2017Y",2012,8,"P31",NA,"031"
"2017Y",2012,9,"P1",0,"01"
"2017Y",2012,9,"P2",0,"02"
"2017Y",2012,9,"P3",0,"03"
"2017Y",2012,9,"P4",0,"04"
"2017Y",2012,9,"P5",0,"05"
"2017Y",2012,9,"P6",0,"06"
"2017Y",2012,9,"P7",NA,"07"
"2017Y",2012,9,"P8",8,"08"
"2017Y",2012,9,"P9",NA,"09"
"2017Y",2012,9,"P10",NA,"010"
"2017Y",2012,9,"P11",NA,"011"
"2017Y",2012,9,"P12",NA,"012"
"2017Y",2012,9,"P13",0,"013"
"2017Y",2012,9,"P14",0,"014"
"2017Y",2012,9,"P15",0,"015"
"2017Y",2012,9,"P16",0,"016"
"2017Y",2012,9,"P17",0,"017"
"2017Y",2012,9,"P18",0,"018"
"2017Y",2012,9,"P19",0,"019"
"2017Y",2012,9,"P20",0,"020"
"2017Y",2012,9,"P21",0,"021"
"2017Y",2012,9,"P22",0,"022"
"2017Y",2012,9,"P23",112,"023"
"2017Y",2012,9,"P24",0,"024"
"2017Y",2012,9,"P25",138,"025"
"2017Y",2012,9,"P26",0,"026"
"2017Y",2012,9,"P27",10,"027"
"2017Y",2012,9,"P28",168,"028"
"2017Y",2012,9,"P29",2,"029"
"2017Y",2012,9,"P30",0,"030"
"2017Y",2012,9,"P31",NA,"031"
"2017Y",2012,10,"P1",0,"01"
"2017Y",2012,10,"P2",0,"02"
"2017Y",2012,10,"P3",0,"03"
"2017Y",2012,10,"P4",0,"04"
"2017Y",2012,10,"P5",0,"05"
"2017Y",2012,10,"P6",0,"06"
"2017Y",2012,10,"P7",0,"07"
"2017Y",2012,10,"P8",0,"08"
"2017Y",2012,10,"P9",0,"09"
"2017Y",2012,10,"P10",74,"010"
"2017Y",2012,10,"P11",62,"011"
"2017Y",2012,10,"P12",0,"012"
"2017Y",2012,10,"P13",0,"013"
"2017Y",2012,10,"P14",46,"014"
"2017Y",2012,10,"P15",0,"015"
"2017Y",2012,10,"P16",0,"016"
"2017Y",2012,10,"P17",0,"017"
"2017Y",2012,10,"P18",118,"018"
"2017Y",2012,10,"P19",148,"019"
"2017Y",2012,10,"P20",94,"020"
"2017Y",2012,10,"P21",70,"021"
"2017Y",2012,10,"P22",0,"022"
"2017Y",2012,10,"P23",0,"023"
"2017Y",2012,10,"P24",44,"024"
"2017Y",2012,10,"P25",76,"025"
"2017Y",2012,10,"P26",16,"026"
"2017Y",2012,10,"P27",24,"027"
"2017Y",2012,10,"P28",2,"028"
"2017Y",2012,10,"P29",0,"029"
"2017Y",2012,10,"P30",0,"030"
"2017Y",2012,10,"P31",0,"031"
"2017Y",2012,11,"P1",10,"01"
"2017Y",2012,11,"P2",0,"02"
"2017Y",2012,11,"P3",100,"03"
"2017Y",2012,11,"P4",10,"04"
"2017Y",2012,11,"P5",2,"05"
"2017Y",2012,11,"P6",2,"06"
"2017Y",2012,11,"P7",8,"07"
"2017Y",2012,11,"P8",34,"08"
"2017Y",2012,11,"P9",42,"09"
"2017Y",2012,11,"P10",26,"010"
"2017Y",2012,11,"P11",2,"011"
"2017Y",2012,11,"P12",0,"012"
"2017Y",2012,11,"P13",0,"013"
"2017Y",2012,11,"P14",0,"014"
"2017Y",2012,11,"P15",0,"015"
"2017Y",2012,11,"P16",0,"016"
"2017Y",2012,11,"P17",56,"017"
"2017Y",2012,11,"P18",0,"018"
"2017Y",2012,11,"P19",2,"019"
"2017Y",2012,11,"P20",0,"020"
"2017Y",2012,11,"P21",0,"021"
"2017Y",2012,11,"P22",0,"022"
"2017Y",2012,11,"P23",0,"023"
"2017Y",2012,11,"P24",0,"024"
"2017Y",2012,11,"P25",54,"025"
"2017Y",2012,11,"P26",4,"026"
"2017Y",2012,11,"P27",2,"027"
"2017Y",2012,11,"P28",22,"028"
"2017Y",2012,11,"P29",6,"029"
"2017Y",2012,11,"P30",4,"030"
"2017Y",2012,11,"P31",NA,"031"
"2017Y",2012,12,"P1",0,"01"
"2017Y",2012,12,"P2",0,"02"
"2017Y",2012,12,"P3",0,"03"
"2017Y",2012,12,"P4",0,"04"
"2017Y",2012,12,"P5",0,"05"
"2017Y",2012,12,"P6",0,"06"
"2017Y",2012,12,"P7",18,"07"
"2017Y",2012,12,"P8",6,"08"
"2017Y",2012,12,"P9",0,"09"
"2017Y",2012,12,"P10",0,"010"
"2017Y",2012,12,"P11",0,"011"
"2017Y",2012,12,"P12",2,"012"
"2017Y",2012,12,"P13",170,"013"
"2017Y",2012,12,"P14",206,"014"
"2017Y",2012,12,"P15",14,"015"
"2017Y",2012,12,"P16",100,"016"
"2017Y",2012,12,"P17",0,"017"
"2017Y",2012,12,"P18",2,"018"
"2017Y",2012,12,"P19",8,"019"
"2017Y",2012,12,"P20",6,"020"
"2017Y",2012,12,"P21",0,"021"
"2017Y",2012,12,"P22",0,"022"
"2017Y",2012,12,"P23",0,"023"
"2017Y",2012,12,"P24",0,"024"
"2017Y",2012,12,"P25",18,"025"
"2017Y",2012,12,"P26",0,"026"
"2017Y",2012,12,"P27",0,"027"
"2017Y",2012,12,"P28",2,"028"
"2017Y",2012,12,"P29",2,"029"
"2017Y",2012,12,"P30",0,"030"
"2017Y",2012,12,"P31",2,"031"
"2017Y",2013,1,"P1",24,"01"
"2017Y",2013,1,"P2",6,"02"
"2017Y",2013,1,"P3",0,"03"
"2017Y",2013,1,"P4",0,"04"
"2017Y",2013,1,"P5",0,"05"
"2017Y",2013,1,"P6",0,"06"
"2017Y",2013,1,"P7",0,"07"
"2017Y",2013,1,"P8",0,"08"
"2017Y",2013,1,"P9",0,"09"
"2017Y",2013,1,"P10",8,"010"
"2017Y",2013,1,"P11",0,"011"
"2017Y",2013,1,"P12",14,"012"
"2017Y",2013,1,"P13",4,"013"
"2017Y",2013,1,"P14",36,"014"
"2017Y",2013,1,"P15",34,"015"
"2017Y",2013,1,"P16",94,"016"
"2017Y",2013,1,"P17",12,"017"
"2017Y",2013,1,"P18",400,"018"
