"Pavg_year","Pse_year","Pnyears","Tmean_avg_year","Tmean_se_year","Tmin_avg_year","Tmin_se_year","Tmax_avg_year","Tmax_se_year","Tnmonths"
2472.06222222222,63.6798028879437,45,12.0364889148138,0.0824423518512328,7.72951140374461,0.0695551478779363,16.3473536536607,0.110965886635128,46
