"Pavg_year","Pse_year","Pnyears","Tmean_avg_year","Tmean_se_year","Tmin_avg_year","Tmin_se_year","Tmax_avg_year","Tmax_se_year","Tnmonths"
1151.40666666667,64.463258244461,15,9.07056794066578,0.237869645477554,4.35845813014262,0.237439067646145,14.0260994770931,0.256925507484016,14
