INDICATIVO,year,month,day,HUMAX,HUMIN
2017Y,2011,12,17,91,62
2017Y,2011,12,18,92,81
2017Y,2011,12,19,93,60
2017Y,2011,12,20,99,60
2017Y,2011,12,21,87,73
2017Y,2011,12,22,89,20
2017Y,2011,12,23,90,18
2017Y,2011,12,24,91,57
2017Y,2011,12,25,60,16
2017Y,2011,12,26,75,22
2017Y,2011,12,27,77,26
2017Y,2011,12,28,92,32
2017Y,2011,12,29,94,80
2017Y,2011,12,30,90,69
2017Y,2011,12,31,95,70
2017Y,2012,1,1,99,64
2017Y,2012,1,2,95,56
2017Y,2012,1,3,96,64
2017Y,2012,1,4,100,47
2017Y,2012,1,5,99,11
2017Y,2012,1,6,93,80
2017Y,2012,1,7,89,58
2017Y,2012,1,8,88,33
2017Y,2012,1,9,65,25
2017Y,2012,1,10,78,32
2017Y,2012,1,11,75,29
2017Y,2012,1,12,77,15
2017Y,2012,1,13,68,24
2017Y,2012,1,14,81,25
2017Y,2012,1,15,96,60
2017Y,2012,1,16,97,86
2017Y,2012,1,17,94,42
2017Y,2012,1,18,96,28
2017Y,2012,1,19,98,52
2017Y,2012,1,20,93,78
2017Y,2012,1,21,89,72
2017Y,2012,1,22,93,64
2017Y,2012,1,23,89,64
2017Y,2012,1,24,87,44
2017Y,2012,1,25,72,28
2017Y,2012,1,26,93,40
2017Y,2012,1,27,93,82
2017Y,2012,1,28,90,65
2017Y,2012,1,29,89,63
2017Y,2012,1,30,86,48
2017Y,2012,1,31,94,56
2017Y,2012,2,1,96,79
2017Y,2012,2,2,93,71
2017Y,2012,2,3,89,47
2017Y,2012,2,4,93,66
2017Y,2012,2,5,98,81
2017Y,2012,2,6,95,86
2017Y,2012,2,7,91,74
2017Y,2012,2,8,91,79
2017Y,2012,2,9,94,46
2017Y,2012,2,10,91,69
2017Y,2012,2,11,86,60
2017Y,2012,2,12,82,62
2017Y,2012,2,13,93,76
2017Y,2012,2,14,93,74
2017Y,2012,2,15,93,76
2017Y,2012,2,16,93,75
2017Y,2012,2,17,94,64
2017Y,2012,2,18,94,41
2017Y,2012,2,19,93,74
2017Y,2012,2,20,83,37
2017Y,2012,2,21,54,21
2017Y,2012,2,22,42,9
2017Y,2012,2,23,45,21
2017Y,2012,2,24,84,27
2017Y,2012,2,25,80,19
2017Y,2012,2,26,80,54
2017Y,2012,2,27,77,34
2017Y,2012,2,28,74,26
2017Y,2012,2,29,81,25
2017Y,2012,3,1,78,26
2017Y,2012,3,2,95,47
2017Y,2012,3,3,97,51
2017Y,2012,3,4,96,58
2017Y,2012,3,5,87,62
2017Y,2012,3,6,84,58
2017Y,2012,3,7,84,14
2017Y,2012,3,8,87,67
2017Y,2012,3,9,82,27
2017Y,2012,3,10,76,33
2017Y,2012,3,11,74,36
2017Y,2012,3,12,82,31
2017Y,2012,3,13,85,17
2017Y,2012,3,14,72,20
2017Y,2012,3,15,70,17
2017Y,2012,3,16,81,31
2017Y,2012,3,17,94,51
2017Y,2012,3,18,82,36
2017Y,2012,3,19,89,52
2017Y,2012,3,20,84,55
2017Y,2012,3,21,98,70
2017Y,2012,3,22,100,53
2017Y,2012,3,24,94,27
2017Y,2012,3,25,85,23
2017Y,2012,3,26,83,27
2017Y,2012,3,27,88,31
2017Y,2012,3,28,81,22
2017Y,2012,3,29,75,26
2017Y,2012,3,30,75,29
2017Y,2012,3,31,84,21
2017Y,2012,4,1,93,36
2017Y,2012,4,2,93,53
2017Y,2012,4,3,97,87
2017Y,2012,4,4,97,66
2017Y,2012,4,5,98,81
2017Y,2012,4,6,99,71
2017Y,2012,4,7,94,68
2017Y,2012,4,8,92,66
2017Y,2012,4,9,98,33
2017Y,2012,4,10,95,58
2017Y,2012,4,11,94,58
2017Y,2012,4,12,97,66
2017Y,2012,4,13,95,67
2017Y,2012,4,14,98,64
2017Y,2012,4,15,94,75
2017Y,2012,4,16,93,66
2017Y,2012,4,17,95,42
2017Y,2012,4,18,93,66
2017Y,2012,4,19,94,58
2017Y,2012,4,20,93,49
2017Y,2012,4,21,95,65
2017Y,2012,4,22,99,48
2017Y,2012,4,23,98,61
2017Y,2012,4,24,77,38
2017Y,2012,4,25,89,45
2017Y,2012,4,26,95,70
2017Y,2012,4,27,99,48
2017Y,2012,4,28,98,85
2017Y,2012,4,29,99,67
2017Y,2012,4,30,95,47
2017Y,2012,5,1,92,42
2017Y,2012,5,2,95,46
2017Y,2012,5,3,97,52
2017Y,2012,5,4,98,69
2017Y,2012,5,5,96,59
2017Y,2012,5,6,96,47
2017Y,2012,5,7,94,45
2017Y,2012,5,8,99,62
2017Y,2012,5,9,98,37
2017Y,2012,5,10,89,32
2017Y,2012,5,11,89,30
2017Y,2012,5,15,84,17
2017Y,2012,5,16,80,14
2017Y,2012,5,17,86,40
2017Y,2012,5,18,93,38
2017Y,2012,5,19,98,53
2017Y,2012,5,20,99,72
2017Y,2012,5,21,90,71
2017Y,2012,5,22,89,56
2017Y,2012,5,23,79,23
2017Y,2012,5,24,72,32
2017Y,2012,5,25,87,31
2017Y,2012,5,26,89,32
2017Y,2012,5,27,85,28
2017Y,2012,5,28,90,30
2017Y,2012,5,29,93,45
2017Y,2012,5,30,82,28
2017Y,2012,5,31,76,24
2017Y,2012,6,1,85,22
2017Y,2012,6,2,92,34
2017Y,2012,6,3,95,63
2017Y,2012,6,4,97,53
2017Y,2012,6,5,96,32
2017Y,2012,6,6,80,43
2017Y,2012,6,7,90,41
2017Y,2012,6,8,87,53
2017Y,2012,6,9,98,39
2017Y,2012,6,10,88,51
2017Y,2012,6,11,90,45
2017Y,2012,6,12,95,45
2017Y,2012,6,13,92,29
2017Y,2012,6,14,94,26
2017Y,2012,6,15,88,27
2017Y,2012,6,16,92,27
2017Y,2012,6,17,92,19
2017Y,2012,6,18,88,26
2017Y,2012,6,19,96,46
2017Y,2012,6,20,97,33
2017Y,2012,6,21,82,28
2017Y,2012,6,22,90,24
2017Y,2012,6,23,94,23
2017Y,2012,6,24,88,29
2017Y,2012,6,25,63,24
2017Y,2012,6,26,66,22
2017Y,2012,6,27,85,23
2017Y,2012,6,28,86,19
2017Y,2012,6,29,76,21
2017Y,2012,6,30,87,30
2017Y,2012,7,1,95,56
2017Y,2012,7,2,87,22
2017Y,2012,7,3,64,19
2017Y,2012,7,4,82,30
2017Y,2012,7,5,92,27
2017Y,2012,7,6,95,29
2017Y,2012,7,7,87,26
2017Y,2012,7,8,90,15
2017Y,2012,7,9,92,16
2017Y,2012,7,10,93,16
2017Y,2012,7,11,94,37
2017Y,2012,7,12,91,19
2017Y,2012,7,13,74,18
2017Y,2012,7,14,90,39
2017Y,2012,7,15,88,42
2017Y,2012,7,16,76,21
2017Y,2012,7,17,51,17
2017Y,2012,7,18,54,16
2017Y,2012,7,19,62,10
2017Y,2012,7,20,79,31
2017Y,2012,7,21,76,34
2017Y,2012,7,22,76,22
2017Y,2012,7,23,66,12
2017Y,2012,7,24,80,30
2017Y,2012,7,28,95,50
2017Y,2012,7,29,97,31
2017Y,2012,7,30,95,20
2017Y,2012,7,31,86,14
2017Y,2012,8,1,73,15
2017Y,2012,8,2,87,22
2017Y,2012,8,3,86,22
2017Y,2012,8,4,88,28
2017Y,2012,8,5,96,35
2017Y,2012,8,6,95,32
2017Y,2012,8,7,91,28
2017Y,2012,8,8,83,21
2017Y,2012,8,9,69,16
2017Y,2012,8,10,53,14
2017Y,2012,8,11,75,12
2017Y,2012,8,12,81,27
2017Y,2012,8,13,90,21
2017Y,2012,8,14,76,23
2017Y,2012,8,15,83,39
2017Y,2012,8,16,91,24
2017Y,2012,8,17,83,14
2017Y,2012,8,18,70,14
2017Y,2012,8,22,70,15
2017Y,2012,8,23,90,17
2017Y,2012,8,24,77,16
2017Y,2012,8,25,91,28
2017Y,2012,8,26,85,16
2017Y,2012,8,27,86,19
2017Y,2012,8,28,46,16
2017Y,2012,8,29,93,24
2017Y,2012,8,30,94,59
2017Y,2012,8,31,84,46
2017Y,2012,9,2,80,33
2017Y,2012,9,3,90,58
2017Y,2012,9,4,87,53
2017Y,2012,9,5,87,43
2017Y,2012,9,6,91,30
2017Y,2012,9,7,85,29
2017Y,2012,9,8,86,32
2017Y,2012,9,13,94,53
2017Y,2012,9,14,79,16
2017Y,2012,9,15,54,10
2017Y,2012,9,16,56,12
2017Y,2012,9,17,50,21
2017Y,2012,9,18,92,33
2017Y,2012,9,19,93,61
2017Y,2012,9,20,96,36
2017Y,2012,9,21,94,41
2017Y,2012,9,22,92,26
2017Y,2012,9,23,93,27
2017Y,2012,9,24,92,45
2017Y,2012,9,25,94,51
2017Y,2012,9,26,94,48
2017Y,2012,9,27,92,40
2017Y,2012,9,28,95,70
2017Y,2012,9,29,95,78
2017Y,2012,9,30,93,59
2017Y,2012,10,1,98,34
2017Y,2012,10,2,89,37
2017Y,2012,10,3,91,27
2017Y,2012,10,4,90,28
2017Y,2012,10,5,94,26
2017Y,2012,10,6,86,33
2017Y,2012,10,7,93,45
2017Y,2012,10,8,94,28
2017Y,2012,10,9,94,38
2017Y,2012,10,11,100,62
2017Y,2012,10,12,96,68
2017Y,2012,10,13,96,48
2017Y,2012,10,14,93,56
2017Y,2012,10,15,94,50
2017Y,2012,10,16,97,40
2017Y,2012,10,17,99,40
2017Y,2012,10,18,84,51
2017Y,2012,10,19,99,75
2017Y,2012,10,20,99,88
2017Y,2012,10,21,99,89
2017Y,2012,10,22,100,62
2017Y,2012,10,23,97,53
2017Y,2012,10,24,100,72
2017Y,2012,10,25,100,88
2017Y,2012,10,26,100,69
2017Y,2012,10,27,95,80
2017Y,2012,10,28,93,80
2017Y,2012,10,29,95,42
2017Y,2012,10,30,96,69
2017Y,2012,10,31,94,52
2017Y,2012,11,1,91,68
2017Y,2012,11,2,92,60
2017Y,2012,11,3,100,85
2017Y,2012,11,4,98,79
2017Y,2012,11,5,100,52
2017Y,2012,11,6,96,62
2017Y,2012,11,7,93,41
2017Y,2012,11,8,100,92
2017Y,2012,11,9,100,88
2017Y,2012,11,10,100,76
2017Y,2012,11,11,96,82
2017Y,2012,11,12,92,50
2017Y,2012,11,13,85,29
2017Y,2012,11,14,100,79
2017Y,2012,11,15,100,68
2017Y,2012,11,16,99,73
2017Y,2012,11,17,100,88
2017Y,2012,11,18,99,84
2017Y,2012,11,19,100,56
2017Y,2012,11,20,98,67
2017Y,2012,11,21,99,71
2017Y,2012,11,22,97,48
2017Y,2012,11,23,99,61
2017Y,2012,11,24,99,68
2017Y,2012,11,25,99,88
2017Y,2012,11,26,99,82
2017Y,2012,11,27,94,79
2017Y,2012,11,28,99,84
2017Y,2012,11,29,97,85
2017Y,2012,11,30,99,77
2017Y,2012,12,1,88,71
2017Y,2012,12,2,93,73
2017Y,2012,12,3,94,53
2017Y,2012,12,4,96,64
2017Y,2012,12,5,88,61
2017Y,2012,12,6,96,66
2017Y,2012,12,7,100,76
2017Y,2012,12,8,93,77
2017Y,2012,12,9,90,34
2017Y,2012,12,10,85,19
2017Y,2012,12,11,89,58
2017Y,2012,12,12,90,59
2017Y,2012,12,13,100,87
2017Y,2012,12,14,99,86
2017Y,2012,12,15,94,62
2017Y,2012,12,16,97,74
2017Y,2012,12,17,94,59
2017Y,2012,12,18,98,64
2017Y,2012,12,19,100,81
2017Y,2012,12,20,98,66
2017Y,2012,12,21,89,55
2017Y,2012,12,22,97,72
2017Y,2012,12,23,99,60
2017Y,2012,12,24,98,61
2017Y,2012,12,25,93,53
2017Y,2012,12,26,97,53
2017Y,2012,12,27,97,70
2017Y,2012,12,28,98,69
2017Y,2012,12,29,100,58
2017Y,2012,12,30,96,57
2017Y,2012,12,31,96,59
2017Y,2013,1,1,98,66
2017Y,2013,1,2,96,84
2017Y,2013,1,3,88,30
2017Y,2013,1,4,84,36
2017Y,2013,1,5,60,23
2017Y,2013,1,6,62,17
2017Y,2013,1,7,79,33
2017Y,2013,1,8,96,48
2017Y,2013,1,9,98,63
2017Y,2013,1,10,94,49
2017Y,2013,1,11,94,47
2017Y,2013,1,12,92,63
2017Y,2013,1,13,96,64
2017Y,2013,1,14,96,76
2017Y,2013,1,15,92,71
2017Y,2013,1,16,94,66
2017Y,2013,1,17,96,71
2017Y,2013,1,18,99,78
2017Y,2013,1,19,99,82
2017Y,2013,1,20,96,68
2017Y,2013,1,21,97,60
2017Y,2013,1,22,95,70
2017Y,2013,1,23,95,56
2017Y,2013,1,24,97,77
2017Y,2013,1,25,97,56
2017Y,2013,1,26,100,49
2017Y,2013,1,27,95,60
2017Y,2013,1,28,94,60
2017Y,2013,1,29,97,47
2017Y,2013,1,30,99,49
2017Y,2013,1,31,99,59
2017Y,2013,2,1,95,63
2017Y,2013,3,2,92,36
2017Y,2013,3,3,98,54
2017Y,2013,3,4,98,67
2017Y,2013,3,5,100,96
2017Y,2013,3,6,100,62
2017Y,2013,3,7,98,80
2017Y,2013,3,8,95,74
2017Y,2013,3,9,93,59
2017Y,2013,3,10,92,61
2017Y,2013,3,11,93,76
2017Y,2013,3,12,95,69
2017Y,2013,3,13,98,82
2017Y,2013,3,14,94,67
2017Y,2013,3,15,93,46
2017Y,2013,3,16,97,70
2017Y,2013,3,17,99,83
2017Y,2013,3,18,98,64
2017Y,2013,3,19,96,59
2017Y,2013,3,20,96,42
2017Y,2013,3,21,95,51
2017Y,2013,3,22,99,55
2017Y,2013,3,23,100,52
2017Y,2013,3,24,95,53
2017Y,2013,3,25,97,77
2017Y,2013,3,26,98,73
2017Y,2013,3,27,99,66
2017Y,2013,3,28,98,63
2017Y,2013,3,29,100,82
2017Y,2013,3,30,97,57
2017Y,2013,3,31,100,51
2017Y,2013,4,1,98,52
2017Y,2013,4,2,97,58
2017Y,2013,4,3,99,48
2017Y,2013,4,4,99,66
2017Y,2013,4,5,92,65
2017Y,2013,4,6,90,77
2017Y,2013,4,7,89,48
2017Y,2013,4,8,90,62
2017Y,2013,4,9,94,63
2017Y,2013,4,10,84,64
2017Y,2013,4,11,92,52
2017Y,2013,4,12,87,58
2017Y,2013,4,13,97,33
2017Y,2013,4,14,93,36
2017Y,2013,4,15,94,42
2017Y,2013,4,16,92,48
2017Y,2013,4,17,96,27
2017Y,2013,4,18,92,55
2017Y,2013,4,19,95,54
2017Y,2013,4,20,86,46
2017Y,2013,4,21,71,25
2017Y,2013,4,22,85,52
2017Y,2013,4,23,88,33
2017Y,2013,4,24,91,41
2017Y,2013,4,25,90,58
2017Y,2013,4,26,96,86
2017Y,2013,4,27,99,75
2017Y,2013,4,28,96,72
2017Y,2013,4,29,97,88
2017Y,2013,4,30,99,66
2017Y,2013,5,1,99,55
2017Y,2013,5,22,95,63
2017Y,2013,5,23,91,70
2017Y,2013,5,24,84,39
2017Y,2013,5,25,88,49
2017Y,2013,5,26,96,36
2017Y,2013,5,27,98,48
2017Y,2013,5,28,91,58
2017Y,2013,5,29,94,50
2017Y,2013,5,30,91,75
2017Y,2013,5,31,94,77
2017Y,2013,6,1,87,72
2017Y,2013,6,2,93,76
2017Y,2013,6,3,92,54
2017Y,2013,6,4,94,32
2017Y,2013,6,5,91,32
2017Y,2013,6,6,97,33
2017Y,2013,6,7,95,58
2017Y,2013,6,8,93,62
2017Y,2013,6,9,96,82
2017Y,2013,6,10,98,38
2017Y,2013,6,11,88,50
2017Y,2013,6,12,93,44
2017Y,2013,6,13,96,51
2017Y,2013,6,14,95,34
2017Y,2013,6,15,96,31
2017Y,2013,6,16,94,26
2017Y,2013,6,17,85,37
2017Y,2013,6,18,94,53
2017Y,2013,6,19,96,72
2017Y,2013,6,20,98,56
2017Y,2013,6,21,95,71
2017Y,2013,6,22,100,44
2017Y,2013,6,23,97,64
2017Y,2013,6,24,84,31
2017Y,2013,6,25,81,26
2017Y,2013,6,26,84,45
2017Y,2013,6,27,84,48
2017Y,2013,6,28,84,22
2017Y,2013,6,29,84,30
2017Y,2013,6,30,84,41
2017Y,2013,7,1,92,43
2017Y,2013,7,2,98,38
2017Y,2013,7,3,86,51
2017Y,2013,7,4,91,35
2017Y,2013,7,5,79,35
2017Y,2013,7,6,87,38
2017Y,2013,7,7,89,35
2017Y,2013,7,8,78,34
2017Y,2013,7,9,92,41
2017Y,2013,7,10,92,40
2017Y,2013,7,11,94,46
2017Y,2013,7,12,91,35
2017Y,2013,7,13,88,38
2017Y,2013,7,14,95,51
2017Y,2013,7,15,94,45
2017Y,2013,7,16,94,39
2017Y,2013,7,17,92,59
2017Y,2013,7,18,91,45
2017Y,2013,7,19,94,37
2017Y,2013,7,20,94,39
2017Y,2013,7,21,93,43
2017Y,2013,7,22,91,32
2017Y,2013,7,23,90,37
2017Y,2013,7,24,97,33
2017Y,2013,7,25,86,30
2017Y,2013,7,26,84,23
2017Y,2013,7,27,88,46
2017Y,2013,7,28,93,38
2017Y,2013,7,29,96,34
2017Y,2013,7,30,89,30
2017Y,2013,7,31,84,22
2017Y,2013,8,1,83,21
2017Y,2013,8,2,84,24
2017Y,2013,8,3,90,18
2017Y,2013,8,4,97,24
2017Y,2013,8,5,91,21
2017Y,2013,8,6,94,35
2017Y,2013,8,7,92,38
2017Y,2013,8,8,98,52
2017Y,2013,8,9,82,25
2017Y,2013,8,10,86,21
2017Y,2013,8,11,59,21
2017Y,2013,8,12,92,26
2017Y,2013,8,13,90,49
2017Y,2013,8,14,92,46
2017Y,2013,8,15,86,34
2017Y,2013,8,16,96,25
2017Y,2013,8,17,98,47
2017Y,2013,8,18,92,36
2017Y,2013,8,19,92,59
2017Y,2013,8,20,77,18
2017Y,2013,8,21,81,26
2017Y,2013,8,22,85,18
2017Y,2013,8,23,94,38
2017Y,2013,8,24,90,47
2017Y,2013,8,25,88,30
2017Y,2013,8,26,92,46
2017Y,2013,8,27,89,46
2017Y,2013,8,28,86,46
2017Y,2013,8,29,87,51
2017Y,2013,8,30,90,45
2017Y,2013,8,31,82,39
2017Y,2013,9,1,86,45
2017Y,2013,9,3,86,22
2017Y,2013,9,4,87,31
2017Y,2013,9,5,95,36
2017Y,2013,9,6,96,37
2017Y,2013,9,7,97,66
2017Y,2013,9,8,97,41
2017Y,2013,9,9,97,39
2017Y,2013,9,10,95,53
2017Y,2013,9,11,90,50
2017Y,2013,9,12,87,38
2017Y,2013,9,13,95,49
2017Y,2013,9,14,97,32
2017Y,2013,9,15,91,48
2017Y,2013,9,16,94,31
2017Y,2013,9,17,92,59
2017Y,2013,9,18,97,50
2017Y,2013,9,19,87,47
2017Y,2013,9,20,90,48
2017Y,2013,9,21,89,29
2017Y,2013,9,22,87,28
2017Y,2013,9,23,88,22
2017Y,2013,9,24,90,29
2017Y,2013,9,25,89,33
2017Y,2013,9,26,91,27
2017Y,2013,9,27,88,46
2017Y,2013,9,28,95,52
2017Y,2013,9,29,97,62
2017Y,2013,9,30,97,58
2017Y,2013,10,1,98,57
2017Y,2013,10,2,97,64
2017Y,2013,10,3,98,60
2017Y,2013,10,4,99,50
2017Y,2013,10,5,98,54
2017Y,2013,10,6,90,55
2017Y,2013,10,7,94,36
2017Y,2013,10,8,98,39
2017Y,2013,10,9,86,38
2017Y,2013,10,10,88,42
2017Y,2013,10,11,91,52
2017Y,2013,10,12,92,26
2017Y,2013,10,13,97,49
2017Y,2013,10,14,98,53
2017Y,2013,10,15,97,70
2017Y,2013,10,16,100,40
2017Y,2013,10,17,97,57
2017Y,2013,10,18,99,30
2017Y,2013,10,19,95,56
2017Y,2013,10,20,98,54
2017Y,2013,10,21,99,65
2017Y,2013,10,22,100,82
2017Y,2013,10,23,98,62
2017Y,2013,10,24,100,80
2017Y,2013,10,25,100,94
2017Y,2013,10,26,100,78
2017Y,2013,10,27,95,49
2017Y,2013,10,28,95,49
2017Y,2013,10,29,98,63
2017Y,2013,10,30,93,68
2017Y,2013,10,31,83,14
2017Y,2013,11,1,88,60
2017Y,2013,11,2,96,66
2017Y,2013,11,3,100,50
2017Y,2013,11,4,96,59
2017Y,2013,11,5,86,62
2017Y,2013,11,6,100,64
2017Y,2013,11,7,99,58
2017Y,2013,11,8,100,55
2017Y,2013,11,9,96,43
2017Y,2013,11,10,100,63
2017Y,2013,11,11,95,85
2017Y,2013,11,12,98,86
2017Y,2013,11,13,96,78
2017Y,2013,11,14,92,71
2017Y,2013,11,15,97,84
2017Y,2013,11,16,99,69
2017Y,2013,11,17,100,88
2017Y,2013,11,18,100,90
2017Y,2013,11,19,96,84
2017Y,2013,11,20,95,80
2017Y,2013,11,21,97,77
2017Y,2013,11,22,94,79
2017Y,2013,11,23,93,81
2017Y,2013,11,24,92,77
2017Y,2013,11,25,91,73
2017Y,2013,11,26,90,64
2017Y,2013,11,27,86,54
2017Y,2013,11,28,92,36
2017Y,2013,11,29,95,45
2017Y,2013,11,30,95,78
2017Y,2013,12,1,88,59
2017Y,2013,12,2,91,64
2017Y,2013,12,3,95,50
2017Y,2013,12,4,96,38
2017Y,2013,12,5,88,36
2017Y,2013,12,6,86,18
2017Y,2013,12,7,82,30
2017Y,2013,12,8,86,35
2017Y,2013,12,9,87,39
2017Y,2013,12,10,80,34
2017Y,2013,12,11,85,28
2017Y,2013,12,12,83,27
2017Y,2013,12,13,94,47
2017Y,2013,12,14,92,31
2017Y,2013,12,15,96,43
2017Y,2013,12,16,96,31
2017Y,2013,12,17,98,81
2017Y,2013,12,18,100,67
2017Y,2013,12,19,100,72
2017Y,2013,12,20,92,68
2017Y,2013,12,21,88,47
2017Y,2013,12,22,96,45
2017Y,2013,12,23,99,76
2017Y,2013,12,24,100,89
2017Y,2013,12,25,100,74
2017Y,2013,12,26,97,63
2017Y,2013,12,27,96,75
2017Y,2013,12,28,97,52
2017Y,2013,12,29,95,55
2017Y,2013,12,30,93,59
2017Y,2013,12,31,99,75
2017Y,2014,1,1,98,85
2017Y,2014,1,2,100,86
2017Y,2014,1,3,100,81
2017Y,2014,1,4,99,72
2017Y,2014,1,5,96,72
2017Y,2014,1,6,100,86
2017Y,2014,1,7,100,97
2017Y,2014,1,8,100,52
2017Y,2014,1,9,95,51
2017Y,2014,1,10,88,41
2017Y,2014,1,11,93,60
2017Y,2014,1,12,98,51
2017Y,2014,1,13,98,53
2017Y,2014,1,14,91,77
2017Y,2014,1,15,98,71
2017Y,2014,1,16,98,73
2017Y,2014,1,17,100,71
2017Y,2014,1,18,100,80
2017Y,2014,1,19,98,72
2017Y,2014,1,20,93,72
2017Y,2014,1,21,97,65
2017Y,2014,1,22,99,77
2017Y,2014,1,23,94,79
2017Y,2014,1,24,93,67
2017Y,2014,1,25,93,78
2017Y,2014,1,26,93,61
2017Y,2014,1,27,95,51
2017Y,2014,1,28,96,68
2017Y,2014,1,29,98,62
2017Y,2014,1,30,96,63
2017Y,2014,1,31,100,83
2017Y,2014,2,1,97,55
2017Y,2014,2,2,93,58
2017Y,2014,2,3,98,78
2017Y,2014,2,4,99,84
2017Y,2014,2,5,99,69
2017Y,2014,2,6,100,75
2017Y,2014,2,7,94,72
2017Y,2014,2,8,98,62
2017Y,2014,2,9,100,68
2017Y,2014,2,10,100,63
2017Y,2014,2,11,96,71
2017Y,2014,2,12,100,54
2017Y,2014,2,13,88,61
2017Y,2014,2,14,98,68
2017Y,2014,2,15,95,67
2017Y,2014,2,16,95,44
2017Y,2014,2,17,98,50
2017Y,2014,2,18,91,61
2017Y,2014,2,19,93,64
2017Y,2014,2,20,96,66
2017Y,2014,2,22,94,48
2017Y,2014,2,23,93,47
2017Y,2014,2,24,95,65
2017Y,2014,2,25,95,56
2017Y,2014,2,26,93,58
2017Y,2014,2,27,97,60
2017Y,2014,2,28,96,67
2017Y,2014,3,1,96,74
2017Y,2014,3,2,97,68
2017Y,2014,3,3,88,53
2017Y,2014,3,4,89,54
2017Y,2014,3,5,89,74
2017Y,2014,3,6,90,23
2017Y,2014,3,7,79,28
2017Y,2014,3,8,87,33
2017Y,2014,3,9,88,22
2017Y,2014,3,10,82,20
2017Y,2014,3,11,84,35
2017Y,2014,3,12,94,31
2017Y,2014,3,13,91,43
2017Y,2014,3,14,84,33
2017Y,2014,3,15,80,35
2017Y,2014,3,16,54,31
2017Y,2014,3,17,73,24
2017Y,2014,3,18,93,38
2017Y,2014,3,19,90,36
2017Y,2014,3,20,91,36
2017Y,2014,3,21,94,28
2017Y,2014,3,22,93,41
2017Y,2014,3,23,87,53
2017Y,2014,3,24,94,54
2017Y,2014,3,25,98,67
2017Y,2014,3,26,96,81
2017Y,2014,3,27,93,44
2017Y,2014,3,28,96,50
2017Y,2014,3,29,92,77
2017Y,2014,3,30,99,63
2017Y,2014,3,31,98,64
2017Y,2014,4,1,94,47
2017Y,2014,4,2,99,59
2017Y,2014,4,3,99,70
2017Y,2014,4,4,94,32
2017Y,2014,4,5,95,56
2017Y,2014,4,6,96,40
2017Y,2014,4,7,97,33
2017Y,2014,4,8,95,53
2017Y,2014,4,9,97,39
2017Y,2014,4,10,93,32
2017Y,2014,4,11,97,56
2017Y,2014,4,12,94,65
2017Y,2014,4,13,93,41
2017Y,2014,4,14,87,42
2017Y,2014,4,15,89,48
2017Y,2014,4,16,95,48
2017Y,2014,4,17,60,17
2017Y,2014,4,18,73,19
2017Y,2014,4,19,94,34
2017Y,2014,4,20,96,72
2017Y,2014,4,21,98,59
2017Y,2014,4,22,99,52
2017Y,2014,4,23,97,53
2017Y,2014,4,24,99,61
2017Y,2014,4,25,88,40
2017Y,2014,4,26,94,68
2017Y,2014,4,27,94,43
2017Y,2014,4,28,92,64
2017Y,2014,4,29,99,51
2017Y,2014,4,30,95,51
2017Y,2014,5,1,96,52
2017Y,2014,5,2,90,60
2017Y,2014,5,3,86,60
2017Y,2014,5,4,86,13
2017Y,2014,5,5,76,21
2017Y,2014,5,6,82,34
2017Y,2014,5,7,81,43
2017Y,2014,5,8,86,42
2017Y,2014,5,9,87,47
2017Y,2014,5,10,95,43
2017Y,2014,5,11,99,60
2017Y,2014,5,12,100,40
2017Y,2014,5,13,92,52
2017Y,2014,5,14,82,27
2017Y,2014,5,15,71,30
2017Y,2014,5,16,69,20
2017Y,2014,5,17,76,30
2017Y,2014,5,18,91,30
2017Y,2014,5,19,94,37
2017Y,2014,5,20,97,58
2017Y,2014,5,21,96,48
2017Y,2014,5,22,97,63
2017Y,2014,5,23,94,45
2017Y,2014,5,24,96,46
2017Y,2014,5,28,95,73
2017Y,2014,5,29,95,55
2017Y,2014,5,30,96,69
2017Y,2014,5,31,92,64
2017Y,2014,6,1,94,67
2017Y,2014,6,2,89,50
2017Y,2014,6,3,92,33
2017Y,2014,6,4,96,66
2017Y,2014,6,5,99,23
2017Y,2014,6,6,90,33
2017Y,2014,6,7,99,35
2017Y,2014,6,8,93,28
2017Y,2014,6,9,84,25
2017Y,2014,6,14,87,39
2017Y,2014,6,15,82,46
2017Y,2014,6,16,88,55
2017Y,2014,6,17,91,47
2017Y,2014,6,18,81,34
2017Y,2014,6,19,87,34
2017Y,2014,6,24,96,64
2017Y,2014,6,25,94,51
2017Y,2014,6,26,95,66
2017Y,2014,6,28,94,36
2017Y,2014,6,29,94,45
2017Y,2014,6,30,97,31
2017Y,2014,7,1,94,46
2017Y,2014,7,2,95,60
2017Y,2014,7,3,95,68
2017Y,2014,7,4,97,55
2017Y,2014,7,5,97,39
2017Y,2014,7,6,93,52
2017Y,2014,7,7,94,53
2017Y,2014,7,8,97,54
2017Y,2014,7,9,89,55
2017Y,2014,7,10,86,55
2017Y,2014,7,11,91,64
2017Y,2014,7,12,84,56
2017Y,2014,7,13,86,40
2017Y,2014,7,14,90,45
2017Y,2014,7,15,88,39
2017Y,2014,7,16,75,28
2017Y,2014,7,17,88,21
2017Y,2014,7,18,63,29
2017Y,2014,7,19,94,47
2017Y,2014,7,20,97,51
2017Y,2014,7,21,95,50
2017Y,2014,7,22,78,25
2017Y,2014,7,23,74,26
2017Y,2014,7,24,85,35
