"Campaing","Species","d2H_cont","d2H_cont_se","d18O_cont","d18O_cont_se","d2H_bef","d2H_bef_se","d18O_bef","d18O_bef_se","d2H_aft","d2H_aft_se","d18O_aft","d18O_aft_se"
"Autumn2018","Ps",-72.3452758325,1.0645537557007,-9.14501858925,0.283010343809986,-75.296181645,1.52538778699052,-9.20122682216667,0.576894280874457,90.3672368583333,33.3223629005588,-9.284210779,0.42323544501196
"Summer2018","Ps",NA,NA,NA,NA,-99.5842090811111,1.83757586988191,-11.9755066058333,0.322259432827954,103.34308887,68.1736216672062,-11.3636907393333,0.683609299063162
"Summer2019","Fs",-47.381979594,1.33538839451688,-5.211640112,0.211968116617817,-46.6458321155,1.18138563042367,-4.89472674856667,0.250807141502889,80.5272057334333,28.8550729145283,-4.91229220075,0.288578376762019
"Summer2019","Ps",-39.035126065,5.56873991086544,-5.4755161449,0.516874797096581,-39.847990411,4.43100473639048,-6.07441233755,0.493428212837286,161.400780183667,41.5559740965151,-6.29134867421667,0.543352252795971
"Winter2019","Ps",-49.289544959,6.51372364198198,-9.2517604802,0.488901243599773,-49.5288534890278,2.27562717975687,-9.23886999369445,0.439596906295867,53.4681830274583,15.7274932438099,-8.72228934447222,0.343296101346674
