"INDICATIVO","Tmean_avg_year","Tmean_se_year","Tmin_avg_year","Tmin_se_year","Tmax_avg_year","Tmax_se_year","Tnmonths"
"2017Y",9.82749591697976,0.218257700964373,3.91665612155623,0.156826867893849,15.7411362535149,0.295770844562496,11
"9158A",11.481664695861,0.27226277131409,5.31745821440679,0.182694078373888,17.6390638213782,0.374177535233615,24
"9188",12.1867917212097,0.111432474697643,6.33429040131416,0.0743673201005662,18.0398502055762,0.21892649630145,7
"9287A",9.56326407141036,0.460821764268672,3.48889406582794,0.348306096050498,15.6385186841047,0.591770447968151,17
