"MpNo";"DT";"MpNo_m";"CO2in_G";"CO2out_G";"H2Oin_G";"H2Oout_G";"ATP";"Tref";"Tcuv";"FlowOut";"FlowIn";"PAR";"H2O_P";"mH2O_P";"dDH_out";"d18O_out";"dDH_in";"d18O_in";"ShootID";"Area";"hour";"day";"month";"TrA";"dDH_ex";"dH2O";"dDH_ex_a"
2;2018-09-08 18:09:00;"2S";381.5;362.5;12.9;14.78;1005;17.4;17.8;533.824226732304;539.753813445932;131;18360.5312227488;18.3605312227488;-62.1956577149197;-16.1215748744136;-105.384560540327;-18.0538988823068;102;3250.553;18;8;9;0.3072042454142;66.7769412803891;257.054073638462;39.0466305181274
2;2018-09-09 09:08:00;"2S";396.6;383;13.7;14.04;1005;14.5;14.6;533.824226732304;541.018710409439;106;17846.1990331754;17.8461990331754;-119.593817085682;-17.3582689046055;-130.617219894101;-18.2698727252402;102;3250.553;9;9;9;0.0555581701490402;19.272334151162;169.592451015211;15.5417619078206
2;2018-09-09 12:08:00;"2S";390.5;369.1;14.4;14.9;1005;15.4;15.5;533.824226732304;541.314794823944;194;18865.6860805687;18.8656860805687;-113.21628550435;-17.2406628867857;-126.355643150603;-18.0181455138652;102;3250.553;12;9;9;0.0817031342026298;24.7090175899356;223.990520522905;17.7895209603186
2;2018-09-09 12:45:00;"2S";389.6;363.5;14.5;14.95;1005;15.8;16;533.824226732304;541.396392694534;174;19196.6162227488;19.1966162227488;-119.772230141131;-17.3372355981392;-128.057762398358;-18.0170907269695;102;3250.553;12;9;9;0.0735328134289787;18.9256546439826;110.652371945041;16.078963417398
2;2018-09-09 13:22:00;"2S";391.5;366;14.8;15.33;1005;16.5;16.7;533.824226732304;541.517290472427;186;19599.7892985782;19.5997892985782;-118.077151717638;-17.2264689782773;-125.318460054907;-17.7800796902667;102;3250.553;13;9;9;0.0866052876121596;19.7346001085804;98.270175753932;16.9221774672266
2;2018-09-09 13:59:00;"2S";391.1;370;14.7;15.29;1005;16.6;16.8;533.824226732304;541.430265144091;246;19595.0396824645;19.5950396824645;-111.217018642159;-17.0093738860113;-120.101113036628;-17.538832862929;102;3250.553;13;9;9;0.0964096694357772;24.8579724459314;140.674602807241;20.209549866804
2;2018-09-09 15:08:00;"2S";391.9;377.6;14.9;15.28;1005;16.5;16.6;533.824226732304;541.652857953547;127;19451.3466872038;19.4513466872038;-106.472455405114;-17.049115793133;-121.974908420581;-17.656721756299;102;3250.553;15;9;9;0.0620943509463605;29.92047093995;447.183415995402;19.278865629811
2;2018-09-10 07:59:00;"2S";400.9;383.1;11.8;12.39;1003;12.5;12.6;533.824226732304;539.861524534633;135;15742.6521990521;15.7426521990521;-132.668471772219;-17.9683905744305;-134.663530725233;-18.2971869144954;102;3250.553;7;10;9;0.0966021921964784;11.078652823225;-1.62758252687869;11.7139645907302
2;2018-09-10 10:22:00;"2S";387;369.2;13;13.71;1003;14.2;14.3;533.824226732304;540.451196173253;164;17497.7478322148;17.4977478322148;-128.028790170162;-18.1386285148968;-131.41287453442;-18.355108114934;102;3250.553;10;10;9;0.116249956192307;17.0802379490124;47.3326581342028;15.427990385052
2;2018-09-10 10:59:00;"2S";387.8;362.6;13.2;13.85;1003;14.8;15.1;533.824226732304;540.59275981524;253;17594.7777952381;17.5947777952381;-121.205768219889;-17.9224409565439;-127.068174590237;-18.3473814026255;102;3250.553;10;10;9;0.106425994946913;22.1737594324622;72.1892255591952;19.710876630767
2;2018-09-10 12:08:00;"2S";380.4;340.1;13.7;15.67;1003;17;17.4;533.824226732304;540.153710386979;348;19725.4144;19.7254144;-113.385695444234;-17.8769157822354;-126.449211122479;-18.452233325068;102;3250.553;12;10;9;0.322552469560663;29.6296308136492;88.4699161423311;21.168655478065
2;2018-09-10 12:45:00;"2S";380.5;336.1;14;15.93;1003;17.1;17.4;533.824226732304;540.339149297176;396;19934.9679004739;19.9349679004739;-115.934308888434;-17.5098703466712;-126.583965154993;-18.5675680817897;102;3250.553;12;10;9;0.316003086036366;24.1446538849356;40.016696060352;21.9565794993246
2;2018-09-10 13:22:00;"2S";379.8;328.5;13.88;15.85;1002;18.1;18.6;533.824226732304;540.258512588659;420;19995.1114075829;19.9951114075829;-116.794430316825;-17.6086482707319;-126.297316983794;-18.489637412941;102;3250.553;13;10;9;0.322874320094734;24.0747558490302;41.3717267051883;21.619782319734
2;2018-09-10 15:08:00;"2S";382.9;335.5;13.8;17.4;1001;16.9;17.1;533.824226732304;539.339833613047;289;21842.5669099526;21.8425669099526;-95.3021079579481;-16.6743592423369;-116.483656481095;-17.7120036838764;102;3250.553;15;10;9;0.590613620197467;38.0927659807471;87.4676057789323;25.2123729899162
2;2018-09-10 15:45:00;"2S";381.6;344.1;13.9;16.14;1001;17;17.2;533.824226732304;540.129961190513;221;20536.4732227488;20.5364732227488;-102.407026789238;-16.1389151348389;-117.309758117858;-17.6005680357451;102;3250.553;15;10;9;0.36749288248418;26.7042942894732;46.620438435477;23.4947861681028
2;2018-09-10 16:22:00;"2S";380.4;332.9;14.3;16.83;1000;17.7;18.3;533.824226732304;540.198489843432;230;21305.9177488152;21.3059177488152;-102.611079876538;-16.2232869204204;-113.174046687121;-16.9849270247983;102;3250.553;16;10;9;0.415484989909726;27.1752154868252;52.4395623052067;22.7053695112654
2;2018-09-10 16:59:00;"2S";380.7;356.2;13.9;15.4;1000;16.5;16.6;533.824226732304;540.53695405355;192;19721.2906350711;19.7212906350711;-95.2841284317752;-15.8092974700827;-106.623286670811;-16.7443824627448;102;3250.553;16;10;9;0.246335072790177;31.1902513288864;66.9454835546012;27.3317730311474
2;2018-09-10 18:08:00;"2S";381.5;371.3;13.5;14.26;999;15.7;15.8;526.980326389582;533.792837153867;94;17960.1153459716;17.9601153459716;-96.1967760112182;-17.1176978850061;-114.765313456951;-17.6338484291533;102;3250.553;18;10;9;0.123333027266349;40.7448070688306;297.232960686587;26.3054739762754
2;2018-09-11 07:22:00;"2S";388.1;361.3;11.99;12.61;992;12.8;13.1;526.980326389582;533.094311258154;169;16216.3328056872;16.2163328056872;-155.150841838934;-19.754797636101;-155.222293048508;-20.3359253932941;102;3250.553;7;11;9;0.101323914710718;2.88753924987398;-85.6367744068524;7.46511009784481
2;2018-09-11 09:09:00;"2S";385.4;373.4;12.22;13.61;992;13.2;13.6;526.980326389582;532.805304379334;84;16973.436442623;16.973436442623;-131.226052576908;-18.2920342954652;-139.15448494207;-19.1291132086536;102;3250.553;9;11;9;0.227161627506861;15.1102217868136;25.9394368580237;13.8784207271588
2;2018-09-11 09:45:00;"2S";385.5;367.1;11.7;12.6;992;12.9;13.3;526.980326389582;532.786087406625;114;16133.8890331754;16.1338890331754;-122.729128091319;-17.7172770910292;-132.701128340636;-18.5136973349698;102;3250.553;9;11;9;0.14708314465404;19.0090886369146;65.8173865082128;15.4084503391224
2;2018-09-11 10:22:00;"2S";384.5;348.4;11.62;12.73;992;13.6;13.9;526.980326389582;532.62973093716;323;16503.3701469194;16.5033701469194;-123.584432280104;-17.9801377481899;-128.892333637658;-18.2679576111745;102;3250.553;10;11;9;0.18140255958569;20.2566697054152;51.7180024186847;17.251327251738
2;2018-09-11 10:59:00;"2S";384.6;346.7;12;13.38;991;13.9;14.1;526.980326389582;532.696905619671;311;17008.6743554502;17.0086743554502;-117.128987075884;-17.7983777269921;-123.955837684774;-18.0695110812074;102;3250.553;10;11;9;0.225754996411712;25.2580347400528;65.760502350206;20.6002509648852
2;2018-09-11 12:08:00;"2S";381.9;360.2;12.2;14.06;991;14.3;14.4;526.980326389582;532.547323298929;136;17777.4842132701;17.7774842132701;-101.784834271507;-17.1364448876215;-121.182797826017;-17.8953295187364;102;3250.553;12;11;9;0.304278412568056;35.306724829465;122.719636317749;21.9798383238742
2;2018-09-11 12:45:00;"2S";381.9;358.7;12.1;13.22;991;14.3;14.4;526.980326389582;532.891291742282;192;17097.5077772512;17.0975077772512;-109.992883853718;-17.0974848944572;-120.964850915714;-17.7066350446175;102;3250.553;12;11;9;0.183221428040764;26.7869953019396;92.6754479042918;20.688229441226
2;2018-09-11 13:22:00;"2S";382.2;357.4;12.1;13.43;990;14.2;14.4;526.980326389582;532.784169436126;222;17023.2234123223;17.0232234123223;-109.776563114519;-17.248260778618;-117.42498931588;-17.5070153273855;102;3250.553;13;11;9;0.217795218975981;28.209523114425;78.9602875623755;22.631133303204
2;2018-09-11 13:59:00;"2S";381.2;343;12.4;13.58;990;15;15.2;526.980326389582;533.028525307433;373;17437.2182654028;17.4372182654028;-103.746972835692;-17.2642842241291;-112.362288676752;-17.4499239093548;102;3250.553;13;11;9;0.193231790444524;34.3673009573408;109.294809139336;27.2371025980864
2;2018-09-11 15:08:00;"2S";381.4;333.9;12.2;14.45;989;15.2;15.5;526.980326389582;532.34831804353;441;18174.9247156398;18.1749247156398;-87.1170898621076;-16.9780456055777;-112.33667748477;-17.6117937291397;102;3250.553;15;11;9;0.368823070128196;48.707274982514;157.962898154439;28.5576723483476
2;2018-09-11 15:45:00;"2S";382.6;352.8;12.29;14.18;988;15.1;15.4;526.980326389582;532.597359518741;247;17991.2993933649;17.9912993933649;-97.192697612831;-16.7447763421532;-113.181861133711;-17.4788273362231;102;3250.553;15;11;9;0.310124925266248;36.7655131243946;102.5511882221;26.6487575560738
2;2018-09-11 16:22:00;"2S";382.9;354.2;11.8;13.6;987;14.4;14.6;526.980326389582;532.384144338614;304;17243.7451421801;17.2437451421801;-95.4202750418371;-16.4623027311066;-108.950930141264;-17.121683809933;102;3250.553;16;11;9;0.295656463841923;36.2781468070157;90.3982336581409;28.0225403382
2;2018-09-11 16:59:00;"2S";383.6;365.2;11.6;13.04;987;13.9;14.1;520.13642604686;525.554291628812;128;16494.1748151659;16.4941748151659;-85.6758016801829;-16.4747538768965;-100.259262687596;-16.9853003985653;102;3250.553;16;11;9;0.233453462296285;46.1222293349891;130.698222720494;35.6231405009264
2;2018-09-11 18:08:00;"2S";385.4;368.2;12;12.86;985;14.1;14.4;520.13642604686;526.091533740757;122;16265.8663317536;16.2658663317536;-79.4797102508174;-17.0585110495723;-108.578191069487;-17.4221600159413;102;3250.553;18;11;9;0.139706633249736;56.988378145761;422.420318904611;30.7990890580434
2;2018-09-11 18:45:00;"2S";386.8;377.28;11.49;11.86;985;13.4;14;520.13642604686;526.077728198498;77;15140.985943128;15.140985943128;-98.3720361716861;-17.4103170187206;-112.852690934588;-17.4185417620742;102;3250.553;18;11;9;0.0601063728666981;40.9104999780787;488.550242725864;26.4956431620056
7;2018-09-03 16:11:00;"7S";387.3;347.6;8.7;18.11;1003;20.7;21;547.512027417748;547.12106539475;112;23237.3804238095;23.2373804238095;-120.225018263875;-16.3145980512921;-104.015586096121;-14.3742570997871;103;2296.17;16;3;9;2.23704405791838;10.2917661464618;9.65687458060509;10.9784707021758
7;2018-09-03 17:20:00;"7S";385.6;381.73;12.11;16.7;1003;18.8;19.2;547.512027417748;551.667171224004;88;20939.4284190476;20.9394284190476;-122.467743887223;-17.1716976034956;-115.08343041677;-16.0957073179453;103;2296.17;17;3;9;1.091179299846;14.9058369407418;18.134138190617;13.6822281267924
7;2018-09-03 17:57:00;"7S";386.2;383.52;12.96;17.2;1003;17.9;18.3;554.355927760469;559.238542291267;81;20872.3394976303;20.8723394976303;-124.410017364161;-16.5624506212609;-116.295812411951;-15.5677540902006;103;2296.17;17;3;9;1.02057271294615;8.0895876059262;7.61082349264562;8.24622030965379
7;2018-09-03 18:34:00;"7S";391.8;388.45;13;16.15;1003;16.8;17.2;554.355927760469;559.871489263945;56;19767.4401666667;19.7674401666667;-125.818802316285;-16.64369759341;-120.102419565191;-15.9697059736199;103;2296.17;18;3;9;0.758208471034561;7.330778430995;5.99177928621668;7.6552282237682
7;2018-09-03 19:11:00;"7S";395.4;391.38;13;15.25;1003;14.8;15.3;554.355927760469;560.375449198272;27;18680.7776824645;18.6807776824645;-129.497022627222;-16.8962014067652;-126.197438685661;-16.9151684984652;103;2296.17;19;3;9;0.541577479310401;5.6725886268996;-14.2683752740306;9.1239093020606
7;2018-09-04 11:57:00;"7S";382.9;338.9;14.1;14.6;1003;17.6;18.1;540.668127075026;548.103749006688;220;17933.0534834123;17.9330534834123;-127.572226082332;-17.5447227062896;-119.528956142187;-15.7735337647479;103;2296.17;11;4;9;0.117378803297193;12.7855555679848;185.545568467704;6.65931397579619
7;2018-09-04 12:34:00;"7S";381.3;335.5;13.9;15.61;1003;19;19.3;540.668127075026;547.331502334397;293;19153.2012417062;19.1532012417062;-125.683822129185;-17.2692267319987;-116.864645216133;-15.6572786691805;103;2296.17;12;4;9;0.401435587564634;12.4699917268046;45.6057025419865;8.393584137311
7;2018-09-04 13:11:00;"7S";379.8;352.2;13.2;16.96;1003;18.4;19.2;540.668127075026;545.824630529853;418;21111.3451374408;21.1113451374408;-126.396891827242;-17.3969951055803;-118.354780967347;-16.2011559594645;103;2296.17;13;4;9;0.882689395225836;12.7790690174004;18.1313962725105;11.254466708369
7;2018-09-04 14:20:00;"7S";378.2;345.5;12.9;16.22;1003;18.9;19.4;540.668127075026;545.899518507587;438;21231.7082748815;21.2317082748815;-120.079767130508;-16.5241577455865;-115.477233155938;-15.5868288519919;103;2296.17;14;4;9;0.779396189180855;12.113494834184;23.3664025290664;9.2173976599972
7;2018-09-04 14:57:00;"7S";377.6;356.1;13.1;17.7;1003;19.1;19.3;540.668127075026;545.310696102339;244;22451.4863952381;22.4514863952381;-117.347856399809;-16.199983871498;-112.033970061438;-15.1591300874085;103;2296.17;14;4;9;1.0798860702344;12.252014572175;20.8323549069401;9.23907063783
7;2018-09-04 15:34:00;"7S";378.7;364.1;13.5;18.21;1003;19.1;19.5;540.668127075026;545.471030396895;145;23225.5854312796;23.2255854312796;-114.952691373722;-16.027103995088;-106.968869726076;-14.6555454953342;103;2296.17;15;4;9;1.10570899049391;13.264140586982;21.8303243938163;10.2754942365976
7;2018-09-04 16:11:00;"7S";374.3;358.5;13.3;17.25;1004;18.8;19.2;540.668127075026;545.770829192873;167;22131.5769478673;22.1315769478673;-116.160801642358;-16.2340256930624;-109.080029931733;-15.6672805601464;103;2296.17;16;4;9;0.926369689000001;13.7114039021412;5.13606678592596;16.2582145494382
7;2018-09-04 17:20:00;"7S";376.1;360;12.6;16.02;1004;17.6;18.1;540.668127075026;545.674515421353;195;20640.8016540284;20.6408016540284;-116.903236791505;-16.60232910354;-112.007257466488;-16.0042111022466;103;2296.17;17;4;9;0.802072545351527;15.915396036815;15.5063185617158;16.0264313514848
7;2018-09-04 17:57:00;"7S";384.4;374.1;14.76;15.58;1004;16.7;16.8;540.668127075026;548.287020054915;78;20203.8007440758;20.2038007440758;-116.901964049842;-16.3365521044143;-113.539688468496;-16.2279909938136;103;2296.17;17;4;9;0.192309376181129;13.7904527854724;-31.0977077522547;16.2842394820128
7;2018-09-04 18:34:00;"7S";388.7;384.78;14.56;14.94;1005;13.8;14.7;540.668127075026;548.408801968935;0;18581.2885687204;18.5812885687204;-117.712407722291;-16.1907594923663;-112.918071652424;-15.9649745305625;103;2296.17;18;4;9;0.0890303214110126;11.8136682166394;-102.67607080009;14.801724592076
7;2018-09-05 11:20:00;"7S";382.8;330.4;9.7;10.63;1006;14.4;15.3;554.355927760469;559.235684346296;391;13737.0237630332;13.7370237630332;-120.83377071142;-17.9863490272457;-114.711211591157;-16.9192580653878;103;2296.17;11;5;9;0.223185210530245;23.0570215065456;48.2370593276444;20.6428529319454
7;2018-09-05 11:57:00;"7S";383.5;330;9.1;11.29;1006;15.1;16.1;554.355927760469;558.198439006156;212;14337.4803744076;14.3374803744076;-116.511251771256;-18.0060788588604;-106.036129536267;-16.6660219749184;103;2296.17;11;5;9;0.525565488526288;27.5373790996272;28.5567986487493;27.2920462630802
7;2018-09-05 12:34:00;"7S";383.8;329.7;9.4;11.74;1006;15.2;16.2;554.355927760469;558.283032767482;207;14997.4874170616;14.9974874170616;-111.87575615792;-17.846244160572;-100.396440412716;-16.3982182496865;103;2296.17;12;5;9;0.561562956256248;30.894197126656;31.3155563119859;30.789305584776
7;2018-09-05 13:16:00;"7S";381.8;328;9.6;12.2;1006;15.8;16.7;554.355927760469;558.250439497044;774;15504.6604691943;15.5046604691943;-109.992711849225;-18.0420614489078;-111.920000162801;-17.2665199379674;103;2296.17;13;5;9;0.623958715491779;34.3437797420374;64.3682242999421;26.2121593409382
7;2018-09-05 13:54:00;"7S";384.1;332;9.3;11.92;1006;15.1;16.5;554.355927760469;558.071286040233;1106;14590.6172369668;14.5906172369668;-107.628192944545;-17.9168372876219;-94.9454348922709;-16.3932855055841;103;2296.17;13;5;9;0.628758586547969;35.7065053564302;33.9517735615687;36.2008491524019
7;2018-09-05 14:31:00;"7S";383;334.3;9.7;13.53;1005;15.8;16.5;554.355927760469;557.625363403948;1311;16855.9289952607;16.8559289952607;-108.429017545204;-17.6173521710762;-94.7918176528077;-16.9497387828815;103;2296.17;14;5;9;0.920053659090379;32.5097998234056;11.4983011204459;40.8060926102443
7;2018-09-05 15:40:00;"7S";383.8;351.8;9.4;13.52;1005;16.6;17.4;554.355927760469;557.2958627731;116;17563.9371327014;17.5639371327014;-106.017652772392;-17.6616021370337;-96.7052689108414;-16.0927007285889;103;2296.17;15;5;9;0.989718593381126;35.2751643238776;42.6647219977789;32.0363369178698
7;2018-09-05 16:17:00;"7S";385.3;363.6;10.3;15.87;1005;17.5;17.8;554.355927760469;556.992002494869;192;20405.5249241706;20.4055249241706;-95.786431085233;-16.0730671822917;-82.9236296903751;-14.6212900880509;103;2296.17;16;5;9;1.33804068049197;32.7981063731006;30.4892335182363;34.0466910140321
7;2018-09-05 16:54:00;"7S";383.6;367.6;10.4;15.62;1005;16.8;17;554.355927760469;557.2430820997;128;20042.55792891;20.04255792891;-90.7427175130669;-15.7582436408975;-68.091380174212;-13.7592582776028;103;2296.17;16;5;9;1.25396259491987;35.3232316141131;22.0553530512832;41.9826860466104
7;2018-09-05 17:31:00;"7S";384;368.5;10.19;15.09;1005;16;16.5;547.512027417748;550.423476463334;131;19309.6276682464;19.3096276682464;-95.2037587296709;-16.249757501243;-74.0356366344715;-15.4270742831038;103;2296.17;17;5;9;1.16255957720984;34.7943012802731;4.46000980938042;49.3809576303589
7;2018-09-05 18:40:00;"7S";382.5;371.4;10.1;13.51;1005;14.8;15.2;547.512027417748;551.193659203278;45;17781.4467109005;17.7814467109005;-100.807971163021;-16.4048037612671;-92.3506749626002;-15.6263892531746;103;2296.17;18;5;9;0.809046635730351;30.4304589271158;23.8255324255393;32.6604390627966
7;2018-09-05 19:17:00;"7S";383.9;374.2;10.32;13.32;1006;12.7;13.4;547.512027417748;551.537204222241;18;16936.4512843602;16.9364512843602;-98.5453295627692;-15.9414232602619;-89.0107600357627;-15.6108503002667;103;2296.17;19;5;9;0.711063551267455;28.986056519326;5.28450520549154;35.8760423663709
7;2018-09-05 19:54:00;"7S";388.7;380.74;10.2;11.6;1006;11.1;11.6;547.512027417748;552.350454653414;-3;14763.5540236967;14.7635540236967;-100.116919015518;-15.8147433004357;-93.6593642164508;-15.1638217889491;103;2296.17;19;5;9;0.331829697078116;26.4010273879676;17.2925533785541;27.651210095142
7;2018-09-06 10:53:00;"7S";384.1;336;11.1;12.09;1005;13.1;14;554.355927760469;559.994863699355;697;14951.1908246445;14.9511908246445;-116.909479779802;-17.7596322019139;-118.673415141699;-17.235067161472;103;2296.17;10;6;9;0.237820325663899;25.1675778355092;91.996929460052;19.207122150077
7;2018-09-06 12:39:00;"7S";379.1;336.1;10.4;12.03;1004;14.6;15.2;547.512027417748;552.344636596948;453;15246.6598578199;15.2466598578199;-115.079088575649;-17.9193593515346;-110.919964979814;-17.244243452661;103;2296.17;12;6;9;0.387114109169111;28.2757862366278;36.1989502793269;27.033982641474
7;2018-09-06 13:16:00;"7S";376.4;323.3;10;11.93;1005;14.9;16.7;547.512027417748;551.952652604945;1066;15023.7334834123;15.0237334834123;-106.836931169856;-17.19381007581;-100.673425116472;-17.1682200270352;103;2296.17;13;6;9;0.457906206189781;30.713549436624;-0.160987678327346;36.6723350998096
7;2018-09-06 13:53:00;"7S";377.5;326.6;9.9;11.67;1004;15.1;16.8;547.512027417748;551.989718578502;957;14568.0503175355;14.5680503175355;-102.062775778427;-18.0073642594835;-91.6598027402753;-16.8033938677926;103;2296.17;13;6;9;0.420363383944095;41.996138297441;37.68259137327;42.7673482020655
7;2018-09-06 14:30:00;"7S";376.8;333.6;9.5;13.29;1004;15.7;16.1;547.512027417748;550.655610802921;535;16946.497507109;16.946497507109;-102.868496865141;-17.6447899270447;-92.4473812728085;-17.5154758147288;103;2296.17;14;6;9;0.900100487245944;38.2898225512166;14.7613989123907;47.6764252450219
7;2018-09-06 15:39:00;"7S";373.9;352.3;10;13.31;1004;15.1;15.1;540.668127075026;544.307030264293;188;17152.06392891;17.15206392891;-103.888666578489;-17.3861375644898;-99.1500197017949;-16.8093362597396;103;2296.17;15;6;9;0.776276908724227;35.2004339374294;34.8250972646425;35.3246703761219
7;2018-09-06 16:16:00;"7S";371.8;346.1;10.7;14.79;1004;15.4;15.5;540.668127075026;544.266049475072;259;18322.1145924171;18.3221145924171;-94.248301670412;-16.1484293854443;-86.845444990896;-15.3843011869831;103;2296.17;16;6;9;0.95920553902691;34.9391334131424;31.5647586741344;36.2289645049688
7;2018-09-06 16:53:00;"7S";375.1;354;9.6;14.57;1004;16.1;15.8;540.668127075026;543.185517891958;182;18842.1243696682;18.8421243696682;-90.3368499866425;-16.0695669562963;-78.6168322367218;-14.9113529526858;103;2296.17;16;6;9;1.16558845305539;38.2196856637279;33.478974411826;40.6739913847646
7;2018-09-06 17:30:00;"7S";374.8;354.5;9.53;14.71;1004;16;16.1;540.668127075026;543.033111793294;153;18890.6927488152;18.8906927488152;-93.5133925463159;-16.4914205616597;-83.2854999249441;-16.3425794166657;103;2296.17;17;6;9;1.2148387544212;38.4179719469617;21.7916847293303;47.4551354083815
7;2018-09-06 18:39:00;"7S";377.1;365.7;10.4;12.79;1004;13.7;14.1;540.668127075026;545.026774113946;59;16495.7470663507;16.4957470663507;-102.172453602634;-16.6205296275823;-99.0306259759016;-16.4288214361587;103;2296.17;18;6;9;0.560513918345244;30.7917834180244;23.7939232541862;32.399945513368
7;2018-09-06 19:16:00;"7S";380.3;372.48;11.2;13.5;1004;13.4;13.5;540.668127075026;545.514970679949;13;16876.2601706161;16.8762601706161;-99.9667746209515;-16.397389313961;-96.5957204662252;-16.3975071393943;103;2296.17;19;6;9;0.539406268132939;31.2123398907365;14.7921817638851;34.5843366489292
7;2018-09-06 19:53:00;"7S";383.3;376.34;10.88;12.84;1004;12.2;12.5;540.668127075026;545.524297219126;-4;16065.8771943128;16.0658771943128;-103.367881821392;-16.4023786928023;-102.947649690525;-16.6765456466128;103;2296.17;19;6;9;0.459668097330418;27.8511477210264;13.3431797396494;30.4647154823774
7;2018-09-07 12:39:00;"7S";380.9;335.4;11;12.98;1004;17.3;17.4;547.512027417748;552.485399509699;224;16963.1687952381;16.9631687952381;-112.838828994796;-18.1498255562896;-110.389248645645;-17.4864615605171;103;2296.17;12;7;9;0.470236488502144;32.3597754555208;48.2338399945707;29.5024438384918
7;2018-09-07 13:16:00;"7S";381.1;326.6;11.3;13.67;1004;17.2;18.8;547.512027417748;552.437264050003;653;17341.5325971564;17.3415325971564;-99.1222169559178;-17.2411961163918;-97.3941393002103;-16.8024575410951;103;2296.17;13;7;9;0.562858658287;38.8073519752166;47.303001636536;37.0255210285505
7;2018-09-07 13:53:00;"7S";379.7;328.5;11.4;14.58;1004;16.8;17.5;547.512027417748;552.046128632108;732;18137.9819905213;18.1379819905213;-93.3861409847595;-17.3345571812891;-88.89276339802;-16.1538711438755;103;2296.17;13;7;9;0.755227997620921;45.2903164655533;63.0431661898583;40.338205752984
7;2018-09-07 14:30:00;"7S";379.5;341.8;11.8;15.77;1004;17.1;17.7;547.512027417748;551.832748214644;484;19589.8133317536;19.5898133317536;-94.8462449518374;-17.1213252050369;-92.7720581971703;-17.2702492434945;103;2296.17;14;7;9;0.942847154477775;42.1243566884578;32.4181015409844;45.3899357507857
7;2018-09-07 15:39:00;"7S";378.2;352.6;12.38;15.49;1004;17.7;18.1;540.668127075026;545.722476057484;137;20140.5220094787;20.1405220094787;-101.764193372458;-17.4280615606476;-101.831042784875;-17.1543622708366;103;2296.17;15;7;9;0.729370223633977;37.6602991127228;46.6425413598623;35.4038553818178
7;2018-09-07 16:16:00;"7S";377.7;355.9;12.3;16.51;1004;17.4;17.7;540.668127075026;545.078740312937;415;20838.1063033175;20.8381063033175;-90.7582207434319;-16.2276834184161;-93.3118678562077;-16.1787622577179;103;2296.17;16;7;9;0.987346909052725;39.0632466038969;47.667451283195;36.1182302055355
7;2018-09-07 16:53:00;"7S";377.6;363.4;12;16.17;1004;17.6;18;540.668127075026;544.935699086112;112;21059.3093666667;21.0593093666667;-88.1674579702376;-16.1949350344382;-82.3029500835131;-15.4610154810757;103;2296.17;16;7;9;0.977966234189083;41.392022305268;41.4117303345499;41.3851737650925
7;2018-09-07 17:30:00;"7S";380.4;366.4;11.7;15.57;1003;17;17.2;540.668127075026;544.938712604126;79;20348.7949241706;20.3487949241706;-92.3858669696732;-16.5015142995343;-88.0890099732662;-16.7439474530415;103;2296.17;17;7;9;0.908514117979671;39.6262474266012;20.7722500038013;45.8625696510658
7;2018-09-07 18:39:00;"7S";382.5;372;12;14.22;1004;15.1;15.4;540.668127075026;545.998504376229;42;18107.4626966825;18.1074626966825;-105.211022901607;-17.1868260650983;-106.439708518853;-17.3253001840193;103;2296.17;18;7;9;0.520643894460375;32.2835856191794;32.9370594887901;32.1626929533014
7;2018-09-07 19:16:00;"7S";385;377.26;11.7;13.51;1004;12.7;12.7;540.668127075026;546.056827847748;9;16811.4234597156;16.8114234597156;-100.896282486145;-16.6716680726114;-106.739241920871;-17.6159603887474;103;2296.17;19;7;9;0.424489068327165;32.4770620947462;21.4145563466603;34.1884411891082
7;2018-09-07 19:53:00;"7S";390;383.3;11;12.29;1004;12.2;12.4;540.668127075026;545.955022859415;-5;15519.2940663507;15.5192940663507;-105.006146278583;-16.9199020206582;-112.420094948362;-17.3232859530477;103;2296.17;19;7;9;0.302536619591247;30.3530698866826;66.0551236210181;26.1661926760196
7;2018-09-08 11:30:00;"7S";386.5;344.1;14;14.37;1004;15.2;16;547.512027417748;555.049996037651;427;17874.1299763033;17.8741299763033;-114.549597325946;-18.0204828404526;-116.112608574698;-18.440527060656;103;2296.17;11;8;9;0.0878722115038125;29.6142653976748;-38.3932891435481;31.41160791055
7;2018-09-08 12:39:00;"7S";384.1;350.2;14.1;15.04;1004;15.4;16.6;547.512027417748;554.790801314927;523;18569.2167156398;18.5692167156398;-119.075720748529;-18.1602322546807;-121.569212242598;-18.4963091299883;103;2296.17;12;8;9;0.223242893387785;26.2061372889166;23.2792846630396;26.4012607973084
7;2018-09-08 13:16:00;"7S";383.8;358.8;14.43;15.14;1004;16.1;16.7;547.512027417748;555.103066976517;241;19383.1397914692;19.3831397914692;-111.007196236507;-18.0150937703401;-115.36205610957;-18.0501112701711;103;2296.17;13;8;9;0.168619576594447;33.1135539262138;115.927931092141;29.0388340517988
7;2018-09-08 14:30:00;"7S";380.9;329.1;13.2;15.55;1004;17.6;18.4;540.668127075026;546.588846875958;1194;19579.0060094787;19.5790060094787;-107.697470490187;-17.9797294822373;-111.131099439074;-18.6113181018336;103;2296.17;14;8;9;0.551131389075893;36.1403653677114;27.0459585149196;37.7594453755948
